/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[04:19.660 --> 04:20.080] He
[04:20.080 --> 04:20.220] was
[04:20.220 --> 04:20.440] ready
[04:20.440 --> 04:20.640] to
[04:20.640 --> 04:20.940] faint
[04:20.940 --> 04:21.220] An
[04:21.220 --> 04:21.620] [*]
[04:21.620 --> 04:21.780] unhappy
[04:21.780 --> 04:22.040] old
[04:22.040 --> 04:22.280] man
[04:22.280 --> 04:22.340] in
[04:22.340 --> 04:22.480] a
[04:22.480 --> 04:22.700] boat
[04:23.160 --> 04:23.720] That
[04:23.720 --> 04:24.120] unhappy
[04:24.120 --> 04:24.400] old
[04:24.400 --> 04:24.540] man
[04:24.540 --> 04:24.620] in
[04:24.620 --> 04:24.760] a
[04:24.760 --> 04:24.860] boat
/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[00:00.000 --> 00:01.440] [*]
[00:01.440 --> 00:02.420] didn't
[00:02.420 --> 00:02.500] the
[00:02.500 --> 00:02.760] girl
[00:02.760 --> 00:02.980] paint
[00:02.980 --> 00:03.200] the
[00:03.200 --> 00:03.480] picture
[00:03.480 --> 00:03.860] [*]
[00:03.860 --> 00:04.660] didn't
[00:04.660 --> 00:04.740] the
[00:04.740 --> 00:04.980] girl
[00:04.980 --> 00:05.240] paint
[00:05.240 --> 00:05.400] the
[00:05.400 --> 00:05.660] picture
[00:05.660 --> 00:08.180] [*]
[00:08.180 --> 00:08.340] the
[00:08.340 --> 00:08.840] woman
[00:08.840 --> 00:09.040] who
[00:09.040 --> 00:09.240] helped
[00:09.240 --> 00:09.380] serve
[00:09.380 --> 00:09.700] the
[00:09.700 --> 00:09.940] hot
[00:09.940 --> 00:10.460] lunches
[00:10.460 --> 00:10.600] at
[00:10.600 --> 00:10.880] school
[00:10.880 --> 00:11.260] is
[00:11.260 --> 00:11.440] the
[00:11.440 --> 00:11.660] new
[00:11.660 --> 00:11.940] [*]
[00:11.940 --> 00:12.060] nurse
[00:12.060 --> 00:12.860] [*]
[00:12.860 --> 00:13.040] the
[00:13.040 --> 00:13.280] woman
[00:13.280 --> 00:13.460] who
[00:13.460 --> 00:13.720] helped
[00:13.720 --> 00:14.000] serve
[00:14.000 --> 00:14.160] the
[00:14.160 --> 00:14.380] hot
[00:14.380 --> 00:14.820] lunches
[00:14.820 --> 00:14.920] at
[00:14.920 --> 00:15.140] school
[00:15.140 --> 00:15.300] is
[00:15.300 --> 00:15.420] the
[00:15.420 --> 00:15.560] new
[00:15.560 --> 00:15.860] nurse
[00:15.860 --> 00:17.240] [*]
[00:17.240 --> 00:17.400] the
[00:17.400 --> 00:21.840] [*]
[00:21.840 --> 00:22.100] cafeteria
[00:22.100 --> 00:22.660] doors
[00:22.660 --> 00:23.160] around
[00:23.160 --> 00:23.560] which
[00:23.560 --> 00:23.700] the
[00:23.700 --> 00:24.000] seventh
[00:24.000 --> 00:24.340] graders
[00:24.340 --> 00:24.840] sometimes
[00:24.840 --> 00:25.100] stand
[00:25.100 --> 00:25.140] [*]
[00:25.140 --> 00:25.600] until
[00:25.600 --> 00:25.800] the
[00:25.800 --> 00:25.920] [*]
[00:25.920 --> 00:26.020] lunch
[00:26.020 --> 00:26.260] bell
[00:26.260 --> 00:26.620] rings
[00:26.620 --> 00:26.940] [*]
[00:26.940 --> 00:27.240] are
[00:27.240 --> 00:27.560] always
[00:27.560 --> 00:27.900] [*]
[00:27.900 --> 00:28.100] closed
[00:28.100 --> 00:28.520] but
[00:28.520 --> 00:28.820] never
[00:28.820 --> 00:29.260] locked
[00:29.260 --> 00:30.900] [*]
[00:30.900 --> 00:31.340] the
[00:31.340 --> 00:31.360] [*]
[00:31.360 --> 00:31.820] cafeteria
[00:31.820 --> 00:32.240] doors
[00:32.240 --> 00:32.500] around
[00:32.500 --> 00:32.940] which
[00:32.940 --> 00:33.080] the
[00:33.080 --> 00:33.320] seventh
[00:33.320 --> 00:33.640] graders
[00:33.640 --> 00:34.020] sometimes
[00:34.020 --> 00:34.620] stand
[00:34.620 --> 00:34.940] until
[00:34.940 --> 00:35.040] the
[00:35.040 --> 00:35.260] bell
[00:35.260 --> 00:35.560] rings
[00:35.560 --> 00:36.140] are
[00:36.140 --> 00:37.040] [*]
[00:37.040 --> 00:37.840] always
[00:37.840 --> 00:39.840] [*]
[00:39.840 --> 00:39.940] open
[00:52.420 --> 00:52.420] Apple
[00:52.420 --> 00:53.380] [*]
[00:53.380 --> 00:53.880] autism
[00:53.880 --> 00:54.060] [*]
[00:54.060 --> 00:55.000] assortment
[00:55.000 --> 00:55.600] assort
[00:55.600 --> 00:56.340] assorts
[00:56.340 --> 00:58.120] [*]
[00:58.120 --> 00:59.660] apoptosis
[00:59.660 --> 01:00.580] [*]
[01:00.580 --> 01:01.160] alive
[01:04.780 --> 01:04.780] child
[01:04.780 --> 01:06.280] [*]
[01:06.280 --> 01:06.660] chocolate
[01:06.660 --> 01:06.980] [*]
[01:06.980 --> 01:07.300] chocolates
[01:07.300 --> 01:07.500] [*]
[01:07.500 --> 01:07.920] chai
[01:07.920 --> 01:08.340] coffee
[01:08.340 --> 01:08.740] [*]
[01:08.740 --> 01:08.860] cafe
[01:08.860 --> 01:10.000] [*]
[01:10.000 --> 01:10.180] cold
[01:10.180 --> 01:11.900] [*]
[01:11.900 --> 01:12.860] childlike
[01:12.860 --> 01:13.880] [*]
[01:13.880 --> 01:14.560] cave
[01:14.560 --> 01:14.920] [*]
[01:14.920 --> 01:15.580] cove
[01:15.580 --> 01:15.900] [*]
[01:15.900 --> 01:16.720] sight
[01:16.720 --> 01:17.040] see
[01:17.040 --> 01:17.860] square
[01:17.860 --> 01:18.540] [*]
[01:18.540 --> 01:18.660] squares
[01:18.660 --> 01:19.400] sound
[01:21.120 --> 01:21.720] saw
[01:21.720 --> 01:22.640] [*]
[01:22.640 --> 01:23.040] so
[01:23.040 --> 01:23.560] [*]
[01:23.560 --> 01:24.860] savor
[01:24.860 --> 01:25.780] Savers
[01:26.020 --> 01:26.820] Sober
[01:26.900 --> 01:27.740] Sobriety
[01:27.820 --> 01:28.420] [*]
[01:28.420 --> 01:28.800] Found
[01:28.900 --> 01:29.300] Finger
[01:29.460 --> 01:30.140] Fingers
[01:30.300 --> 01:30.720] [*]
[01:30.720 --> 01:30.860] Find
[01:31.000 --> 01:31.580] Finds
[01:31.580 --> 01:31.740] [*]
[01:31.740 --> 01:31.980] Finding
[01:32.280 --> 01:32.720] [*]
[01:32.720 --> 01:32.860] Favorite
[01:33.180 --> 01:33.820] Favored
[01:34.100 --> 01:34.400] [*]
[01:34.400 --> 01:34.740] Favor
[01:38.380 --> 01:38.560] [*]
[01:38.560 --> 01:39.740] Flick
[01:39.800 --> 01:40.360] Flip
[01:49.360 --> 01:49.780] [*]
[01:49.780 --> 01:50.740] Caramel
[01:50.740 --> 01:51.100] cars
[01:51.100 --> 01:51.680] cruise
[01:51.680 --> 01:52.020] carefully
[01:52.020 --> 01:52.340] around
[01:52.340 --> 01:52.440] the
[01:52.440 --> 01:52.740] corner
[01:54.540 --> 01:56.640] [*]
[01:56.640 --> 01:57.100] Ant
[01:57.100 --> 01:57.600] Irma
[01:57.600 --> 01:57.900] armed
[01:57.900 --> 01:58.580] warm-blooded
[01:58.580 --> 01:59.040] aardvarks
[01:59.040 --> 01:59.260] for
[01:59.260 --> 01:59.500] war
[02:02.900 --> 02:04.020] Gary's
[02:04.020 --> 02:04.460] glassware
[02:04.460 --> 02:04.660] garbage
[02:04.660 --> 02:05.000] bag
[02:05.000 --> 02:05.400] glittered
[02:05.400 --> 02:05.480] in
[02:05.480 --> 02:05.560] the
[02:05.560 --> 02:05.820] garage
[02:10.100 --> 02:11.220] Pecans
[02:11.220 --> 02:11.440] can
[02:11.440 --> 02:11.740] peck
[02:11.740 --> 02:12.420] unsuspecting
[02:12.420 --> 02:12.800] pelicans
[02:17.040 --> 02:17.440] [*]
[02:17.440 --> 02:18.100] Dragon's
[02:18.100 --> 02:18.280] [*]
[02:18.280 --> 02:18.440] bag
[02:18.440 --> 02:18.760] brings
[02:18.760 --> 02:19.260] barely
[02:19.260 --> 02:19.520] any
[02:19.520 --> 02:19.660] [*]
[02:19.660 --> 02:19.840] barley
[02:23.880 --> 02:24.160] [*]
[02:24.160 --> 02:24.740] Tuesday
[02:24.740 --> 02:24.960] Tuesday
[02:24.960 --> 02:25.240] told
[02:25.240 --> 02:25.520] me
[02:25.520 --> 02:25.600] to
[02:25.600 --> 02:25.900] twiddle
[02:25.900 --> 02:26.020] my
[02:26.020 --> 02:26.260] toes
[02:26.260 --> 02:26.520] until
[02:26.520 --> 02:26.900] Thursday
[02:30.960 --> 02:31.900] Wesley
[02:31.900 --> 02:32.360] washed
[02:32.360 --> 02:32.720] woolly
[02:32.720 --> 02:32.980] wolves
[02:32.980 --> 02:33.140] in
[02:33.140 --> 02:33.340] warm
[02:33.340 --> 02:33.660] water
[02:37.880 --> 02:38.400] [*]
[02:38.400 --> 02:38.920] Sarah
[02:38.920 --> 02:39.280] spread
[02:39.280 --> 02:39.500] seven
[02:39.500 --> 02:40.060] spoonfuls
[02:40.060 --> 02:40.160] of
[02:40.160 --> 02:40.400] syrup
[02:40.400 --> 02:40.560] on
[02:40.560 --> 02:41.080] Spencer's
[02:41.080 --> 02:41.360] ceiling
[02:52.060 --> 02:53.120] Breathtaking
[02:53.300 --> 02:53.660] [*]
[02:53.660 --> 02:54.180] Triumph
[02:54.540 --> 02:55.420] Masterpiece
[02:55.560 --> 02:56.680] Exuberant
[02:56.740 --> 02:56.940] [*]
[02:56.940 --> 02:57.720] Rejoice
[02:57.820 --> 02:58.840] Miracle
[02:58.960 --> 02:59.960] Pleasure
[03:00.080 --> 03:01.280] Admire
[03:01.360 --> 03:01.820] [*]
[03:01.820 --> 03:02.520] Joyous
[03:02.620 --> 03:03.080] [*]
[03:03.080 --> 03:03.500] Calm
[03:03.680 --> 03:04.300] [*]
[03:04.300 --> 03:04.940] Outrage
[03:05.100 --> 03:06.160] Abused
[03:06.300 --> 03:06.780] [*]
[03:06.780 --> 03:07.300] Bother
[03:07.460 --> 03:07.820] [*]
[03:07.820 --> 03:08.460] Embarrass
[03:08.720 --> 03:09.200] [*]
[03:09.200 --> 03:09.720] Ugly
[03:09.780 --> 03:10.400] [*]
[03:10.400 --> 03:10.880] Failing
[03:11.040 --> 03:12.000] Trouble
[03:12.120 --> 03:13.320] Neglect
[03:13.320 --> 03:13.940] [*]
[03:13.940 --> 03:14.580] Uptight
