/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[01:10.220 --> 01:10.740] bridesmaids
[01:10.740 --> 01:10.880] we're
[01:10.880 --> 01:11.020] going
[01:11.020 --> 01:11.180] to
[01:11.180 --> 01:11.240] des
[01:11.240 --> 01:11.520] moines
[01:11.520 --> 01:11.720] just
[01:11.720 --> 01:11.840] for
[01:11.840 --> 01:11.900] a
[01:11.900 --> 01:12.060] little
[01:12.060 --> 01:12.400] trip
[01:12.400 --> 01:12.860] so
[01:12.860 --> 01:13.320] yeah
[01:13.320 --> 01:17.340] [*]
[01:17.340 --> 01:17.840] uh
[01:17.840 --> 01:18.380] july
[01:18.380 --> 01:19.140] 27th
[01:19.140 --> 01:19.420] this
[01:19.420 --> 01:19.720] year
[01:19.720 --> 01:19.740] [*]
[01:19.740 --> 01:20.260] so
[01:20.260 --> 01:20.700] [*]
[01:20.700 --> 01:21.000] yeah
[01:21.000 --> 01:21.720] [*]
[01:21.720 --> 01:21.940] yeah
[01:25.000 --> 01:25.000] oh
[01:25.000 --> 01:25.200] oh
[01:25.200 --> 01:25.380] oh
[01:25.440 --> 01:26.020] [*]
[01:26.020 --> 01:26.180] oh
[01:26.180 --> 01:26.280] kind
[01:26.280 --> 01:26.460] of
[01:26.460 --> 01:27.120] [*]
[01:27.120 --> 01:27.560] yeah
[01:27.560 --> 01:27.980] i
[01:27.980 --> 01:28.160] was
[01:28.160 --> 01:28.340] i've
[01:28.340 --> 01:28.480] been
[01:28.480 --> 01:28.680] trying
[01:28.680 --> 01:28.840] to
[01:28.840 --> 01:28.900] get
[01:28.900 --> 01:29.060] more
[01:29.060 --> 01:29.280] done
[01:29.280 --> 01:29.480] over
[01:29.480 --> 01:29.640] the
[01:29.640 --> 01:29.860] break
[01:29.860 --> 01:30.160] but
[01:30.160 --> 01:30.840] that's
[01:30.840 --> 01:31.040] i
[01:31.040 --> 01:31.240] guess
[01:31.240 --> 01:31.680] if
[01:31.680 --> 01:32.020] one
[01:32.020 --> 01:32.180] thing
[01:32.180 --> 01:32.280] is
[01:32.280 --> 01:32.440] not
[01:32.440 --> 01:32.740] going
[01:32.740 --> 01:32.960] good
[01:32.960 --> 01:33.120] is
[01:33.120 --> 01:33.260] the
[01:33.260 --> 01:33.440] like
[01:33.440 --> 01:34.460] that's
[01:34.460 --> 01:34.600] [*]
[01:34.600 --> 01:34.840] overwhelming
[01:34.840 --> 01:35.460] [*]
[01:35.460 --> 01:35.660] and
[01:35.660 --> 01:36.060] [*]
[01:36.060 --> 01:36.200] i
[01:36.200 --> 01:36.340] don't
[01:36.340 --> 01:36.460] even
[01:36.460 --> 01:36.640] know
[01:36.640 --> 01:36.780] what
[01:36.780 --> 01:36.920] to
[01:36.920 --> 01:37.140] work
[01:37.140 --> 01:37.260] [*]
[01:37.260 --> 01:37.380] on
[01:37.380 --> 01:37.640] but
[01:37.640 --> 01:38.200] things
[01:38.200 --> 01:38.540] are
[01:38.540 --> 01:38.780] [*]
[01:38.780 --> 01:38.980] slowly
[01:38.980 --> 01:39.420] getting
[01:39.420 --> 01:39.600] put
[01:39.600 --> 01:39.940] together
[01:39.940 --> 01:40.280] so
[01:47.220 --> 01:47.220] the
[01:47.220 --> 01:47.480] school
[01:47.480 --> 01:48.120] [*]
[01:48.120 --> 01:48.300] um
[01:48.300 --> 01:51.420] [*]
[01:51.420 --> 01:51.820] for
[01:51.820 --> 01:52.020] the
[01:52.020 --> 01:52.200] [*]
[01:52.200 --> 01:52.320] first
[01:52.320 --> 01:52.540] half
[01:52.540 --> 01:52.680] of
[01:52.680 --> 01:52.800] the
[01:52.800 --> 01:53.080] semester
[01:53.080 --> 01:53.460] went
[01:53.460 --> 01:53.840] really
[01:53.840 --> 01:54.040] [*]
[01:54.040 --> 01:54.220] well
[01:54.220 --> 01:54.820] um
[01:54.820 --> 01:55.040] at
[01:55.040 --> 01:55.160] the
[01:55.160 --> 01:55.460] end
[01:55.460 --> 01:55.600] i
[01:55.600 --> 01:55.920] started
[01:55.920 --> 01:56.100] like
[01:56.100 --> 01:56.760] losing
[01:56.760 --> 01:57.240] that
[01:57.240 --> 01:57.480] [*]
[01:57.480 --> 01:57.840] like
[01:57.840 --> 01:58.640] [*]
[01:58.640 --> 01:58.840] balance
[01:58.840 --> 01:59.080] [*]
[01:59.080 --> 01:59.420] where
[01:59.420 --> 01:59.640] like
[01:59.640 --> 01:59.820] i
[01:59.820 --> 01:59.980] felt
[01:59.980 --> 02:00.100] like
[02:00.100 --> 02:00.200] i
[02:00.200 --> 02:00.280] was
[02:00.280 --> 02:00.400] doing
[02:00.400 --> 02:00.660] school
[02:00.660 --> 02:00.940] all
[02:00.940 --> 02:01.160] the
[02:01.160 --> 02:01.480] time
[02:01.480 --> 02:01.800] [*]
[02:01.800 --> 02:02.080] um
[02:02.080 --> 02:02.340] but
[02:02.340 --> 02:02.520] overall
[02:02.520 --> 02:02.660] [*]
[02:02.660 --> 02:03.260] overall
[02:03.260 --> 02:03.700] like
[02:03.700 --> 02:04.260] i'm
[02:04.260 --> 02:04.460] doing
[02:04.460 --> 02:04.620] well
[02:04.620 --> 02:04.720] in
[02:04.720 --> 02:04.840] the
[02:04.840 --> 02:05.100] courses
[02:05.100 --> 02:05.360] and
[02:05.360 --> 02:05.580] enjoying
[02:05.580 --> 02:06.080] like
[02:06.080 --> 02:06.260] how
[02:06.260 --> 02:06.460] it's
[02:06.460 --> 02:06.480] all
[02:06.480 --> 02:06.480] like
[02:06.480 --> 02:06.480] medicine
[02:06.480 --> 02:06.480] based
[02:08.520 --> 02:08.520] not
[02:08.520 --> 02:08.800] like
[02:08.800 --> 02:09.440] oh
[02:09.440 --> 02:09.600] [*]
[02:09.600 --> 02:09.960] here
[02:09.960 --> 02:10.140] go
[02:10.140 --> 02:10.300] take
[02:10.300 --> 02:10.400] a
[02:10.400 --> 02:10.700] physics
[02:10.700 --> 02:10.920] [*]
[02:10.920 --> 02:11.100] class
[02:11.100 --> 02:11.400] because
[02:11.400 --> 02:11.580] i
[02:11.580 --> 02:11.840] don't
[02:11.840 --> 02:11.840] i
[02:11.840 --> 02:11.840] don't
[02:11.840 --> 02:11.840] want
[02:11.840 --> 02:11.840] to
[02:11.840 --> 02:11.840] take
[02:11.840 --> 02:11.840] a
[02:11.840 --> 02:11.840] physics
[02:11.840 --> 02:11.840] class
[02:11.840 --> 02:11.840] um
[02:14.760 --> 02:14.760] overall
[02:14.760 --> 02:15.080] going
[02:15.080 --> 02:15.080] very
[02:15.080 --> 02:15.080] well
[02:15.080 --> 02:15.080] like
[02:15.080 --> 02:15.080] i'm
[02:15.080 --> 02:15.080] enjoying
[02:16.680 --> 02:16.680] it
[02:16.680 --> 02:17.080] i
[02:17.080 --> 02:17.220] feel
[02:17.220 --> 02:17.420] like
[02:17.420 --> 02:17.580] i
[02:17.580 --> 02:17.580] can
[02:17.580 --> 02:17.580] do
[02:17.580 --> 02:17.600] all
[02:17.600 --> 02:18.060] these
[02:18.060 --> 02:18.200] other
[02:18.200 --> 02:18.520] [*]
[02:18.520 --> 02:19.300] things
[02:19.300 --> 02:19.700] especially
[02:19.700 --> 02:19.700] when
[02:19.700 --> 02:19.780] i'm
[02:19.780 --> 02:20.420] [*]
[02:20.420 --> 02:20.780] in
[02:20.780 --> 02:23.680] [*]
[02:23.680 --> 02:24.020] my
[02:24.020 --> 02:24.580] 20s
[02:24.580 --> 02:24.580] um
[02:24.580 --> 02:25.940] AJ's
[02:25.940 --> 02:25.940] case
[02:25.940 --> 02:25.940] office
[02:25.940 --> 02:25.940] and
[02:25.940 --> 02:25.940] i'm
[02:25.940 --> 02:25.940] like
[02:25.940 --> 02:25.940] for
[02:25.940 --> 02:25.940] some
[02:25.940 --> 02:25.940] reason
[02:25.940 --> 02:25.940] i'm
[02:25.940 --> 02:25.940] like
[02:25.940 --> 02:26.140] ultimately
[02:26.140 --> 02:26.400] can't
[02:26.400 --> 02:26.400] communicate
[02:26.400 --> 02:26.400] well
[02:26.400 --> 02:26.400] with
[02:35.520 --> 02:35.520] studied
[02:35.520 --> 02:35.520] biology
[02:35.540 --> 02:36.320] [*]
[02:36.320 --> 02:36.660] I
[02:36.660 --> 02:38.200] [*]
[02:38.200 --> 02:38.400] really
[02:38.400 --> 02:38.580] [*]
[02:38.580 --> 02:38.920] don't
[02:38.920 --> 02:39.100] know
[02:39.140 --> 02:39.260] I'm
[02:39.260 --> 02:39.380] kind
[02:39.380 --> 02:39.560] of
[02:39.560 --> 02:39.840] waiting
[02:39.840 --> 02:40.140] for
[02:40.140 --> 02:40.300] like
[02:40.300 --> 02:40.640] clinical
[02:40.640 --> 02:41.100] rotations
[02:41.100 --> 02:41.240] [*]
[02:41.240 --> 02:41.500] to
[02:41.500 --> 02:41.740] like
[02:41.740 --> 02:42.140] get
[02:42.140 --> 02:42.320] a
[02:42.320 --> 02:42.560] feel
[02:42.560 --> 02:42.720] for
[02:42.720 --> 02:42.880] different
[02:42.880 --> 02:43.060] [*]
[02:43.060 --> 02:43.260] areas
[02:43.460 --> 02:44.000] I
[02:44.000 --> 02:44.620] [*]
[02:44.620 --> 02:44.820] like
[02:44.820 --> 02:45.600] pediatrics
[02:45.780 --> 02:46.620] possibly
[02:46.620 --> 02:47.400] OB-GYN
[02:47.520 --> 02:48.640] [*]
[02:48.640 --> 02:49.340] I've
[02:49.340 --> 02:49.600] showered
[02:49.600 --> 02:49.680] some
[02:49.680 --> 02:50.080] surgery
[02:50.080 --> 02:50.300] recently
[02:50.720 --> 02:50.880] and
[02:50.880 --> 02:50.960] I
[02:50.960 --> 02:51.160] think
[02:51.160 --> 02:51.380] that's
[02:51.380 --> 02:51.800] interesting
[02:52.020 --> 02:52.260] So
[02:52.260 --> 02:52.900] I
[02:52.900 --> 02:53.180] don't
[02:53.180 --> 02:53.300] know
[02:53.320 --> 02:54.080] It's
[02:54.080 --> 02:54.120] a
[02:54.120 --> 02:54.260] good
[02:54.260 --> 02:54.620] question
[03:05.440 --> 03:05.780] [*]
[03:05.780 --> 03:06.260] I've
[03:06.260 --> 03:06.380] been
[03:06.380 --> 03:06.620] spending
[03:06.620 --> 03:06.760] a
[03:06.760 --> 03:06.920] lot
[03:06.920 --> 03:07.000] of
[03:07.000 --> 03:07.140] time
[03:07.140 --> 03:07.340] with
[03:07.340 --> 03:07.400] like
[03:07.400 --> 03:07.600] my
[03:07.600 --> 03:08.020] family
[03:08.020 --> 03:08.620] [*]
[03:08.620 --> 03:08.920] over
[03:08.920 --> 03:09.360] break
[03:09.400 --> 03:09.620] so
[03:09.620 --> 03:10.060] haven't
[03:10.060 --> 03:10.240] seen
[03:10.240 --> 03:10.640] a
[03:10.640 --> 03:10.900] [*]
[03:10.900 --> 03:11.060] lot
[03:11.060 --> 03:11.200] of
[03:11.200 --> 03:11.380] my
[03:11.380 --> 03:11.600] friends
[03:11.960 --> 03:12.760] [*]
[03:12.760 --> 03:13.460] But
[03:13.460 --> 03:13.780] [*]
[03:13.780 --> 03:14.000] I
[03:14.000 --> 03:14.240] mean
[03:14.300 --> 03:15.080] I'm
[03:15.080 --> 03:15.180] kind
[03:15.180 --> 03:15.340] of
[03:15.340 --> 03:15.440] in
[03:15.440 --> 03:15.560] that
[03:15.560 --> 03:15.980] transition
[03:16.100 --> 03:16.260] you
[03:16.260 --> 03:16.320] know
[03:16.380 --> 03:16.500] like
[03:16.500 --> 03:16.740] after
[03:16.740 --> 03:16.900] you
[03:16.900 --> 03:17.160] graduate
[03:17.160 --> 03:17.680] undergrad
[03:17.680 --> 03:17.900] where
[03:17.900 --> 03:18.180] it's
[03:18.180 --> 03:18.320] like
[03:18.400 --> 03:18.980] you
[03:18.980 --> 03:19.260] keep
[03:19.260 --> 03:19.440] some
[03:19.440 --> 03:19.620] of
[03:19.620 --> 03:19.840] those
[03:19.840 --> 03:20.200] friends
[03:20.200 --> 03:20.420] but
[03:20.420 --> 03:20.840] don't
[03:20.840 --> 03:21.260] keep
[03:21.260 --> 03:21.520] all
[03:21.520 --> 03:21.640] of
[03:21.640 --> 03:21.840] those
[03:21.840 --> 03:21.940] [*]
[03:21.940 --> 03:22.100] friends
[03:22.180 --> 03:22.400] But
[03:22.400 --> 03:22.680] [*]
[03:22.680 --> 03:24.660] I'm
[03:24.660 --> 03:24.720] not
[03:24.720 --> 03:25.260] [*]
[03:25.260 --> 03:25.440] a
[03:25.440 --> 03:25.760] super
[03:25.760 --> 03:25.960] like
[03:25.960 --> 03:26.240] need
[03:26.240 --> 03:26.400] to
[03:26.400 --> 03:26.580] be
[03:26.580 --> 03:26.720] with
[03:26.720 --> 03:26.980] people
[03:26.980 --> 03:27.140] all
[03:27.140 --> 03:27.300] the
[03:27.300 --> 03:27.500] time
[03:27.500 --> 03:27.660] person
[03:28.040 --> 03:28.360] So
[03:28.360 --> 03:28.980] [*]
[03:28.980 --> 03:29.380] I've
[03:29.380 --> 03:30.540] been
[03:30.540 --> 03:30.780] going
[03:30.780 --> 03:31.140] fine
[03:31.280 --> 03:31.660] The
[03:31.660 --> 03:32.240] making
[03:32.240 --> 03:32.700] friends
[03:32.700 --> 03:32.960] at
[03:32.960 --> 03:33.160] med
[03:33.160 --> 03:33.360] school
[03:33.360 --> 03:33.760] thing
[03:33.760 --> 03:34.020] is
[03:34.020 --> 03:34.320] still
[03:34.320 --> 03:34.600] like
[03:34.600 --> 03:34.900] I
[03:34.900 --> 03:35.120] don't
[03:35.120 --> 03:35.160] want
[03:35.160 --> 03:35.220] to
[03:35.220 --> 03:35.340] make
[03:35.340 --> 03:35.500] friends
[03:35.500 --> 03:35.820] again
[03:35.880 --> 03:36.040] So
[03:36.040 --> 03:36.240] that's
[03:36.240 --> 03:36.440] been
[03:36.440 --> 03:36.900] [*]
[03:36.900 --> 03:37.140] like
[03:38.280 --> 03:38.620] [*]
[03:38.620 --> 03:40.640] I'm
[03:40.640 --> 03:40.760] still
[03:40.760 --> 03:41.100] working
[03:41.100 --> 03:41.300] on
[03:41.300 --> 03:41.400] like
[03:41.400 --> 03:41.660] finding
[03:41.660 --> 03:41.800] a
[03:41.800 --> 03:41.960] good
[03:41.960 --> 03:42.140] group
[03:42.140 --> 03:42.280] of
[03:42.280 --> 03:42.500] friends
[03:42.500 --> 03:42.680] at
[03:42.680 --> 03:42.800] med
[03:42.800 --> 03:43.060] school
[03:43.140 --> 03:43.420] but
[03:43.420 --> 03:43.880] I
[03:43.880 --> 03:44.200] have
[03:44.200 --> 03:44.380] my
[03:44.380 --> 03:44.560] good
[03:44.560 --> 03:44.760] core
[03:44.760 --> 03:45.040] group
[03:45.040 --> 03:45.140] of
[03:45.140 --> 03:45.420] friends
[03:45.420 --> 03:45.700] from
[03:45.700 --> 03:46.220] college
[03:46.220 --> 03:46.460] and
[03:46.460 --> 03:46.620] high
[03:46.620 --> 03:46.880] school
[03:46.960 --> 03:47.200] So
[03:49.700 --> 03:50.720] [*]
[03:50.720 --> 03:56.480] they've
[03:56.480 --> 03:56.600] been
[03:56.600 --> 03:56.800] going
[03:56.800 --> 03:56.980] pretty
[03:56.980 --> 03:57.220] well
[03:57.220 --> 03:57.560] recently
[03:57.580 --> 03:57.980] I
[03:57.980 --> 03:58.200] mean
[03:58.240 --> 04:00.000] [*]
[04:00.000 --> 04:00.420] finding
[04:00.420 --> 04:00.660] the
[04:00.660 --> 04:00.900] worst
[04:00.900 --> 04:01.120] thing
[04:01.120 --> 04:01.240] has
[04:01.240 --> 04:01.520] been
[04:01.520 --> 04:01.980] my
[04:01.980 --> 04:02.260] mom
[04:02.260 --> 04:02.400] is
[04:02.400 --> 04:02.620] still
[04:02.620 --> 04:02.760] not
[04:02.760 --> 04:03.000] used
[04:03.000 --> 04:03.200] to
[04:03.200 --> 04:03.280] like
[04:03.280 --> 04:03.640] sharing
[04:03.640 --> 04:03.960] me
[04:03.960 --> 04:04.300] with
[04:04.300 --> 04:04.840] Jacob
[04:04.840 --> 04:05.460] [*]
[04:05.460 --> 04:05.680] my
[04:05.680 --> 04:06.160] fiance's
[04:06.160 --> 04:06.520] family
[04:06.620 --> 04:06.880] So
[04:06.880 --> 04:07.120] like
[04:07.120 --> 04:07.360] with
[04:07.360 --> 04:07.740] Christmas
[04:07.860 --> 04:08.020] you
[04:08.020 --> 04:08.120] know
[04:08.120 --> 04:08.260] like
[04:08.260 --> 04:08.500] I
[04:08.500 --> 04:08.760] went
[04:08.760 --> 04:08.980] there
[04:08.980 --> 04:09.180] like
[04:09.180 --> 04:09.620] a
[04:09.620 --> 04:09.880] few
[04:09.880 --> 04:10.100] days
[04:10.160 --> 04:10.320] And
[04:10.320 --> 04:10.440] so
[04:10.440 --> 04:10.960] that's
[04:10.960 --> 04:11.520] [*]
[04:11.520 --> 04:11.740] sometimes
[04:11.740 --> 04:11.920] she
[04:11.920 --> 04:12.040] is
[04:12.040 --> 04:12.140] a
[04:12.140 --> 04:12.380] little
[04:12.380 --> 04:13.280] [*]
[04:13.280 --> 04:13.560] test
[04:13.620 --> 04:13.860] not
[04:13.860 --> 04:14.480] testy
[04:15.280 --> 04:15.580] but
[04:15.580 --> 04:16.000] [*]
[04:16.000 --> 04:16.520] like
[04:16.700 --> 04:17.180] [*]
[04:17.180 --> 04:17.360] not
[04:17.360 --> 04:17.620] very
[04:17.620 --> 04:18.100] understanding
[04:18.540 --> 04:18.940] [*]
[04:18.940 --> 04:19.380] But
[04:19.380 --> 04:19.860] overall
[04:21.340 --> 04:21.340] nothing
[04:21.340 --> 04:21.800] crazy
[04:22.060 --> 04:22.340] I
[04:22.340 --> 04:22.520] mean
[04:22.560 --> 04:22.740] my
[04:22.740 --> 04:23.360] sister's
[04:23.360 --> 04:23.540] in
[04:23.540 --> 04:23.760] high
[04:23.760 --> 04:23.900] [*]
[04:23.900 --> 04:24.060] school
[04:24.060 --> 04:24.340] and
[04:24.340 --> 04:24.580] going
[04:24.580 --> 04:24.840] through
[04:24.840 --> 04:25.040] her
[04:25.040 --> 04:25.460] moody
[04:25.460 --> 04:26.080] [*]
[04:26.080 --> 04:26.180] teenager
[04:26.180 --> 04:26.520] [*]
[04:26.520 --> 04:26.620] phase
[04:27.320 --> 04:27.900] So
[04:27.900 --> 04:28.300] I
[04:28.300 --> 04:28.440] don't
[04:28.440 --> 04:28.500] know
[04:28.500 --> 04:28.580] if
[04:28.580 --> 04:28.680] she'll
[04:28.680 --> 04:28.780] ever
[04:28.780 --> 04:28.880] get
[04:28.880 --> 04:29.060] out
[04:29.060 --> 04:29.160] of
[04:29.160 --> 04:29.320] that
[04:29.400 --> 04:29.580] But
[04:29.580 --> 04:29.880] overall
[04:30.000 --> 04:30.620] it's
[04:30.620 --> 04:30.720] been
[04:30.720 --> 04:30.900] nice
[04:30.900 --> 04:31.140] getting
[04:31.140 --> 04:31.540] closer
[04:31.540 --> 04:31.760] to
[04:31.760 --> 04:31.940] her
[04:31.940 --> 04:32.080] as
[04:32.080 --> 04:32.340] she's
[04:32.340 --> 04:32.580] grown
[04:32.580 --> 04:32.820] up
[04:32.880 --> 04:33.180] Because
[04:33.180 --> 04:34.220] [*]
[04:34.220 --> 04:34.380] like
[04:34.480 --> 04:34.660] with
[04:34.660 --> 04:34.840] that
[04:34.840 --> 04:35.040] big
[04:35.040 --> 04:35.300] age
[04:35.300 --> 04:35.620] gap
[04:35.760 --> 04:36.340] [*]
[04:36.340 --> 04:36.740] um
[04:36.880 --> 04:37.540] [*]
[04:37.540 --> 04:37.800] like
[04:37.900 --> 04:38.300] [*]
[04:38.300 --> 04:38.980] now
[04:38.980 --> 04:39.160] I
[04:39.160 --> 04:39.320] can
[04:39.320 --> 04:39.440] have
[04:39.440 --> 04:39.620] like
[04:39.620 --> 04:39.860] real
[04:39.860 --> 04:40.140] conversations
[04:40.140 --> 04:40.720] with
[04:40.720 --> 04:40.900] her
[04:40.900 --> 04:41.080] because
[04:41.080 --> 04:41.440] she's
[04:41.440 --> 04:41.460] [*]
[04:41.460 --> 04:41.840] more
[04:41.840 --> 04:42.140] grown
[04:42.140 --> 04:42.300] up
[04:42.300 --> 04:42.520] now
[04:42.520 --> 04:42.780] rather
[04:42.780 --> 04:43.000] than
[04:43.000 --> 04:43.220] like
[04:43.260 --> 04:43.880] when
[04:43.880 --> 04:44.060] she
[04:44.060 --> 04:44.260] was
[04:44.260 --> 04:44.720] [*]
[04:44.720 --> 04:44.840] young
[04:44.840 --> 04:45.120] I
[04:45.120 --> 04:45.380] don't
[04:45.380 --> 04:45.460] know
[04:45.480 --> 04:46.280] It's
[04:46.280 --> 04:46.420] always
[04:46.420 --> 04:46.780] changing
[04:46.940 --> 04:48.240] I'm
[04:48.240 --> 04:48.340] just
[04:48.340 --> 04:48.660] rambling
[04:48.660 --> 04:48.920] now
[05:06.220 --> 05:06.220] I
[05:06.220 --> 05:06.440] think
[05:06.440 --> 05:06.600] [*]
[05:06.600 --> 05:06.860] I've
[05:06.860 --> 05:07.100] gotten
[05:07.100 --> 05:07.380] [*]
[05:07.380 --> 05:07.840] better
[05:07.840 --> 05:08.760] [*]
[05:08.760 --> 05:08.900] overall
[05:08.900 --> 05:09.500] at
[05:09.580 --> 05:10.400] [*]
[05:10.400 --> 05:11.020] like
[05:11.220 --> 05:11.680] we're
[05:11.680 --> 05:11.860] talking
[05:11.860 --> 05:11.960] just
[05:11.960 --> 05:12.120] like
[05:12.120 --> 05:12.360] [*]
[05:12.360 --> 05:12.560] socially
[05:12.560 --> 05:12.840] things
[05:12.840 --> 05:13.100] like
[05:13.100 --> 05:13.440] at
[05:13.440 --> 05:13.860] being
[05:13.960 --> 05:14.420] [*]
[05:14.420 --> 05:15.040] um
[05:15.300 --> 05:17.300] [*]
[05:17.300 --> 05:17.440] like
[05:17.440 --> 05:17.720] being
[05:17.720 --> 05:17.920] more
[05:17.920 --> 05:18.080] [*]
[05:18.080 --> 05:18.400] confident
[05:18.400 --> 05:18.640] and
[05:18.640 --> 05:18.940] assured
[05:18.940 --> 05:19.260] in
[05:19.260 --> 05:19.520] myself
[05:19.520 --> 05:19.920] and
[05:19.920 --> 05:20.160] not
[05:20.220 --> 05:20.540] you
[05:20.540 --> 05:20.620] know
[05:20.620 --> 05:20.620] not
[05:20.620 --> 05:20.620] like
[05:20.620 --> 05:21.180] I
[05:21.180 --> 05:21.380] guess
[05:21.400 --> 05:21.560] like
[05:21.560 --> 05:21.720] the
[05:21.720 --> 05:21.840] whole
