/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[00:52.320 --> 00:52.860] reconnected
[00:52.860 --> 00:53.020] with
[00:53.020 --> 00:53.280] people
[00:53.280 --> 00:53.620] creating
[00:53.620 --> 00:53.960] a
[00:53.960 --> 00:54.360] community
[00:54.360 --> 00:55.160] um
[00:55.160 --> 00:55.520] to
[00:55.520 --> 00:55.700] have
[00:55.700 --> 00:55.880] some
[00:55.880 --> 00:56.280] support
[00:56.280 --> 00:56.760] [*]
[00:56.760 --> 00:57.080] in
[00:57.080 --> 00:57.420] that
[00:57.420 --> 00:57.860] way
[00:57.860 --> 00:58.580] [*]
[00:58.580 --> 00:58.920] um
[00:58.920 --> 00:58.960] [*]
[00:58.960 --> 01:00.080] like
[01:00.080 --> 01:00.260] my
[01:00.260 --> 01:00.460] current
[01:00.460 --> 01:00.680] living
[01:00.680 --> 01:01.100] situation
[01:01.100 --> 01:01.680] [*]
[01:01.680 --> 01:02.600] isn't
[01:02.600 --> 01:02.840] super
[01:02.840 --> 01:03.160] great
[01:03.160 --> 01:03.380] i'm
[01:03.380 --> 01:03.560] living
[01:03.560 --> 01:03.880] with
[01:03.880 --> 01:04.580] someone
[01:04.580 --> 01:05.100] who
[01:05.100 --> 01:06.340] [*]
[01:06.340 --> 01:07.040] we
[01:07.040 --> 01:07.440] have
[01:07.440 --> 01:07.940] been
[01:07.940 --> 01:08.280] [*]
[01:08.280 --> 01:08.420] friends
[01:08.420 --> 01:08.440] [*]
[01:08.440 --> 01:09.200] for
[01:09.200 --> 01:09.400] a
[01:09.400 --> 01:09.860] while
[01:09.860 --> 01:10.380] [*]
[01:10.380 --> 01:10.820] and
[01:10.820 --> 01:11.720] [*]
[01:11.720 --> 01:12.060] we
[01:12.060 --> 01:12.420] probably
[01:12.420 --> 01:13.060] shouldn't
[01:13.060 --> 01:13.180] have
[01:13.180 --> 01:13.380] been
[01:13.380 --> 01:13.660] friends
[01:13.660 --> 01:13.760] as
[01:13.760 --> 01:13.980] long
[01:13.980 --> 01:14.160] as
[01:14.160 --> 01:14.200] we
[01:14.200 --> 01:14.380] have
[01:14.380 --> 01:14.560] been
[01:14.560 --> 01:14.680] and
[01:14.680 --> 01:14.900] now
[01:14.900 --> 01:15.060] we're
[01:15.060 --> 01:15.140] in
[01:15.140 --> 01:15.180] a
[01:15.180 --> 01:15.380] lease
[01:15.380 --> 01:15.720] together
[01:15.720 --> 01:15.980] so
[01:15.980 --> 01:16.100] i
[01:16.100 --> 01:16.320] can't
[01:16.320 --> 01:16.460] really
[01:16.460 --> 01:16.640] get
[01:16.640 --> 01:16.960] away
[01:16.960 --> 01:17.700] [*]
[01:17.700 --> 01:18.080] um
[01:18.080 --> 01:19.480] [*]
[01:19.480 --> 01:19.920] but
[01:19.920 --> 01:20.820] [*]
[01:20.820 --> 01:21.020] yeah
[01:21.020 --> 01:21.260] i
[01:21.260 --> 01:21.500] don't
[01:21.500 --> 01:21.600] know
[01:21.600 --> 01:21.680] i
[01:21.680 --> 01:21.940] think
[01:21.940 --> 01:22.400] i
[01:22.400 --> 01:23.540] [*]
[01:23.540 --> 01:23.660] always
[01:23.660 --> 01:23.960] hope
[01:23.960 --> 01:24.120] that
[01:24.120 --> 01:24.380] it's
[01:24.380 --> 01:24.580] getting
[01:24.580 --> 01:24.840] better
[01:24.840 --> 01:25.120] so
[01:25.120 --> 01:25.540] i
[01:25.540 --> 01:25.800] feel
[01:25.800 --> 01:25.960] like
[01:25.960 --> 01:26.240] especially
[01:26.240 --> 01:26.560] since
[01:26.560 --> 01:26.740] the
[01:26.740 --> 01:26.880] new
[01:26.880 --> 01:27.120] year
[01:27.120 --> 01:27.580] [*]
[01:27.580 --> 01:27.860] i've
[01:27.860 --> 01:28.140] been
[01:28.140 --> 01:28.540] able
[01:28.540 --> 01:29.040] to
[01:29.040 --> 01:29.320] my
[01:29.320 --> 01:29.440] [*]
[01:29.440 --> 01:29.580] roommates
[01:29.580 --> 01:29.700] have
[01:29.700 --> 01:29.840] both
[01:29.840 --> 01:29.980] been
[01:29.980 --> 01:30.100] out
[01:30.100 --> 01:30.180] of
[01:30.180 --> 01:30.380] town
[01:30.380 --> 01:30.660] so
[01:30.660 --> 01:31.120] [*]
[01:31.120 --> 01:31.340] i
[01:31.340 --> 01:31.500] have
[01:31.500 --> 01:31.680] passed
[01:31.680 --> 01:32.040] myself
[01:32.040 --> 01:32.560] i
[01:32.560 --> 01:33.060] have
[01:33.060 --> 01:33.320] been
[01:33.320 --> 01:33.560] able
[01:33.560 --> 01:33.860] to
[01:33.860 --> 01:34.160] kind
[01:34.160 --> 01:34.300] of
[01:34.300 --> 01:34.460] do
[01:34.460 --> 01:34.920] things
[01:34.920 --> 01:35.980] [*]
[01:35.980 --> 01:36.360] i
[01:36.360 --> 01:36.540] want
[01:36.540 --> 01:36.700] to
[01:36.700 --> 01:36.880] do
[01:36.880 --> 01:36.980] and
[01:36.980 --> 01:37.160] not
[01:37.160 --> 01:37.360] really
[01:37.360 --> 01:37.520] have
[01:37.520 --> 01:37.820] to
[01:37.820 --> 01:38.480] [*]
[01:38.480 --> 01:38.740] worry
[01:38.740 --> 01:38.980] about
[01:38.980 --> 01:39.200] them
[01:39.200 --> 01:39.340] or
[01:39.340 --> 01:39.540] feel
[01:39.540 --> 01:39.780] like
[01:39.780 --> 01:39.840] i
[01:39.840 --> 01:40.020] have
[01:40.020 --> 01:40.180] to
[01:40.180 --> 01:40.480] be
[01:40.480 --> 01:41.080] [*]
[01:41.080 --> 01:41.560] emotionally
[01:41.560 --> 01:42.240] supporting
[01:42.240 --> 01:42.700] them
[01:42.700 --> 01:42.940] i
[01:42.940 --> 01:43.160] can
[01:43.160 --> 01:43.360] just
[01:43.360 --> 01:43.660] do
[01:43.660 --> 01:43.840] it
[01:43.840 --> 01:43.900] for
[01:43.900 --> 01:44.240] myself
[01:44.240 --> 01:44.580] [*]
[01:44.580 --> 01:44.880] so
[01:44.880 --> 01:45.060] it's
[01:45.060 --> 01:45.160] been
[01:45.160 --> 01:45.260] a
[01:45.260 --> 01:45.380] little
[01:45.380 --> 01:45.520] bit
[01:45.520 --> 01:45.560] [*]
[01:45.560 --> 01:45.880] isolating
[01:45.880 --> 01:46.500] because
[01:46.500 --> 01:47.160] i'm
[01:47.160 --> 01:47.840] [*]
[01:47.840 --> 01:47.940] you
[01:47.940 --> 01:48.480] know
[01:48.480 --> 01:48.760] working
[01:48.760 --> 01:49.100] on
[01:49.100 --> 01:49.840] focusing
[01:49.840 --> 01:49.980] on
[01:49.980 --> 01:50.260] myself
[01:50.260 --> 01:50.780] [*]
[01:50.780 --> 01:51.260] and
[01:51.260 --> 01:52.640] not
[01:52.640 --> 01:52.960] being
[01:52.960 --> 01:53.100] as
[01:53.100 --> 01:53.260] much
[01:53.260 --> 01:53.380] of
[01:53.380 --> 01:53.480] a
[01:53.480 --> 01:53.640] people
[01:53.640 --> 01:54.000] pleaser
[01:54.000 --> 01:54.180] as
[01:54.180 --> 01:54.300] i
[01:54.300 --> 01:54.540] usually
[01:54.540 --> 01:54.940] am
[01:54.940 --> 01:55.740] but
[01:57.600 --> 01:58.100] i
[01:58.100 --> 01:58.340] mean
[01:58.340 --> 01:58.580] it's
[01:58.580 --> 01:58.920] isolating
[01:58.920 --> 01:59.120] but
[01:59.120 --> 01:59.320] also
[01:59.320 --> 01:59.460] at
[01:59.460 --> 01:59.540] the
[01:59.540 --> 01:59.680] same
[01:59.680 --> 02:00.000] time
[02:00.000 --> 02:00.400] it's
[02:00.400 --> 02:00.600] allowing
[02:00.600 --> 02:00.740] me
[02:00.740 --> 02:00.880] to
[02:00.880 --> 02:01.020] build
[02:01.020 --> 02:01.140] some
[02:01.140 --> 02:01.260] of
[02:01.260 --> 02:01.440] those
[02:01.440 --> 02:01.720] skills
[02:01.720 --> 02:01.920] and
[02:01.920 --> 02:02.260] prepare
[02:02.260 --> 02:02.600] for
[02:02.600 --> 02:02.800] them
[02:02.800 --> 02:02.920] to
[02:02.920 --> 02:03.080] come
[02:03.080 --> 02:03.300] back
[02:03.300 --> 02:03.420] so
[02:03.420 --> 02:03.560] i
[02:03.560 --> 02:03.680] can
[02:03.680 --> 02:04.000] stay
[02:04.000 --> 02:04.620] [*]
[02:04.620 --> 02:04.720] in
[02:04.720 --> 02:04.960] this
[02:04.960 --> 02:05.220] better
[02:05.220 --> 02:05.500] mindset
[02:05.500 --> 02:06.060] even
[02:06.060 --> 02:06.360] when
[02:06.360 --> 02:06.540] they're
[02:06.540 --> 02:06.680] here
[02:13.580 --> 02:14.160] um
[02:16.800 --> 02:17.400] i
[02:17.400 --> 02:17.600] just
[02:17.600 --> 02:17.740] like
[02:17.740 --> 02:17.920] not
[02:17.920 --> 02:18.260] feeling
[02:18.260 --> 02:18.620] heard
[02:18.620 --> 02:19.260] like
[02:19.260 --> 02:20.000] i've
[02:20.000 --> 02:20.200] always
[02:20.200 --> 02:20.460] been
[02:20.460 --> 02:20.640] the
[02:20.640 --> 02:21.080] person
[02:21.080 --> 02:21.300] in
[02:21.300 --> 02:21.660] a
[02:21.660 --> 02:21.840] lot
[02:21.840 --> 02:21.980] of
[02:21.980 --> 02:22.220] most
[02:22.220 --> 02:22.440] of
[02:22.440 --> 02:22.560] my
[02:22.560 --> 02:22.920] relationships
[02:22.920 --> 02:23.600] to
[02:23.600 --> 02:24.200] [*]
[02:24.200 --> 02:24.660] kind
[02:24.660 --> 02:25.000] of
[02:25.000 --> 02:25.200] like
[02:25.200 --> 02:25.620] [*]
[02:25.620 --> 02:25.820] be
[02:25.820 --> 02:26.660] therapizing
[02:26.660 --> 02:27.060] or
[02:27.060 --> 02:27.300] like
[02:27.300 --> 02:27.680] counseling
[02:27.680 --> 02:28.240] my
[02:28.240 --> 02:28.700] [*]
[02:28.700 --> 02:29.120] friends
[02:29.120 --> 02:29.740] [*]
[02:29.740 --> 02:30.040] um
[02:30.040 --> 02:30.460] because
[02:30.460 --> 02:30.720] it's
[02:30.720 --> 02:30.800] kind
[02:30.800 --> 02:30.940] of
[02:30.940 --> 02:31.060] a
[02:31.060 --> 02:31.320] natural
[02:31.320 --> 02:32.140] thing
[02:32.140 --> 02:32.340] for
[02:32.340 --> 02:32.580] me
[02:32.580 --> 02:32.760] that's
[02:32.760 --> 02:32.800] why
[02:32.800 --> 02:32.900] i
[02:32.900 --> 02:33.020] want
[02:33.020 --> 02:33.160] to
[02:33.160 --> 02:33.280] go
[02:33.280 --> 02:33.480] into
[02:33.480 --> 02:33.600] like
[02:33.600 --> 02:33.780] counseling
[02:33.780 --> 02:34.140] and
[02:34.140 --> 02:34.380] student
[02:34.380 --> 02:34.720] affairs
[02:34.720 --> 02:35.440] um
[02:35.440 --> 02:35.920] because
[02:35.920 --> 02:36.120] it's
[02:36.120 --> 02:36.280] natural
[02:36.280 --> 02:36.380] for
[02:36.380 --> 02:36.520] me
[02:36.520 --> 02:36.600] to
[02:36.600 --> 02:36.780] help
[02:36.780 --> 02:37.000] guide
[02:37.000 --> 02:37.320] people
[02:37.320 --> 02:37.760] [*]
[02:37.760 --> 02:38.220] but
[02:38.220 --> 02:38.720] [*]
[02:38.720 --> 02:38.920] i
[02:38.920 --> 02:39.340] often
[02:39.340 --> 02:39.500] feel
[02:39.500 --> 02:39.780] like
[02:39.780 --> 02:39.920] i
[02:39.920 --> 02:40.160] don't
[02:40.160 --> 02:40.220] get
[02:40.220 --> 02:40.340] a
[02:40.340 --> 02:40.480] lot
[02:40.480 --> 02:40.560] of
[02:40.560 --> 02:40.740] that
[02:40.740 --> 02:41.120] back
[02:41.120 --> 02:41.600] or
[02:41.600 --> 02:42.020] [*]
[02:42.020 --> 02:42.440] that
[02:42.440 --> 02:44.260] [*]
[02:44.260 --> 02:44.360] somehow
[02:44.360 --> 02:44.640] like
[02:44.640 --> 02:44.860] of
[02:44.860 --> 02:45.140] me
[02:45.140 --> 02:45.500] providing
[02:45.500 --> 02:45.760] that
[02:45.760 --> 02:46.040] makes
[02:46.040 --> 02:46.560] the
[02:46.560 --> 02:46.820] people
[02:46.820 --> 02:47.000] around
[02:47.000 --> 02:47.160] me
[02:47.160 --> 02:47.340] feel
[02:47.340 --> 02:47.520] like
[02:47.520 --> 02:47.560] i
[02:47.560 --> 02:47.860] don't
[02:47.860 --> 02:47.980] have
[02:47.980 --> 02:48.320] something
[02:48.320 --> 02:48.760] internally
[02:48.760 --> 02:49.100] also
[02:49.100 --> 02:49.420] myself
[02:49.420 --> 02:50.140] so
[02:50.140 --> 02:50.920] [*]
[02:50.920 --> 02:51.020] and
[02:51.020 --> 02:51.160] i
[02:51.160 --> 02:51.320] feel
[02:51.320 --> 02:51.400] like
[02:51.400 --> 02:51.540] i'm
[02:51.540 --> 02:51.680] often
[02:51.680 --> 02:51.840] the
[02:51.840 --> 02:52.180] listener
[02:52.180 --> 02:52.320] and
[02:52.320 --> 02:52.520] not
[02:52.520 --> 02:52.720] often
[02:52.720 --> 02:52.920] [*]
[02:52.920 --> 02:53.060] listened
[02:53.060 --> 02:53.280] to
[02:54.000 --> 02:54.000] um
[02:54.040 --> 02:57.180] [*]
[02:57.180 --> 02:57.960] yeah
[03:00.580 --> 03:00.580] ,
[03:00.580 --> 03:00.580] yeah
[03:10.460 --> 03:11.100] yeah
[03:13.120 --> 03:13.800] yeah
[03:15.200 --> 03:15.820] yeah
[03:15.820 --> 03:16.220] definitely
[03:20.940 --> 03:21.660] it's
[03:21.660 --> 03:21.800] okay
[03:21.800 --> 03:22.000] we're
[03:22.000 --> 03:22.140] getting
[03:22.140 --> 03:22.440] we're
[03:22.440 --> 03:22.640] getting
[03:22.640 --> 03:22.780] through
[03:22.780 --> 03:22.880] it
[03:27.640 --> 03:27.720] yeah
[03:29.600 --> 03:30.500] [*]
[03:30.500 --> 03:31.240] it's
[03:31.240 --> 03:31.300] okay
[03:31.300 --> 03:31.560] um
[03:31.560 --> 03:31.660] i've
[03:31.660 --> 03:32.120] been
[03:32.120 --> 03:32.540] trying
[03:32.540 --> 03:33.320] out
[03:34.500 --> 03:34.500] um
[03:34.500 --> 03:34.500] new
[03:34.500 --> 03:34.820] things
[03:34.820 --> 03:35.420] mostly
[03:35.420 --> 03:35.900] yeah
[03:35.960 --> 03:36.240] um
[03:36.240 --> 03:36.580] i
[03:36.580 --> 03:36.700] taught
[03:36.700 --> 03:36.960] myself
[03:36.960 --> 03:37.180] how
[03:37.180 --> 03:37.260] to
[03:37.260 --> 03:37.400] play
[03:37.400 --> 03:37.600] [*]
[03:37.600 --> 03:37.840] basketball
[03:37.840 --> 03:38.140] over
[03:38.140 --> 03:38.440] the
[03:38.440 --> 03:38.800] break
[03:38.800 --> 03:39.100] and
[03:39.100 --> 03:39.280] so
[03:39.280 --> 03:39.480] i've
[03:39.480 --> 03:39.620] been
[03:39.620 --> 03:39.880] trying
[03:39.880 --> 03:40.080] to
[03:40.080 --> 03:40.400] practice
[03:40.400 --> 03:40.640] some
[03:40.640 --> 03:40.780] of
[03:40.780 --> 03:41.040] that
[03:41.040 --> 03:41.460] more
[03:41.760 --> 03:42.420] um
[03:42.800 --> 03:43.400] and
[03:43.400 --> 03:43.640] like
[03:43.640 --> 03:44.040] kind
[03:44.040 --> 03:44.180] of
[03:44.180 --> 03:44.480] allowing
[03:44.480 --> 03:44.780] myself
[03:44.780 --> 03:45.100] to
[03:45.100 --> 03:45.340] be
[03:45.340 --> 03:45.820] athletic
[03:45.820 --> 03:46.280] in
[03:46.280 --> 03:46.440] a
[03:46.440 --> 03:46.500] wayorld
[03:46.500 --> 03:46.800] like
[03:47.120 --> 03:47.720] growing
[03:47.720 --> 03:48.100] up
[03:48.100 --> 03:48.180] i
[03:48.180 --> 03:48.340] never
[03:48.340 --> 03:48.600] [*]
[03:48.600 --> 03:48.700] really
[03:48.700 --> 03:49.100] felt
[03:49.100 --> 03:49.300] like
[03:49.300 --> 03:49.420] that
[03:49.420 --> 03:49.540] was
[03:49.540 --> 03:49.660] a
[03:49.660 --> 03:49.900] space
[03:49.900 --> 03:50.040] i
[03:50.040 --> 03:50.160] could
[03:50.160 --> 03:50.260] be
[03:50.260 --> 03:50.400] a
[03:50.400 --> 03:50.580] part
[03:50.580 --> 03:50.820] of
[03:51.040 --> 03:51.600] um
[03:51.920 --> 03:52.560] so
[03:52.880 --> 03:53.640] it's
[03:53.640 --> 03:53.840] really
[03:53.840 --> 03:54.320] exciting
[03:54.320 --> 03:54.920] [*]
[03:54.920 --> 03:55.020] and
[03:55.280 --> 03:55.860] fun
[03:55.860 --> 03:56.340] to
[03:56.560 --> 03:57.140] put
[03:57.140 --> 03:57.480] myself
[03:57.480 --> 03:57.760] into
[03:57.760 --> 03:57.940] those
[03:57.940 --> 03:58.180] spaces
[03:58.180 --> 03:58.460] waiting
[03:58.460 --> 03:58.500] me
[03:58.500 --> 03:58.500] when
[03:58.500 --> 03:58.500] i
[03:58.500 --> 03:58.500] get
[03:58.500 --> 03:58.500] home
[03:58.500 --> 03:58.500] or
[03:58.500 --> 03:58.500] i
[03:58.500 --> 03:58.500] like
[03:58.500 --> 03:58.500] don't
[03:58.500 --> 03:58.500] want
[03:58.500 --> 03:58.500] to
[03:58.500 --> 03:58.500] be
[03:58.500 --> 03:58.500] able
[03:58.500 --> 03:58.500] to
[03:58.500 --> 03:58.500] 28
[03:58.500 --> 03:58.580] spaces
[03:58.580 --> 03:58.580] now
[03:58.580 --> 03:58.620] that
[03:58.620 --> 03:58.720] I
[03:58.720 --> 03:58.940] have
[03:58.940 --> 03:59.200] some
[03:59.200 --> 03:59.500] more
[03:59.500 --> 03:59.980] confidence
[03:59.980 --> 04:00.400] like
[04:00.400 --> 04:00.760] [*]
[04:00.760 --> 04:01.320] I
[04:01.320 --> 04:02.260] don't
[04:02.260 --> 04:02.360] know
[04:02.360 --> 04:02.560] it's
[04:02.560 --> 04:02.700] really
[04:02.700 --> 04:02.940] fun
[04:02.940 --> 04:03.180] [*]
[04:03.180 --> 04:03.380] um
[04:03.380 --> 04:03.940] so
[04:03.940 --> 04:04.500] I'm
[04:04.500 --> 04:04.660] playing
[04:04.660 --> 04:04.800] some
[04:04.800 --> 04:05.080] [*]
[04:05.080 --> 04:05.180] basketball
[04:05.180 --> 04:06.340] uh
[04:06.340 --> 04:07.080] hanging
[04:07.080 --> 04:07.400] out
[04:07.400 --> 04:07.520] with
[04:07.520 --> 04:07.740] my
[04:07.740 --> 04:08.020] [*]
[04:08.020 --> 04:08.160] cat
[04:08.160 --> 04:08.440] a
[04:08.440 --> 04:08.780] lot
[04:08.780 --> 04:09.080] I
[04:09.080 --> 04:09.300] love
[04:09.300 --> 04:09.580] her
[04:09.580 --> 04:09.940] so
[04:09.940 --> 04:10.340] we
[04:10.340 --> 04:10.540] get
[04:10.540 --> 04:10.800] to
[04:10.800 --> 04:10.920] you
[04:10.920 --> 04:11.140] know
[04:11.140 --> 04:11.500] cuddle
[04:11.500 --> 04:11.600] in
[04:11.600 --> 04:11.700] the
[04:11.700 --> 04:11.960] morning
[04:11.960 --> 04:12.160] have
[04:12.160 --> 04:12.280] a
[04:12.280 --> 04:12.400] good
[04:12.400 --> 04:12.760] [*]
[04:12.760 --> 04:12.900] time
[04:12.900 --> 04:13.880] um
[04:13.880 --> 04:14.120] [*]
[04:14.120 --> 04:15.360] I've
[04:15.360 --> 04:15.500] been
[04:15.500 --> 04:15.660] like
[04:15.660 --> 04:16.340] recreating
[04:16.340 --> 04:16.760] [*]
[04:16.760 --> 04:16.860] or
[04:16.860 --> 04:17.060] like
[04:17.060 --> 04:17.260] not
[04:17.260 --> 04:17.680] recreating
[04:17.680 --> 04:17.960] but
[04:17.960 --> 04:19.320] [*]
[04:19.320 --> 04:19.760] developing
[04:19.760 --> 04:20.200] routines
[04:20.200 --> 04:20.420] [*]
[04:20.420 --> 04:20.820] that
[04:20.820 --> 04:21.020] work
[04:21.020 --> 04:21.200] for
[04:21.200 --> 04:21.400] me
[04:21.400 --> 04:21.740] so
[04:21.740 --> 04:22.260] [*]
[04:22.260 --> 04:22.520] like
[04:22.520 --> 04:23.180] waking
[04:23.180 --> 04:23.560] up
[04:23.560 --> 04:23.960] and
[04:23.960 --> 04:24.400] [*]
[04:24.400 --> 04:24.600] um
[04:24.600 --> 04:25.400] spending
[04:25.400 --> 04:25.600] some
[04:25.600 --> 04:25.760] time
[04:25.760 --> 04:25.860] with
[04:25.860 --> 04:25.960] my
[04:25.960 --> 04:26.180] cat
[04:26.180 --> 04:26.480] making
[04:26.480 --> 04:26.660] sure
[04:26.660 --> 04:26.740] I
[04:26.740 --> 04:26.820] have
[04:26.820 --> 04:27.160] breakfast
[04:27.160 --> 04:28.280] [*]
[04:28.280 --> 04:28.420] um
[04:28.420 --> 04:29.020] [*]
[04:29.020 --> 04:29.320] just
[04:29.320 --> 04:29.520] trying
[04:29.520 --> 04:29.640] to
[04:29.640 --> 04:29.720] get
[04:29.720 --> 04:29.880] some
[04:29.880 --> 04:30.100] [*]
[04:30.100 --> 04:30.320] consistency
[04:30.320 --> 04:30.680] that
[04:30.680 --> 04:30.920] way
[04:30.920 --> 04:31.040] to
[04:31.040 --> 04:31.280] hopefully
[04:31.280 --> 04:31.540] bring
[04:31.540 --> 04:31.740] that
[04:31.740 --> 04:31.900] into
[04:31.900 --> 04:32.140] the
[04:32.140 --> 04:32.300] new
[04:32.300 --> 04:32.540] school
[04:32.540 --> 04:32.860] year
[04:32.860 --> 04:33.580] [*]
[04:33.580 --> 04:33.920] um
[04:33.920 --> 04:34.740] and
[04:34.740 --> 04:35.980] [*]
[04:35.980 --> 04:36.360] I
[04:36.360 --> 04:36.620] don't
[04:36.620 --> 04:36.720] know
[04:36.720 --> 04:36.880] just
[04:36.880 --> 04:37.220] like
[04:37.220 --> 04:37.920] [*]
[04:37.920 --> 04:38.300] kind
[04:38.300 --> 04:38.480] of
[04:38.480 --> 04:38.580] doing
[04:38.580 --> 04:38.720] a
[04:38.720 --> 04:39.120] reset
[04:39.120 --> 04:39.500] of
[04:39.500 --> 04:39.940] the
[04:39.940 --> 04:40.200] [*]
[04:40.200 --> 04:40.300] house
[04:40.300 --> 04:40.700] I
[04:40.700 --> 04:41.040] often
[04:41.040 --> 04:41.200] the
[04:41.200 --> 04:41.420] only
[04:41.420 --> 04:41.700] one
[04:41.700 --> 04:41.900] that
[04:41.900 --> 04:42.260] cleans
[04:42.260 --> 04:42.680] in
[04:42.680 --> 04:43.060] my
[04:43.060 --> 04:43.500] living
[04:43.500 --> 04:44.100] [*]
[04:44.100 --> 04:44.400] place
[04:44.400 --> 04:44.860] so
[04:44.860 --> 04:45.360] [*]
[04:45.360 --> 04:45.680] um
[04:45.680 --> 04:47.280] [*]
[04:47.280 --> 04:47.520] you
[04:47.520 --> 04:47.720] know
[04:47.720 --> 04:47.940] kind
[04:47.940 --> 04:48.120] of
[04:48.120 --> 04:48.260] like
[04:48.260 --> 04:48.580] getting
[04:48.580 --> 04:48.680] a
[04:48.680 --> 04:48.880] deep
[04:48.880 --> 04:49.060] clean
[04:49.060 --> 04:49.180] of
[04:49.180 --> 04:49.500] everything
[04:49.500 --> 04:49.860] so
[04:49.860 --> 04:49.960] I
[04:49.960 --> 04:50.100] feel
[04:50.100 --> 04:50.260] good
[04:50.260 --> 04:50.480] about
[04:50.480 --> 04:50.620] [*]
[04:50.620 --> 04:50.740] it
[04:50.740 --> 04:50.940] as
[04:50.940 --> 04:51.300] I'm
[04:51.300 --> 04:51.540] there
[04:51.540 --> 04:51.760] just
[04:51.760 --> 04:52.040] me
[04:52.040 --> 04:52.560] [*]
[04:52.560 --> 04:53.080] and
[04:53.080 --> 04:54.220] I'd
[04:54.220 --> 04:54.400] say
[04:54.400 --> 04:54.560] like
[04:54.560 --> 04:54.820] most
[04:54.820 --> 04:55.720] fun
[04:55.720 --> 04:56.240] I've
[04:56.240 --> 04:56.340] been
[04:56.340 --> 04:56.440] like
[04:56.440 --> 04:56.660] really
[04:56.660 --> 04:56.940] working
[04:56.940 --> 04:57.200] on
[04:57.200 --> 04:57.260] it
[04:57.260 --> 04:57.260] and
[04:57.260 --> 04:57.260] I've
[04:57.260 --> 04:57.260] been
[04:57.260 --> 04:57.260] like
[04:57.260 --> 04:57.260] really
