/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[04:44.560 --> 04:44.920] that
[04:44.920 --> 04:45.260] um
[04:45.260 --> 04:46.240] or
[04:46.240 --> 04:46.460] at
[04:46.460 --> 04:46.520] least
[04:46.520 --> 04:46.640] kind
[04:46.640 --> 04:46.780] of
[04:46.780 --> 04:46.920] helped
[04:46.920 --> 04:47.420] reassure
[04:47.420 --> 04:47.740] me
[04:47.740 --> 04:48.000] [*]
[04:48.000 --> 04:48.140] that
[04:48.140 --> 04:48.280] I
[04:48.280 --> 04:48.500] got
[04:48.500 --> 04:48.680] [*]
[04:48.680 --> 04:48.820] better
[04:48.820 --> 04:49.520] and
[04:49.520 --> 04:49.920] I
[04:49.920 --> 04:50.200] liked
[04:50.200 --> 04:50.360] the
[04:50.360 --> 04:50.620] [*]
[04:50.620 --> 04:50.840] experience
[04:50.840 --> 04:51.080] of
[04:51.080 --> 04:51.240] like
[04:51.240 --> 04:51.540] living
[04:51.540 --> 04:51.700] in
[04:51.700 --> 04:51.840] the
[04:51.840 --> 04:52.240] dorms
[04:52.240 --> 04:52.280] and
[04:52.280 --> 04:52.420] kind
[04:52.420 --> 04:52.580] of
[04:52.580 --> 04:52.800] seeing
[04:52.800 --> 04:52.920] what
[04:52.920 --> 04:53.080] that
[04:53.080 --> 04:53.200] would
[04:53.200 --> 04:53.420] be
[04:53.420 --> 04:53.700] like
[04:55.500 --> 04:55.500] yeah
[05:05.800 --> 05:05.800] yeah
[05:05.800 --> 05:06.500] they're
[05:06.500 --> 05:06.860] from
[05:06.860 --> 05:07.260] they're
[05:07.260 --> 05:07.460] from
[05:07.460 --> 05:07.820] UAY
[05:07.820 --> 05:08.040] I
[05:08.040 --> 05:08.260] met
[05:08.260 --> 05:08.500] them
[05:08.500 --> 05:08.720] there
[05:08.720 --> 05:08.940] yeah
[05:08.940 --> 05:12.580] [*]
[05:12.580 --> 05:13.000] um
[05:13.000 --> 05:13.680] well
[05:13.680 --> 05:14.160] there's
[05:14.160 --> 05:14.440] Jay
[05:14.440 --> 05:15.140] he's
[05:15.140 --> 05:15.260] my
[05:15.260 --> 05:15.520] best
[05:15.520 --> 05:15.900] friend
[05:15.900 --> 05:16.220] we
[05:16.220 --> 05:16.380] have
[05:16.380 --> 05:16.500] a
[05:16.500 --> 05:16.760] joke
[05:16.760 --> 05:16.960] that
[05:16.960 --> 05:17.160] we're
[05:17.160 --> 05:17.540] married
[05:17.540 --> 05:17.940] but
[05:17.940 --> 05:18.420] we're
[05:18.420 --> 05:18.720] not
[05:18.720 --> 05:19.160] um
[05:19.160 --> 05:19.540] we're
[05:19.540 --> 05:19.700] just
[05:19.700 --> 05:19.960] we're
[05:19.960 --> 05:20.120] just
[05:20.120 --> 05:20.480] platonic
[05:20.480 --> 05:20.720] but
[05:20.720 --> 05:21.080] he's
[05:21.080 --> 05:21.680] he's
[05:21.680 --> 05:21.800] my
[05:21.800 --> 05:21.960] best
[05:21.960 --> 05:22.280] friend
[05:22.280 --> 05:22.700] um
[05:22.700 --> 05:23.040] and
[05:23.040 --> 05:23.360] then
[05:23.360 --> 05:23.720] [*]
[05:23.720 --> 05:24.260] there's
[05:24.260 --> 05:24.560] Jay
[05:24.560 --> 05:24.900] he's
[05:24.900 --> 05:25.080] my
[05:25.080 --> 05:25.080] best
[05:25.080 --> 05:25.080] friend
[05:25.080 --> 05:25.080] and
[05:25.080 --> 05:25.080] then
[05:25.080 --> 05:25.080] there's
[05:25.080 --> 05:25.080] Jay
[05:25.080 --> 05:25.080] he's
[05:25.080 --> 05:25.080] my
[05:25.080 --> 05:25.080] best
[05:25.080 --> 05:25.080] friend
[05:25.080 --> 05:25.080] and
[05:25.080 --> 05:25.100] then
[05:25.100 --> 05:25.100] there's
[05:25.100 --> 05:25.100] Jay
[05:25.100 --> 05:25.100] he's
[05:25.100 --> 05:25.100] my
[05:25.100 --> 05:25.100] best
[05:25.100 --> 05:25.100] friend
[05:25.100 --> 05:25.220] AJ's
[05:25.220 --> 05:25.360] case
[05:25.360 --> 05:25.360] which
[05:25.360 --> 05:25.360] is
[05:25.360 --> 05:25.800] confusing
[05:25.800 --> 05:26.080] because
[05:26.080 --> 05:26.320] it's
[05:26.320 --> 05:26.440] Jay
[05:26.440 --> 05:26.580] and
[05:26.580 --> 05:26.860] Jay's
[05:26.860 --> 05:27.060] but
[05:27.060 --> 05:27.680] um
[05:27.680 --> 05:28.760] [*]
[05:28.760 --> 05:28.960] and
[05:28.960 --> 05:29.140] [*]
[05:29.140 --> 05:29.700] Jay's
[05:31.020 --> 05:31.500] [*]
[05:31.500 --> 05:31.620] Jay
[05:31.620 --> 05:31.840] is
[05:31.840 --> 05:31.940] a
[05:31.940 --> 05:32.180] little
[05:32.180 --> 05:32.280] bit
[05:32.280 --> 05:32.480] older
[05:32.480 --> 05:32.620] than
[05:32.620 --> 05:32.820] me
[05:32.820 --> 05:33.120] he's
[05:33.120 --> 05:33.200] like
[05:33.200 --> 05:33.320] two
[05:33.320 --> 05:33.480] years
[05:33.480 --> 05:33.660] older
[05:33.660 --> 05:33.740] than
[05:33.740 --> 05:33.900] me
[05:33.900 --> 05:34.140] Jace
[05:34.140 --> 05:34.340] is
[05:34.340 --> 05:35.000] like
[05:35.000 --> 05:35.400] [*]
[05:35.400 --> 05:35.560] a
[05:35.560 --> 05:35.780] year
[05:35.780 --> 05:35.980] younger
[05:35.980 --> 05:36.180] than
[05:36.180 --> 05:36.360] me
[05:36.360 --> 05:36.480] but
[05:36.480 --> 05:36.700] they're
[05:36.700 --> 05:36.760] in
[05:36.760 --> 05:36.860] the
[05:36.860 --> 05:37.020] same
[05:37.020 --> 05:37.200] grade
[05:37.200 --> 05:37.320] as
[05:37.320 --> 05:37.420] I
[05:37.420 --> 05:37.700] am
[05:37.840 --> 05:38.420] um
[05:38.420 --> 05:39.800] there's
[05:39.800 --> 05:40.420] [*]
[05:40.420 --> 05:40.600] Lily
[05:40.600 --> 05:41.220] [*]
[05:41.220 --> 05:41.420] um
[05:41.420 --> 05:41.920] [*]
[05:41.920 --> 05:42.100] and
[05:42.100 --> 05:42.580] Comet
[05:42.580 --> 05:42.800] and
[05:42.800 --> 05:43.480] Ignis
[05:43.480 --> 05:43.680] and
[05:43.680 --> 05:44.060] Ignis
[05:44.060 --> 05:44.180] and
[05:44.180 --> 05:44.340] Jay
[05:44.340 --> 05:44.460] are
[05:44.460 --> 05:44.740] dating
[05:44.740 --> 05:45.020] so
[05:45.020 --> 05:45.420] Ignis
[05:45.420 --> 05:45.500] has
[05:45.500 --> 05:45.760] recently
[05:45.760 --> 05:46.160] joined
[05:46.160 --> 05:46.300] the
[05:46.300 --> 05:46.460] friend
[05:46.460 --> 05:46.700] group
[05:46.700 --> 05:46.980] but
[05:46.980 --> 05:47.200] [*]
[05:47.200 --> 05:47.560] they're
[05:47.560 --> 05:47.700] still
[05:47.700 --> 05:48.040] really
[05:48.040 --> 05:48.400] fun
[05:48.400 --> 05:48.680] and
[05:48.680 --> 05:48.840] I
[05:48.840 --> 05:49.000] really
[05:49.000 --> 05:49.180] like
[05:49.180 --> 05:49.480] them
[05:49.480 --> 05:50.220] um
[05:50.220 --> 05:51.100] [*]
[05:51.100 --> 05:51.540] yeah
[05:51.540 --> 05:51.940] [*]
[05:51.940 --> 05:52.580] we've
[05:52.580 --> 05:52.960] had
[05:52.960 --> 05:53.120] a
[05:53.120 --> 05:53.360] [*]
[05:53.360 --> 05:53.500] few
[05:53.500 --> 05:53.820] like
[05:54.460 --> 05:55.080] get
[05:55.080 --> 05:55.300] [*]
[05:55.300 --> 05:55.860] togethers
[05:55.860 --> 05:56.040] [*]
[05:56.040 --> 05:56.160] at
[05:56.160 --> 05:56.480] my
[05:56.480 --> 05:56.800] house
[05:56.800 --> 05:56.980] and
[05:56.980 --> 05:57.200] then
[05:57.200 --> 05:57.560] [*]
[05:57.560 --> 05:58.200] one
[05:58.200 --> 05:58.540] at
[05:58.540 --> 05:58.820] Lily's
[05:58.820 --> 05:59.120] house
[05:59.120 --> 05:59.480] because
[05:59.480 --> 05:59.940] Jay
[05:59.940 --> 06:00.060] and
[06:00.060 --> 06:00.300] Lily
[06:00.300 --> 06:00.640] share
[06:00.640 --> 06:00.660] [*]
[06:00.660 --> 06:01.020] the
[06:01.020 --> 06:01.180] same
[06:01.180 --> 06:01.600] exact
[06:01.600 --> 06:01.940] birthday
[06:01.940 --> 06:02.180] and
[06:02.180 --> 06:02.380] they're
[06:02.380 --> 06:02.540] actually
[06:02.540 --> 06:02.740] born
[06:02.740 --> 06:02.840] in
[06:02.840 --> 06:02.940] the
[06:02.940 --> 06:03.080] same
[06:03.080 --> 06:03.500] hospital
[06:03.500 --> 06:03.780] as
[06:03.780 --> 06:04.080] well
[06:04.080 --> 06:04.780] um
[06:04.780 --> 06:05.620] so
[06:05.900 --> 06:06.520] yeah
[06:06.520 --> 06:06.860] so
[06:06.860 --> 06:07.120] we
[06:07.120 --> 06:07.800] [*]
[06:07.800 --> 06:08.040] had
[06:08.040 --> 06:08.180] a
[06:08.180 --> 06:08.420] birthday
[06:08.420 --> 06:08.660] party
[06:08.660 --> 06:08.860] at
[06:08.860 --> 06:09.180] Lily's
[06:09.180 --> 06:09.500] and
[06:09.500 --> 06:10.220] [*]
[06:10.220 --> 06:10.480] um
[06:10.480 --> 06:11.060] it's
[06:11.060 --> 06:11.240] really
[06:11.240 --> 06:11.560] fun
[06:11.560 --> 06:11.820] [*]
[06:11.820 --> 06:12.320] I've
[06:12.320 --> 06:12.580] really
[06:12.580 --> 06:12.780] been
[06:12.780 --> 06:12.980] able
[06:12.980 --> 06:13.240] to
[06:13.240 --> 06:13.540] become
[06:13.540 --> 06:14.200] comfortable
[06:14.200 --> 06:14.440] in
[06:14.440 --> 06:14.720] myself
[06:14.720 --> 06:15.720] um
[06:15.720 --> 06:16.280] while
[06:16.280 --> 06:16.560] being
[06:16.560 --> 06:16.740] friends
[06:16.740 --> 06:16.900] with
[06:16.900 --> 06:17.120] them
[06:17.120 --> 06:17.180] and
[06:17.180 --> 06:17.400] going
[06:17.400 --> 06:17.560] to
[06:17.560 --> 06:17.940] UAY
[06:17.940 --> 06:18.380] as
[06:18.380 --> 06:18.600] [*]
[06:18.600 --> 06:18.720] well
[06:24.140 --> 06:24.860] [*]
[06:24.860 --> 06:25.960] um
[06:25.960 --> 06:25.960] I
[06:25.960 --> 06:26.140] did
[06:26.140 --> 06:26.640] but
[06:26.640 --> 06:26.780] it
[06:26.780 --> 06:27.420] wasn't
[06:27.420 --> 06:27.520] the
[06:27.520 --> 06:27.840] best
[06:27.840 --> 06:28.620] um
[06:28.620 --> 06:29.380] I
[06:29.380 --> 06:29.640] was
[06:29.640 --> 06:29.780] one
[06:29.780 --> 06:29.900] of
[06:29.900 --> 06:30.000] the
[06:30.000 --> 06:30.280] only
[06:30.280 --> 06:30.900] people
[06:30.900 --> 06:31.280] of
[06:31.280 --> 06:31.660] color
[06:31.660 --> 06:32.520] in
[06:32.520 --> 06:32.700] [*]
[06:32.700 --> 06:32.860] my
[06:32.860 --> 06:33.280] town
[06:33.280 --> 06:33.780] and
[06:33.780 --> 06:34.060] [*]
[06:34.060 --> 06:34.260] the
[06:34.260 --> 06:34.560] only
[06:34.560 --> 06:34.740] openly
[06:34.740 --> 06:35.440] queer
[06:35.440 --> 06:35.780] person
[06:35.780 --> 06:35.920] in
[06:35.920 --> 06:36.040] my
[06:36.040 --> 06:36.360] town
[06:36.360 --> 06:37.000] [*]
[06:37.000 --> 06:37.100] which
[06:37.100 --> 06:37.320] [*]
[06:37.320 --> 06:37.480] was
[06:37.480 --> 06:37.800] not
[06:37.800 --> 06:38.020] by
[06:38.020 --> 06:38.300] choice
[06:38.300 --> 06:38.720] but
[06:38.720 --> 06:39.140] [*]
[06:39.140 --> 06:39.600] it
[06:39.600 --> 06:40.140] [*]
[06:40.140 --> 06:40.280] happened
[06:40.280 --> 06:40.580] [*]
[06:40.580 --> 06:40.960] um
[06:40.960 --> 06:41.040] [*]
[06:41.040 --> 06:41.760] and
[06:41.760 --> 06:42.300] there
[06:42.300 --> 06:42.500] [*]
[06:42.500 --> 06:42.600] were
[06:42.600 --> 06:42.680] a
[06:42.680 --> 06:43.160] few
[06:43.160 --> 06:43.460] [*]
[06:43.460 --> 06:43.560] okay
[06:43.560 --> 06:44.540] people
[06:44.540 --> 06:44.880] but
[06:44.880 --> 06:45.220] they
[06:45.220 --> 06:45.540] just
[06:45.540 --> 06:46.540] [*]
[06:46.540 --> 06:46.800] they
[06:46.800 --> 06:47.300] weren't
[06:47.300 --> 06:47.660] they
[06:47.660 --> 06:47.940] weren't
[06:47.940 --> 06:48.040] the
[06:48.040 --> 06:48.300] best
[06:48.300 --> 06:48.700] and
[06:48.700 --> 06:48.900] I
[06:48.900 --> 06:49.180] didn't
[06:49.180 --> 06:49.380] really
[06:49.380 --> 06:49.660] thrive
[06:49.660 --> 06:49.920] there
[06:49.920 --> 06:50.240] which
[06:50.240 --> 06:50.460] is
[06:50.460 --> 06:50.700] another
[06:50.700 --> 06:51.040] reason
[06:51.040 --> 06:51.300] why
[06:51.300 --> 06:51.580] we
[06:51.580 --> 06:51.900] [*]
[06:51.900 --> 06:52.200] decided
[06:52.200 --> 06:52.560] to
[06:52.560 --> 06:52.740] move
[06:52.740 --> 06:52.900] to
[06:52.900 --> 06:53.080] Iowa
[06:53.080 --> 06:53.320] [*]
[06:53.320 --> 06:53.420] City
[06:53.420 --> 06:54.080] um
[06:54.080 --> 06:54.440] so
[06:54.440 --> 06:54.560] I
[06:54.560 --> 06:54.660] could
[06:54.660 --> 06:54.900] find
[06:54.900 --> 06:55.140] more
[06:55.140 --> 06:55.460] people
[06:55.460 --> 06:55.720] like
[06:55.720 --> 06:56.020] me
[06:56.020 --> 06:56.320] and
[06:56.320 --> 06:56.680] people
[06:56.680 --> 06:56.860] that
[06:56.860 --> 06:57.120] were
[06:57.120 --> 06:57.540] [*]
[06:57.540 --> 06:58.080] more
[06:58.080 --> 06:58.600] [*]
[06:58.600 --> 06:58.780] accepting
[06:58.780 --> 06:59.460] [*]
[06:59.460 --> 06:59.700] um
[06:59.700 --> 07:00.440] [*]
[07:00.440 --> 07:01.080] yeah
[07:01.080 --> 07:01.820] [*]
[07:01.820 --> 07:02.180] but
[07:02.180 --> 07:02.900] in
[07:02.900 --> 07:03.460] DuBois
[07:04.060 --> 07:04.680] um
[07:04.680 --> 07:04.980] it
[07:04.980 --> 07:05.080] kind
[07:05.080 --> 07:05.220] of
[07:05.220 --> 07:05.660] fluctuated
[07:05.660 --> 07:05.840] through
[07:05.840 --> 07:05.900] the
[07:05.900 --> 07:06.100] years
[07:06.100 --> 07:06.260] because
[07:06.260 --> 07:06.380] I
[07:06.380 --> 07:06.600] moved
[07:06.600 --> 07:06.740] when
[07:06.740 --> 07:06.840] I
[07:06.840 --> 07:07.120] was
[07:07.120 --> 07:07.900] turning
[07:07.900 --> 07:08.140] [*]
[07:08.140 --> 07:08.300] 13
[07:08.300 --> 07:08.980] so
[07:08.980 --> 07:09.140] of
[07:09.140 --> 07:09.380] course
[07:09.380 --> 07:09.480] I
[07:09.480 --> 07:09.680] didn't
[07:09.680 --> 07:09.840] really
[07:09.840 --> 07:10.060] have
[07:10.060 --> 07:10.300] like
[07:10.300 --> 07:10.820] [*]
[07:10.820 --> 07:11.000] a
[07:11.000 --> 07:11.280] [*]
[07:11.280 --> 07:11.440] super
[07:11.440 --> 07:11.800] study
[07:11.800 --> 07:12.060] friend
[07:12.060 --> 07:12.240] [*]
[07:12.240 --> 07:12.380] group
[07:12.380 --> 07:12.880] [*]
[07:12.880 --> 07:13.220] um
[07:13.220 --> 07:13.740] but
[07:13.740 --> 07:14.120] I
[07:14.120 --> 07:14.420] had
[07:14.420 --> 07:15.080] one
[07:15.080 --> 07:15.840] [*]
[07:15.840 --> 07:16.040] best
[07:16.040 --> 07:16.400] friend
[07:16.400 --> 07:16.500] that
[07:16.500 --> 07:16.720] was
[07:16.720 --> 07:17.120] with
[07:17.120 --> 07:17.380] me
[07:17.380 --> 07:17.600] since
[07:17.600 --> 07:17.980] we
[07:17.980 --> 07:18.080] were
[07:18.080 --> 07:18.200] in
[07:18.200 --> 07:18.300] like
[07:18.300 --> 07:18.520] third
[07:18.520 --> 07:18.640] [*]
[07:18.640 --> 07:18.780] grade
[07:18.780 --> 07:19.340] and
[07:19.340 --> 07:19.480] that
[07:19.480 --> 07:19.620] was
[07:19.620 --> 07:20.020] Adriana
[07:20.020 --> 07:20.240] and
[07:20.240 --> 07:20.560] then
