/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[01:48.500 --> 01:48.780] as
[01:48.780 --> 01:49.100] much
[01:49.520 --> 01:49.920] And
[01:49.920 --> 01:50.260] some
[01:50.260 --> 01:50.480] of
[01:50.480 --> 01:50.640] my
[01:50.640 --> 01:50.980] friends
[01:50.980 --> 01:51.920] [*]
[01:51.920 --> 01:52.060] moved
[01:52.060 --> 01:52.180] [*]
[01:52.180 --> 01:52.340] out
[01:52.340 --> 01:52.600] of
[01:52.600 --> 01:52.800] the
[01:52.800 --> 01:53.140] dorm
[01:53.140 --> 01:53.320] that
[01:53.320 --> 01:53.440] I
[01:53.440 --> 01:53.700] was
[01:53.700 --> 01:53.920] living
[01:53.920 --> 01:54.100] in
[01:54.180 --> 01:54.360] so
[01:54.360 --> 01:54.460] I
[01:54.460 --> 01:54.800] don't
[01:54.800 --> 01:54.920] know
[01:54.920 --> 01:55.180] many
[01:55.180 --> 01:55.460] [*]
[01:55.460 --> 01:55.560] people
[01:55.560 --> 01:55.980] there
[01:59.500 --> 02:05.260] [*]
[02:05.260 --> 02:05.580] Yeah
[02:05.800 --> 02:06.700] [*]
[02:06.700 --> 02:06.920] nobody
[02:06.920 --> 02:07.400] likes
[02:07.400 --> 02:07.600] me
[02:07.600 --> 02:07.840] from
[02:07.840 --> 02:08.120] our
[02:08.120 --> 02:08.380] hall
[02:08.460 --> 02:08.600] so
[02:08.600 --> 02:08.720] they
[02:08.720 --> 02:08.980] don't
[02:08.980 --> 02:09.160] stick
[02:09.160 --> 02:09.460] around
[02:09.460 --> 02:09.800] for
[02:09.800 --> 02:10.320] [*]
[02:10.320 --> 02:10.460] more
[02:10.460 --> 02:10.740] than
[02:10.740 --> 02:10.820] a
[02:10.820 --> 02:11.100] year
[02:15.180 --> 02:15.520] [*]
[02:15.520 --> 02:16.040] Yeah
[02:16.140 --> 02:16.220] I
[02:16.220 --> 02:16.460] do
[02:16.460 --> 02:16.880] I
[02:16.880 --> 02:17.120] mean
[02:17.220 --> 02:18.060] [*]
[02:18.060 --> 02:18.720] it's
[02:18.720 --> 02:18.760] the
[02:18.760 --> 02:19.100] only
[02:19.100 --> 02:19.400] hall
[02:19.400 --> 02:19.560] that
[02:19.560 --> 02:19.720] I
[02:19.720 --> 02:19.940] can
[02:19.940 --> 02:20.180] move
[02:20.180 --> 02:20.400] in
[02:20.400 --> 02:20.720] because
[02:20.720 --> 02:20.880] of
[02:20.880 --> 02:21.100] my
[02:21.100 --> 02:21.300] [*]
[02:21.300 --> 02:21.400] food
[02:21.400 --> 02:21.660] [*]
[02:21.660 --> 02:21.840] allergies
[02:22.740 --> 02:23.080] [*]
[02:23.080 --> 02:23.540] Because
[02:23.540 --> 02:23.760] I
[02:23.760 --> 02:23.920] have
[02:23.920 --> 02:24.120] to
[02:24.120 --> 02:24.220] have
[02:24.220 --> 02:24.360] a
[02:24.360 --> 02:24.720] kitchen
[02:24.980 --> 02:25.600] and
[02:25.600 --> 02:26.040] that's
[02:26.040 --> 02:26.160] the
[02:26.160 --> 02:26.420] only
[02:26.420 --> 02:26.660] one
[02:26.660 --> 02:26.900] where
[02:27.060 --> 02:27.360] besides
[02:27.360 --> 02:27.620] like
[02:27.620 --> 02:27.840] Park
[02:27.840 --> 02:28.280] Lawn
[02:28.320 --> 02:28.480] I
[02:28.480 --> 02:28.680] think
[02:28.680 --> 02:29.260] where
[02:29.260 --> 02:29.600] you
[02:29.600 --> 02:29.900] can
[02:29.900 --> 02:31.420] [*]
[02:31.420 --> 02:31.620] have
[02:31.620 --> 02:31.960] a
[02:31.960 --> 02:32.880] semi-private
[02:32.880 --> 02:33.120] kitchen
[02:33.120 --> 02:33.380] that
[02:33.380 --> 02:33.500] you
[02:33.500 --> 02:33.600] can
[02:33.600 --> 02:33.760] only
[02:33.760 --> 02:34.000] share
[02:34.000 --> 02:34.180] with
[02:34.180 --> 02:34.260] a
[02:34.260 --> 02:34.540] couple
[02:34.540 --> 02:34.800] other
[02:34.800 --> 02:35.040] [*]
[02:35.040 --> 02:35.160] people
[02:35.160 --> 02:35.480] as
[02:35.480 --> 02:35.820] opposed
[02:35.820 --> 02:36.080] to
[02:36.080 --> 02:36.160] the
[02:36.160 --> 02:36.460] whole
[02:36.460 --> 02:36.780] [*]
[02:36.780 --> 02:36.940] floor
[02:38.780 --> 02:39.360] So
[02:39.420 --> 02:40.500] [*]
[02:40.500 --> 02:41.160] it's
[02:41.160 --> 02:41.280] been
[02:41.280 --> 02:41.420] a
[02:41.420 --> 02:41.540] smidge
[02:41.540 --> 02:41.680] lonelier
[02:42.160 --> 02:42.640] [*]
[02:42.640 --> 02:42.940] Otherwise
[02:43.060 --> 02:43.200] I
[02:43.200 --> 02:43.340] think
[02:43.340 --> 02:43.400] I
[02:43.400 --> 02:43.560] would
[02:43.560 --> 02:43.660] have
[02:43.660 --> 02:43.940] chosen
[02:43.940 --> 02:44.240] something
[02:44.240 --> 02:44.380] a
[02:44.380 --> 02:44.560] bit
[02:44.560 --> 02:44.920] closer
[02:44.920 --> 02:45.080] to
[02:45.080 --> 02:45.400] campus
[02:49.600 --> 02:50.520] Yeah
[02:50.620 --> 02:50.680] I
[02:50.680 --> 02:50.840] have
[02:50.840 --> 02:51.040] to
[02:51.040 --> 02:51.220] take
[02:51.220 --> 02:51.440] [*]
[02:51.440 --> 02:51.580] the
[02:51.580 --> 02:52.020] [*]
[02:52.020 --> 02:52.220] campus
[02:52.220 --> 02:52.760] a
[02:52.760 --> 02:53.140] lot
[02:54.380 --> 02:54.720] [*]
[02:54.720 --> 02:55.060] So
[02:55.180 --> 02:55.540] [*]
[02:55.540 --> 02:55.920] I'm
[02:55.920 --> 02:56.060] pretty
[02:56.060 --> 02:56.380] heavily
[02:56.380 --> 02:56.900] reliant
[02:56.900 --> 02:57.140] on
[02:57.140 --> 02:57.180] it
[02:57.180 --> 02:57.600] Otherwise
[02:58.060 --> 02:58.360] it's
[02:58.360 --> 02:58.420] like
[02:58.420 --> 02:58.560] a
[02:58.560 --> 02:58.840] little...
[02:58.840 --> 02:58.940] It's
[02:58.940 --> 02:58.980] like
[02:58.980 --> 02:58.980] a
[02:58.980 --> 02:59.080] little
[02:59.080 --> 02:59.540] one-mile
[02:59.540 --> 03:00.100] walk
[03:00.280 --> 03:00.760] which
[03:00.760 --> 03:00.980] at
[03:00.980 --> 03:01.100] the
[03:01.100 --> 03:01.280] end
[03:01.280 --> 03:01.360] of
[03:01.360 --> 03:01.500] a
[03:01.500 --> 03:01.660] long
[03:01.660 --> 03:01.900] school
[03:01.900 --> 03:02.080] day
[03:02.180 --> 03:02.300] you
[03:02.300 --> 03:02.420] don't
[03:02.420 --> 03:02.620] really
[03:02.620 --> 03:02.800] want
[03:02.800 --> 03:02.960] to
[03:02.960 --> 03:03.100] do
[03:05.300 --> 03:05.540] [*]
[03:05.540 --> 03:06.200] I'm
[03:06.200 --> 03:06.560] very
[03:06.560 --> 03:07.380] unathletic
[03:07.380 --> 03:07.540] so
[03:07.540 --> 03:07.620] I
[03:07.620 --> 03:08.100] can't
[03:08.100 --> 03:08.520] bike
[03:08.520 --> 03:08.700] [*]
[03:08.700 --> 03:09.080] or
[03:09.080 --> 03:09.400] anything
[03:09.400 --> 03:09.740] like
[03:09.740 --> 03:10.080] that
[03:10.080 --> 03:10.600] [*]
[03:10.600 --> 03:11.060] because
[03:11.060 --> 03:11.540] it's...
[03:21.960 --> 03:21.960] I'm
[03:21.960 --> 03:22.100] getting
[03:22.100 --> 03:22.540] [*]
[03:22.540 --> 03:22.740] groceries
[03:22.940 --> 03:24.060] [*]
[03:24.060 --> 03:24.340] especially
[03:24.340 --> 03:24.620] on
[03:24.620 --> 03:24.800] the
[03:24.800 --> 03:24.860] [*]
[03:24.860 --> 03:25.160] weekends
[03:25.400 --> 03:26.240] Like
[03:26.380 --> 03:26.620] our
[03:26.620 --> 03:26.860] [*]
[03:26.860 --> 03:26.980] only
[03:26.980 --> 03:27.480] choices
[03:27.480 --> 03:28.260] is...
[03:28.260 --> 03:28.660] [*]
[03:28.660 --> 03:28.800] Target
[03:28.800 --> 03:29.080] and
[03:29.080 --> 03:29.300] the
[03:29.300 --> 03:29.520] bread
[03:29.520 --> 03:29.980] garden
[03:30.120 --> 03:30.340] and
[03:30.340 --> 03:30.420] I
[03:30.420 --> 03:30.680] don't
[03:30.680 --> 03:31.000] like...
[03:31.000 --> 03:31.340] I
[03:31.340 --> 03:31.620] don't
[03:31.620 --> 03:31.860] trust
[03:31.860 --> 03:32.100] the
[03:32.100 --> 03:32.340] bread
[03:32.340 --> 03:32.700] garden
[03:32.700 --> 03:33.000] at
[03:33.000 --> 03:33.320] all
[03:37.220 --> 03:37.420] [*]
[03:37.420 --> 03:37.960] Yeah
[03:42.260 --> 03:42.580] [*]
[03:42.580 --> 03:43.100] Yeah
[03:43.100 --> 03:43.260] Yeah
[03:43.500 --> 03:44.060] I
[03:44.060 --> 03:44.340] mean
[03:44.380 --> 03:44.940] Iowa
[03:44.940 --> 03:45.260] City
[03:45.260 --> 03:45.500] made
[03:45.500 --> 03:45.720] all
[03:45.720 --> 03:45.920] their
[03:45.920 --> 03:46.300] buses
[03:46.300 --> 03:46.900] free
[03:47.080 --> 03:47.760] [*]
[03:47.760 --> 03:47.980] but
[03:47.980 --> 03:48.400] I
[03:48.400 --> 03:49.020] haven't
[03:49.020 --> 03:49.240] figured
[03:49.240 --> 03:49.480] out
[03:49.480 --> 03:49.580] the
[03:49.580 --> 03:49.800] bus
[03:49.800 --> 03:50.100] plan
[03:50.100 --> 03:50.300] for
[03:50.300 --> 03:50.600] that
[03:50.600 --> 03:51.100] either
[03:52.100 --> 03:53.020] I'm
[03:53.020 --> 03:53.180] sure
[03:53.180 --> 03:53.480] some
[03:53.480 --> 03:53.800] go
[03:53.800 --> 03:54.100] to
[03:54.100 --> 03:54.400] Walmart
[03:54.400 --> 03:54.820] or
[03:54.820 --> 03:55.420] Hy-Vee
[03:55.500 --> 03:55.760] but
[03:55.760 --> 03:56.160] like...
[03:56.820 --> 03:57.140] [*]
[03:57.140 --> 03:57.840] If...
[03:57.840 --> 03:58.180] It's
[03:58.180 --> 03:58.300] a
[03:58.300 --> 03:58.560] convenience
[03:58.560 --> 03:59.020] [*]
[03:59.020 --> 03:59.520] especially
[03:59.520 --> 04:00.120] [*]
[04:00.120 --> 04:00.300] bringing
[04:00.300 --> 04:00.880] cold
[04:00.880 --> 04:01.200] [*]
[04:01.200 --> 04:01.320] stuff
[04:01.320 --> 04:01.820] [*]
[04:01.820 --> 04:02.320] back
[04:02.320 --> 04:02.600] in
[04:02.600 --> 04:02.760] [*]
[04:02.760 --> 04:03.100] time
[04:03.100 --> 04:03.380] to
[04:03.380 --> 04:03.640] be
[04:03.640 --> 04:04.480] refrigerated
[04:04.520 --> 04:04.740] I
[04:04.740 --> 04:05.280] just
[04:05.280 --> 04:05.700] choose
[04:05.700 --> 04:06.180] Target
[04:06.380 --> 04:06.760] so
[04:14.260 --> 04:14.940] [*]
[04:14.940 --> 04:15.120] I
[04:15.120 --> 04:15.800] [*]
[04:15.800 --> 04:15.940] try
[04:15.940 --> 04:16.220] to
[04:16.220 --> 04:16.480] shop
[04:16.480 --> 04:16.580] a
[04:16.580 --> 04:16.740] [*]
[04:16.740 --> 04:16.840] little
[04:16.840 --> 04:17.080] bit
[04:17.080 --> 04:17.480] every
[04:17.480 --> 04:18.260] day
[04:18.260 --> 04:18.600] during
[04:18.600 --> 04:18.780] the
[04:18.780 --> 04:19.140] week
[04:19.320 --> 04:20.140] or
[04:20.140 --> 04:20.480] like
[04:20.480 --> 04:20.760] every
[04:20.760 --> 04:21.160] other
[04:21.160 --> 04:21.400] day
[04:21.400 --> 04:21.500] of
[04:21.500 --> 04:21.700] the
[04:21.700 --> 04:21.960] couple
[04:21.960 --> 04:22.060] of
[04:22.060 --> 04:22.280] days
[04:22.280 --> 04:22.420] so
[04:22.420 --> 04:22.580] I
[04:22.580 --> 04:22.800] don't
[04:22.800 --> 04:22.920] have
[04:22.920 --> 04:22.960] to
[04:22.960 --> 04:23.280] have
[04:23.360 --> 04:23.560] like
[04:23.900 --> 04:24.080] big
[04:24.080 --> 04:24.400] bags
[04:24.400 --> 04:24.500] of
[04:24.500 --> 04:24.680] [*]
[04:24.680 --> 04:24.880] groceries
[04:24.880 --> 04:25.240] that
[04:25.240 --> 04:25.380] I
[04:25.380 --> 04:25.640] lug
[04:25.640 --> 04:25.780] [*]
[04:25.780 --> 04:25.940] around
[04:26.900 --> 04:27.420] I
[04:27.420 --> 04:27.740] [*]
[04:27.740 --> 04:27.860] try
[04:27.860 --> 04:28.120] to
[04:28.120 --> 04:28.380] do...
[04:28.380 --> 04:28.480] I
[04:28.480 --> 04:28.480] try
[04:28.480 --> 04:28.480] to
[04:28.480 --> 04:28.480] do
[04:28.480 --> 04:28.680] that
[04:28.680 --> 04:29.000] instead
[04:29.380 --> 04:29.800] [*]
[04:29.800 --> 04:29.940] because
[04:29.940 --> 04:30.580] [*]
[04:30.580 --> 04:30.780] I
[04:30.780 --> 04:32.700] [*]
[04:32.700 --> 04:33.080] don't
[04:33.080 --> 04:33.120] want
[04:33.120 --> 04:33.260] it
[04:33.260 --> 04:33.340] to
[04:33.340 --> 04:33.700] take
[04:33.700 --> 04:34.480] too
[04:34.480 --> 04:34.680] [*]
[04:34.680 --> 04:34.800] long
[04:35.840 --> 04:36.420] Yeah
[04:37.020 --> 04:37.880] Mm-hmm
[04:42.800 --> 04:43.300] Yeah
[04:50.420 --> 04:50.760] [*]
[04:50.760 --> 04:51.280] Yeah
[04:51.500 --> 04:52.300] I'm
[04:52.300 --> 04:53.120] [*]
[04:53.120 --> 04:53.380] kind
[04:53.380 --> 04:55.140] [*]
[04:55.140 --> 04:55.420] of
[04:55.420 --> 04:55.720] stressed
[04:55.720 --> 04:56.040] about
[04:56.040 --> 04:56.340] one
[04:56.340 --> 04:56.620] because
[04:56.620 --> 04:57.080] of
[04:57.080 --> 04:57.220] how
[04:57.220 --> 04:57.540] much
[04:57.540 --> 04:57.920] Friday
[04:57.920 --> 04:58.460] I'm
[04:58.460 --> 04:58.820] going
[04:58.820 --> 04:58.980] to
[04:58.980 --> 04:59.120] have
[04:59.120 --> 04:59.380] to
[04:59.380 --> 04:59.560] do
[04:59.660 --> 04:59.760] and
[04:59.760 --> 04:59.900] I'm
[04:59.900 --> 05:00.100] not
[05:00.100 --> 05:00.380] very
[05:00.380 --> 05:00.740] good
[05:00.740 --> 05:00.840] at
[05:00.840 --> 05:01.100] [*]
[05:01.100 --> 05:01.220] writing
[05:01.640 --> 05:02.200] I
[05:02.200 --> 05:02.400] kind
[05:02.400 --> 05:02.600] of
[05:02.600 --> 05:03.460] procrastinate
[05:03.460 --> 05:03.680] it
[05:03.680 --> 05:03.940] until
[05:03.940 --> 05:04.000] the
[05:04.000 --> 05:04.320] last
[05:04.320 --> 05:04.660] [*]
[05:04.660 --> 05:04.780] minute
[05:05.820 --> 05:06.600] So
[05:06.760 --> 05:07.220] [*]
[05:07.220 --> 05:08.820] I'm
[05:08.820 --> 05:08.920] not
[05:08.920 --> 05:09.080] very
[05:09.080 --> 05:09.300] good
[05:09.300 --> 05:09.460] at
[05:09.480 --> 05:09.640] like
[05:09.660 --> 05:10.100] analyzing
[05:10.100 --> 05:10.620] books
[05:10.620 --> 05:11.460] [*]
[05:11.460 --> 05:11.620] and
[05:11.620 --> 05:12.500] [*]
[05:12.500 --> 05:13.300] elaborating
[05:13.300 --> 05:13.340] [*]
[05:13.340 --> 05:13.880] more
[05:13.880 --> 05:14.280] on
[05:14.280 --> 05:14.500] them
[05:14.500 --> 05:14.920] later
[05:14.940 --> 05:15.380] Like
[05:15.540 --> 05:15.640] I
[05:15.640 --> 05:16.080] just...
[05:16.220 --> 05:16.880] I'm
[05:16.880 --> 05:17.100] not
[05:17.100 --> 05:17.400] good
[05:17.400 --> 05:17.600] at
[05:17.600 --> 05:17.760] it
[05:17.820 --> 05:18.260] so
[05:18.260 --> 05:19.600] [*]
[05:19.600 --> 05:20.440] I'm
[05:20.440 --> 05:20.600] quite
[05:20.600 --> 05:20.940] scared
[05:20.940 --> 05:21.380] about
[05:21.380 --> 05:21.780] that
[05:21.780 --> 05:22.300] [*]
[05:22.300 --> 05:22.600] class
[05:25.300 --> 05:26.140] [*]
[05:26.140 --> 05:26.260] Yeah
[05:26.300 --> 05:26.980] Other
[05:26.980 --> 05:27.360] than
[05:27.360 --> 05:27.600] [*]
[05:27.600 --> 05:27.740] that
[05:27.780 --> 05:28.220] I...
[05:28.220 --> 05:29.900] [*]
[05:29.900 --> 05:30.780] I'm
[05:30.780 --> 05:30.780] not
[05:30.780 --> 05:31.080] too
[05:31.080 --> 05:31.340] worried
[05:31.340 --> 05:31.580] about
[05:31.580 --> 05:31.700] the
[05:31.700 --> 05:31.940] other
[05:31.940 --> 05:32.100] [*]
[05:32.100 --> 05:32.280] classes
[05:32.280 --> 05:35.100] [*]
[05:35.100 --> 05:36.960] I'm
[05:36.960 --> 05:36.960] just
[05:36.960 --> 05:37.000] trying
[05:37.000 --> 05:37.160] to
[05:37.160 --> 05:37.460] think
[05:37.680 --> 05:38.340] Mm-hmm
[05:40.260 --> 05:41.080] Like
[05:41.080 --> 05:41.220] I
[05:41.220 --> 05:41.480] mentioned
[05:41.480 --> 05:41.600] to
[05:41.600 --> 05:41.760] you
[05:41.760 --> 05:42.040] earlier
[05:42.160 --> 05:42.340] I
[05:42.340 --> 05:42.460] do
[05:42.460 --> 05:42.620] have
[05:42.620 --> 05:42.740] a
[05:42.740 --> 05:42.980] couple
[05:42.980 --> 05:43.100] of
[05:43.100 --> 05:43.380] exams
[05:43.380 --> 05:44.000] coming
[05:44.000 --> 05:44.300] up
[05:44.300 --> 05:44.560] on
[05:44.560 --> 05:44.840] this
[05:44.840 --> 05:45.200] Friday
[05:45.200 --> 05:45.400] and
[05:45.400 --> 05:45.660] then
[05:45.660 --> 05:45.820] the
[05:45.820 --> 05:46.140] next
[05:46.140 --> 05:46.920] Friday
[05:47.920 --> 05:48.260] [*]
[05:48.260 --> 05:48.580] So
[05:48.780 --> 05:49.000] I'm
[05:49.000 --> 05:49.380] wondering
[05:49.380 --> 05:49.640] how
[05:49.640 --> 05:50.000] that'll
[05:50.000 --> 05:50.240] go
[05:50.240 --> 05:50.360] I
[05:50.360 --> 05:50.360] don't
[05:50.360 --> 05:50.460] know
[05:50.460 --> 05:50.460] if
[05:50.460 --> 05:50.840] it'll
[05:50.840 --> 05:51.000] be
[05:51.000 --> 05:51.260] okay
[05:51.260 --> 05:51.460] Okay
[05:53.240 --> 05:53.500] [*]
[05:53.500 --> 05:53.740] This
[05:53.740 --> 05:54.080] is...
[05:57.700 --> 05:58.620] [*]
[05:58.620 --> 05:59.180] I'm
[05:59.180 --> 05:59.440] definitely
[05:59.440 --> 05:59.640] a
[05:59.640 --> 05:59.880] better
[05:59.880 --> 06:00.200] class
[06:00.200 --> 06:00.680] taker
[06:00.680 --> 06:00.820] than
[06:00.820 --> 06:00.960] I
[06:00.960 --> 06:01.100] am
[06:01.100 --> 06:01.320] a
[06:01.320 --> 06:01.620] writer
[06:01.620 --> 06:02.100] I'd
[06:02.100 --> 06:02.500] much
[06:02.500 --> 06:03.000] prefer
[06:03.000 --> 06:03.560] the
[06:03.560 --> 06:05.720] [*]
[06:05.720 --> 06:06.400] multiple
[06:06.400 --> 06:07.040] choice
[06:07.040 --> 06:08.060] [*]
[06:08.060 --> 06:08.420] questions
[06:08.420 --> 06:08.860] that
[06:08.860 --> 06:09.000] you
[06:09.000 --> 06:09.240] have
[06:09.240 --> 06:09.480] to
[06:09.480 --> 06:09.600] have
[06:09.660 --> 06:10.020] Okay
[06:20.540 --> 06:20.760] [*]
[06:20.760 --> 06:21.440] Yeah
[06:23.360 --> 06:23.880] [*]
[06:23.880 --> 06:24.260] Yeah
[06:25.040 --> 06:25.040] Okay
[06:27.700 --> 06:44.100] [*]
[06:44.100 --> 06:44.340] Not
[06:44.340 --> 06:44.960] [*]
[06:44.960 --> 06:45.160] a
[06:45.160 --> 06:45.420] whole
[06:45.420 --> 06:45.740] lot
[06:45.900 --> 06:46.160] which
[06:46.160 --> 06:46.260] is
[06:46.260 --> 06:46.400] [*]
[06:46.400 --> 06:46.920] kind
[06:46.920 --> 06:47.160] of
[06:47.160 --> 06:47.360] [*]
[06:47.360 --> 06:47.560] depressing
[06:47.620 --> 06:48.060] I
[06:48.060 --> 06:48.540] [*]
[06:48.540 --> 06:49.820] don't
[06:49.820 --> 06:49.920] know
[06:49.920 --> 06:49.980] if
[06:49.980 --> 06:50.160] it's
[06:50.160 --> 06:50.280] just
[06:50.280 --> 06:50.540] because
[06:50.540 --> 06:50.660] the
[06:50.660 --> 06:51.060] semester
[06:51.060 --> 06:51.560] started
[06:51.560 --> 06:51.680] and
[06:51.680 --> 06:51.860] I
[06:51.860 --> 06:51.980] don't
[06:51.980 --> 06:52.040] know
[06:52.040 --> 06:52.180] what
[06:52.180 --> 06:52.320] to
[06:52.320 --> 06:52.520] do
[06:52.520 --> 06:52.820] yet
[06:52.820 --> 06:53.300] because
[06:53.300 --> 06:53.660] I
[06:53.660 --> 06:53.960] used
[06:53.960 --> 06:54.460] to
[06:54.460 --> 06:55.080] [*]
[06:55.080 --> 06:55.460] go
[06:55.460 --> 06:55.720] to
[06:55.720 --> 06:56.120] the
[06:56.120 --> 06:56.900] public
[06:56.900 --> 06:57.460] library
[06:57.460 --> 06:57.660] a
[06:57.660 --> 06:57.920] lot
[06:57.920 --> 06:58.140] I
[06:58.140 --> 06:58.300] used
[06:58.300 --> 06:58.660] to
[06:58.660 --> 06:59.020] read
[06:59.020 --> 06:59.180] [*]
[06:59.180 --> 06:59.500] there
[06:59.720 --> 07:00.200] [*]
[07:00.200 --> 07:00.380] even
[07:00.380 --> 07:00.580] if
[07:00.580 --> 07:00.680] it
[07:00.680 --> 07:00.900] was
[07:00.900 --> 07:01.140] just
[07:01.140 --> 07:01.420] a
[07:01.420 --> 07:01.720] study
[07:01.720 --> 07:02.020] to
[07:02.020 --> 07:02.180] get
[07:02.180 --> 07:02.420] out
[07:02.420 --> 07:02.500] of
[07:02.500 --> 07:02.660] the
[07:02.660 --> 07:02.960] house
[07:03.160 --> 07:04.200] [*]
[07:04.200 --> 07:04.660] because
[07:04.660 --> 07:05.660] [*]
[07:05.660 --> 07:05.780] that
[07:05.780 --> 07:06.020] was
[07:06.020 --> 07:06.200] good
[07:06.200 --> 07:06.360] for
[07:06.360 --> 07:06.540] my
[07:06.540 --> 07:06.800] mental
[07:06.800 --> 07:07.140] [*]
[07:07.140 --> 07:07.260] health
[07:07.420 --> 07:07.920] I
[07:07.920 --> 07:08.240] also
[07:08.240 --> 07:08.420] used
[07:08.420 --> 07:08.600] to
[07:08.600 --> 07:08.900] volunteer
[07:08.900 --> 07:09.180] at
[07:09.180 --> 07:09.280] the
[07:09.280 --> 07:09.520] public
[07:09.520 --> 07:09.960] library
[07:12.640 --> 07:12.940] [*]
[07:12.940 --> 07:13.460] It
[07:13.460 --> 07:14.160] wasn't...
[07:14.420 --> 07:16.120] [*]
[07:16.120 --> 07:16.600] It
[07:16.600 --> 07:16.980] [*]
[07:16.980 --> 07:17.160] was
[07:17.160 --> 07:17.480] like
[07:17.580 --> 07:17.740] I
[07:17.740 --> 07:18.040] just
[07:18.040 --> 07:18.420] sat
[07:18.420 --> 07:18.820] there
[07:18.820 --> 07:18.980] at
[07:18.980 --> 07:19.160] the
[07:19.160 --> 07:19.400] welcome
[07:19.400 --> 07:19.800] desk
[07:19.800 --> 07:20.020] and
[07:20.020 --> 07:20.240] said
[07:20.240 --> 07:20.460] hi
[07:20.460 --> 07:20.620] to
[07:20.620 --> 07:20.820] [*]
[07:20.820 --> 07:21.000] people
[07:21.000 --> 07:21.360] and
[07:21.360 --> 07:21.920] stuff
