/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[02:41.160 --> 02:41.480] the
[02:41.480 --> 02:42.200] strangest
[02:42.200 --> 02:42.500] game
[02:42.500 --> 02:42.720] [*]
[02:42.720 --> 02:42.880] ever
[02:42.880 --> 02:44.660] [*]
[02:44.660 --> 02:45.140] um
[02:45.140 --> 02:45.520] [*]
[02:45.520 --> 02:45.820] you
[02:45.820 --> 02:46.360] can
[02:46.360 --> 02:46.700] just
[02:46.700 --> 02:47.400] [*]
[02:47.400 --> 02:47.540] run
[02:47.540 --> 02:47.840] around
[02:47.840 --> 02:48.000] the
[02:48.000 --> 02:48.440] city
[02:48.440 --> 02:49.020] [*]
[02:49.020 --> 02:49.200] and
[02:49.200 --> 02:49.700] cause
[02:49.700 --> 02:50.220] chaos
[02:51.940 --> 02:51.940] the
[02:51.940 --> 02:52.080] game
[02:52.080 --> 02:52.300] is
[02:52.300 --> 02:52.420] like
[02:52.420 --> 02:52.800] super
[02:52.800 --> 02:53.220] weird
[02:53.220 --> 02:53.420] like
[02:53.420 --> 02:53.560] you
[02:53.560 --> 02:53.720] can
[02:53.720 --> 02:54.180] drive
[02:54.180 --> 02:54.660] cars
[02:54.660 --> 02:54.860] [*]
[02:54.860 --> 02:55.180] even
[02:55.180 --> 02:55.380] though
[02:55.380 --> 02:55.460] you
[02:55.460 --> 02:55.760] don't
[02:55.760 --> 02:55.960] have
[02:55.960 --> 02:56.640] thumbs
[02:56.640 --> 02:56.980] [*]
[02:56.980 --> 02:57.500] uh
[02:57.500 --> 02:58.160] [*]
[02:58.160 --> 02:58.480] you
[02:58.480 --> 02:58.700] can
[02:58.700 --> 02:58.980] [*]
[02:58.980 --> 02:59.140] cause
[02:59.140 --> 02:59.700] global
[02:59.700 --> 03:00.040] [*]
[03:00.040 --> 03:00.380] warming
[03:00.380 --> 03:00.880] [*]
[03:00.880 --> 03:01.280] turn
[03:01.280 --> 03:01.620] into
[03:01.620 --> 03:02.300] you
[03:02.300 --> 03:02.560] can
[03:02.560 --> 03:02.880] also
[03:02.880 --> 03:03.140] get
[03:03.140 --> 03:03.360] like
[03:03.360 --> 03:03.620] [*]
[03:03.620 --> 03:03.860] skins
[03:03.860 --> 03:04.600] like
[03:04.600 --> 03:04.920] you
[03:04.920 --> 03:05.360] can
[03:05.360 --> 03:05.460] get
[03:05.460 --> 03:05.660] [*]
[03:05.660 --> 03:05.840] demon
[03:05.840 --> 03:06.240] go
[03:06.240 --> 03:06.420] you
[03:06.420 --> 03:06.560] can
[03:06.560 --> 03:06.780] get
[03:06.780 --> 03:07.180] [*]
[03:07.180 --> 03:07.340] swallowed
[03:07.340 --> 03:07.760] by
[03:07.760 --> 03:08.300] moby
[03:08.300 --> 03:08.880] dick
[03:08.880 --> 03:10.120] [*]
[03:10.120 --> 03:10.240] uh
[03:10.240 --> 03:12.420] [*]
[03:12.420 --> 03:12.620] you
[03:12.620 --> 03:13.120] [*]
[03:13.120 --> 03:13.220] can
[03:13.220 --> 03:14.140] [*]
[03:14.140 --> 03:14.620] yeah
[03:25.640 --> 03:26.800] [*]
[03:26.800 --> 03:27.680] um
[03:27.680 --> 03:27.880] [*]
[03:27.880 --> 03:28.820] i
[03:28.820 --> 03:29.340] [*]
[03:29.340 --> 03:29.460] usually
[03:29.460 --> 03:29.880] just
[03:29.880 --> 03:30.180] kind
[03:30.180 --> 03:30.580] of
[03:30.580 --> 03:32.420] [*]
[03:32.420 --> 03:32.560] i
[03:32.560 --> 03:33.420] [*]
[03:33.420 --> 03:33.900] take
[03:33.900 --> 03:34.380] off
[03:34.380 --> 03:34.580] my
[03:34.580 --> 03:35.020] backpack
[03:35.020 --> 03:36.660] [*]
[03:36.660 --> 03:37.020] um
[03:37.020 --> 03:37.480] walk
[03:37.480 --> 03:37.800] [*]
[03:37.800 --> 03:37.900] over
[03:37.900 --> 03:38.040] to
[03:38.040 --> 03:38.180] the
[03:38.180 --> 03:38.280] [*]
[03:38.280 --> 03:38.640] couch
[03:38.640 --> 03:39.660] [*]
[03:39.660 --> 03:39.760] get
[03:39.760 --> 03:39.940] the
[03:39.940 --> 03:40.340] tablet
[03:40.340 --> 03:40.640] and
[03:40.640 --> 03:40.900] just
[03:40.900 --> 03:41.180] watch
[03:41.180 --> 03:41.520] some
[03:41.520 --> 03:42.020] tv
[03:43.900 --> 03:43.900] until
[03:43.900 --> 03:44.520] [*]
[03:44.520 --> 03:44.760] like
[03:48.120 --> 03:48.120] maybe
[03:48.120 --> 03:48.480] five
[03:48.480 --> 03:48.700] [*]
[03:48.700 --> 03:49.260] o'clock
[03:49.260 --> 03:49.380] [*]
[03:49.380 --> 03:50.080] and
[03:50.080 --> 03:50.940] [*]
[03:50.940 --> 03:51.040] then
[03:51.040 --> 03:51.300] like
[03:51.300 --> 03:51.540] [*]
[03:51.540 --> 03:51.920] dinner's
[03:51.920 --> 03:52.100] [*]
[03:52.100 --> 03:52.260] ready
[03:52.260 --> 03:53.020] and
[03:53.020 --> 03:54.240] [*]
[03:54.240 --> 03:54.420] yeah
[03:55.640 --> 03:58.140] [*]
[03:58.140 --> 03:59.160] um
[03:59.160 --> 03:59.800] [*]
[03:59.800 --> 04:02.280] it's
[04:02.280 --> 04:02.420] a
[04:02.420 --> 04:02.700] [*]
[04:02.700 --> 04:03.460] combination
[04:03.460 --> 04:04.020] [*]
[04:04.020 --> 04:04.200] of
[04:04.200 --> 04:04.760] [*]
[04:04.760 --> 04:05.460] shows
[04:05.460 --> 04:05.680] and
[04:05.680 --> 04:06.040] youtube
[04:06.040 --> 04:06.560] channels
[04:10.600 --> 04:10.600] yeah
[04:17.340 --> 04:17.520] um
[04:17.520 --> 04:18.540] [*]
[04:18.540 --> 04:19.340] well
[04:19.340 --> 04:19.740] [*]
[04:19.740 --> 04:20.460] uh
[04:20.460 --> 04:20.940] [*]
[04:20.940 --> 04:21.280] my
[04:21.280 --> 04:21.600] dad
[04:21.600 --> 04:21.960] plays
[04:21.960 --> 04:22.320] this
[04:22.320 --> 04:22.700] [*]
[04:22.700 --> 04:22.980] video
[04:22.980 --> 04:23.340] game
[04:23.340 --> 04:23.780] [*]
[04:23.780 --> 04:24.100] called
[04:24.100 --> 04:24.620] destiny
[04:24.620 --> 04:25.340] [*]
[04:25.340 --> 04:25.540] 2
[04:25.640 --> 04:27.100] it's
[04:27.100 --> 04:27.480] like
[04:27.480 --> 04:27.820] uh
[04:27.820 --> 04:28.340] [*]
[04:28.340 --> 04:29.180] fortnite
[04:29.180 --> 04:29.340] but
[04:29.340 --> 04:29.500] it
[04:29.500 --> 04:29.780] [*]
[04:29.780 --> 04:30.000] has
[04:30.000 --> 04:30.280] a
[04:30.280 --> 04:30.660] way
[04:30.660 --> 04:30.940] [*]
[04:30.940 --> 04:31.040] better
[04:31.040 --> 04:31.440] [*]
[04:31.440 --> 04:31.580] plot
[04:31.580 --> 04:31.860] and
[04:31.860 --> 04:32.040] there
[04:32.040 --> 04:32.420] aren't
[04:32.420 --> 04:32.600] thing
[04:32.600 --> 04:33.000] and
[04:33.000 --> 04:33.660] it
[04:33.660 --> 04:34.160] can't
[04:34.160 --> 04:34.320] put
[04:34.320 --> 04:34.540] a
[04:34.540 --> 04:34.620] [*]
[04:34.620 --> 04:35.120] hamburger
[04:35.120 --> 04:35.620] on
[04:35.620 --> 04:35.780] your
[04:35.780 --> 04:36.080] head
[04:36.080 --> 04:37.120] [*]
[04:37.120 --> 04:37.360] i
[04:37.360 --> 04:37.860] kind
[04:37.860 --> 04:38.020] [*]
[04:38.020 --> 04:38.120] of
[04:38.120 --> 04:38.380] hate
[04:38.380 --> 04:39.040] fortnite
[04:39.040 --> 04:39.220] because
[04:39.220 --> 04:39.500] it's
[04:39.500 --> 04:39.680] just
[04:39.680 --> 04:39.820] kind
[04:39.820 --> 04:40.060] of
[04:40.060 --> 04:40.180] a
[04:40.180 --> 04:40.540] dumb
[04:40.540 --> 04:41.140] game
[04:41.140 --> 04:41.260] and
[04:41.260 --> 04:41.420] i'm
[04:41.420 --> 04:41.580] just
[04:41.580 --> 04:41.820] [*]
[04:41.820 --> 04:41.940] like
[04:41.940 --> 04:43.040] why
[04:43.040 --> 04:43.260] are
[04:43.260 --> 04:43.480] you
[04:43.480 --> 04:43.740] wearing
[04:43.740 --> 04:43.860] a
[04:43.860 --> 04:44.400] hamburger
[04:44.400 --> 04:44.760] on
[04:44.760 --> 04:44.980] your
[04:44.980 --> 04:45.260] head
[04:48.620 --> 04:48.620] yeah
[04:51.540 --> 04:51.540] but
[04:51.540 --> 04:51.940] uh
[04:51.940 --> 04:53.340] [*]
[04:53.340 --> 04:53.540] and
[04:53.540 --> 04:53.780] [*]
[04:53.780 --> 04:54.160] destiny
[04:54.160 --> 04:55.060] [*]
[04:55.060 --> 04:55.220] like
[04:55.640 --> 04:55.940] [*]
[04:55.940 --> 04:56.640] it's
[04:56.640 --> 04:56.720] in
[04:56.720 --> 04:56.920] [*]
[04:56.920 --> 04:57.040] the
[04:57.040 --> 04:57.620] [*]
[04:57.620 --> 04:57.840] future
[04:57.840 --> 04:58.220] and
[04:58.220 --> 04:58.480] earth
[04:58.480 --> 04:58.640] is
[04:58.640 --> 04:58.880] getting
[04:58.880 --> 04:59.240] attacked
[04:59.240 --> 04:59.260] [*]
[04:59.260 --> 05:00.040] by
[05:00.040 --> 05:00.780] [*]
[05:00.780 --> 05:00.980] a
[05:00.980 --> 05:01.140] [*]
[05:01.140 --> 05:01.280] bunch
[05:01.280 --> 05:01.480] of
[05:01.480 --> 05:01.700] different
[05:01.700 --> 05:02.120] races
[05:02.120 --> 05:02.320] of
[05:02.320 --> 05:02.680] aliens
[05:05.240 --> 05:05.240] uh
[05:05.240 --> 05:06.680] [*]
[05:06.680 --> 05:07.000] and
[05:07.000 --> 05:07.020] [*]
[05:07.020 --> 05:07.700] yeah
[05:14.340 --> 05:14.340] yeah
[05:14.340 --> 05:14.500] [*]
[05:14.500 --> 05:14.740] but
[05:14.740 --> 05:15.440] [*]
[05:15.440 --> 05:16.140] the
[05:16.140 --> 05:17.080] it's
[05:17.080 --> 05:17.540] not
[05:17.540 --> 05:18.100] [*]
[05:18.100 --> 05:18.520] even
[05:18.520 --> 05:18.740] though
[05:18.740 --> 05:18.920] it's
[05:18.920 --> 05:18.980] an
[05:18.980 --> 05:19.160] open
[05:19.160 --> 05:19.500] world
[05:19.500 --> 05:19.860] game
[05:19.860 --> 05:19.960] [*]
[05:19.960 --> 05:20.280] the
[05:20.280 --> 05:20.760] [*]
[05:20.760 --> 05:20.960] world
[05:20.960 --> 05:21.160] [*]
[05:21.160 --> 05:21.480] is
[05:22.020 --> 05:22.900] pretty
[05:22.900 --> 05:23.440] small
[05:23.440 --> 05:23.680] like
[05:23.680 --> 05:23.780] in
[05:23.780 --> 05:24.000] real
[05:24.000 --> 05:24.360] life
[05:24.360 --> 05:24.560] the
[05:24.560 --> 05:24.880] [*]
[05:24.880 --> 05:25.320] world
[05:25.320 --> 05:25.520] would
[05:25.520 --> 05:25.760] probably
[05:25.760 --> 05:26.000] only
[05:26.000 --> 05:26.180] be
[05:26.180 --> 05:26.240] the
[05:26.240 --> 05:26.440] last
[05:26.440 --> 05:26.560] place
[05:26.560 --> 05:26.560] to
[05:26.560 --> 05:26.560] go
[05:26.560 --> 05:26.560] but
[05:26.560 --> 05:26.560] the
[05:26.560 --> 05:26.560] be
[05:26.560 --> 05:26.560] like
[05:26.560 --> 05:27.140] [*]
[05:27.140 --> 05:27.880] two
[05:27.880 --> 05:28.380] [*]
[05:28.380 --> 05:28.580] miles
[05:28.580 --> 05:29.140] [*]
[05:29.140 --> 05:29.780] uh
[05:29.780 --> 05:30.920] [*]
[05:30.920 --> 05:31.280] so
[05:31.280 --> 05:31.560] there's
[05:31.560 --> 05:31.760] not
[05:31.760 --> 05:31.800] a
[05:31.800 --> 05:32.020] lot
[05:32.020 --> 05:32.220] to
[05:32.220 --> 05:32.500] [*]
[05:32.500 --> 05:32.760] explore
[05:32.760 --> 05:33.080] so
[05:33.080 --> 05:33.200] i
[05:33.200 --> 05:33.400] get
[05:33.400 --> 05:33.800] bored
[05:33.800 --> 05:33.920] of
[05:33.920 --> 05:34.140] it
[05:34.140 --> 05:34.180] [*]
[05:34.180 --> 05:34.560] sometimes
[05:36.480 --> 05:36.480] but
[05:36.480 --> 05:36.840] uh
[05:36.840 --> 05:37.340] then
[05:37.340 --> 05:37.640] there's
[05:37.640 --> 05:37.840] this
[05:37.840 --> 05:38.140] game
[05:38.140 --> 05:38.340] that
[05:38.340 --> 05:38.400] i
[05:38.400 --> 05:38.640] want
[05:38.640 --> 05:38.820] my
[05:38.820 --> 05:39.240] dad
[05:39.240 --> 05:39.420] to
[05:39.420 --> 05:39.680] play
[05:39.680 --> 05:39.920] again
[05:39.920 --> 05:40.220] it's
[05:40.220 --> 05:40.520] called
[05:40.520 --> 05:40.860] red
[05:40.860 --> 05:41.220] [*]
[05:41.220 --> 05:41.360] dead
[05:41.360 --> 05:41.780] redemption
[05:41.780 --> 05:41.920] [*]
[05:41.920 --> 05:42.420] 2
[05:42.420 --> 05:43.100] [*]
[05:43.100 --> 05:43.760] and
[05:43.760 --> 05:44.320] it
[05:44.320 --> 05:44.600] is
[05:44.600 --> 05:44.780] one
[05:44.780 --> 05:45.020] of
[05:45.020 --> 05:45.240] the
[05:45.240 --> 05:45.680] best
[05:45.680 --> 05:45.940] [*]
[05:45.940 --> 05:46.080] games
[05:46.080 --> 05:46.320] of
[05:46.320 --> 05:46.580] all
[05:46.580 --> 05:46.980] time
[05:46.980 --> 05:48.080] [*]
[05:48.080 --> 05:49.100] it's
[05:49.100 --> 05:49.500] set
[05:49.500 --> 05:49.820] in
[05:49.820 --> 05:50.260] the
[05:50.260 --> 05:50.660] [*]
[05:50.660 --> 05:50.820] 18
[05:50.820 --> 05:51.680] [*]
[05:51.680 --> 05:52.220] in
[05:52.220 --> 05:53.440] 1899
[05:53.440 --> 05:53.480] [*]
[05:53.480 --> 05:53.820] to
[05:53.820 --> 05:54.520] 1907
[05:55.580 --> 05:55.940] [*]
[05:55.940 --> 05:56.180] um
[05:56.180 --> 05:57.060] it's
[05:57.060 --> 05:57.240] a
[05:57.240 --> 05:57.320] [*]
[05:57.320 --> 05:57.740] cowboy
[05:57.740 --> 05:58.220] game
[05:58.220 --> 05:58.640] and
[05:58.640 --> 05:59.080] [*]
[05:59.080 --> 05:59.500] the
[05:59.500 --> 05:59.940] people
[05:59.940 --> 06:00.120] in
[06:00.120 --> 06:00.360] it
[06:00.360 --> 06:00.680] look
[06:00.680 --> 06:01.240] so
[06:01.240 --> 06:01.840] [*]
[06:01.840 --> 06:02.340] freaking
[06:02.340 --> 06:02.920] [*]
[06:02.920 --> 06:03.140] realistic
[06:05.460 --> 06:05.460] like
[06:05.460 --> 06:06.140] [*]
[06:06.140 --> 06:06.820] you
[06:06.820 --> 06:07.160] can
[06:07.160 --> 06:07.780] see
[06:07.780 --> 06:08.260] like
[06:08.260 --> 06:08.560] [*]
[06:08.560 --> 06:08.740] their
[06:08.740 --> 06:09.460] [*]
[06:09.460 --> 06:09.660] pores
[06:09.660 --> 06:10.620] uh
[06:10.620 --> 06:12.260] [*]
[06:12.260 --> 06:16.140] you're
[06:16.140 --> 06:16.300] part
[06:16.300 --> 06:16.520] of
[06:16.520 --> 06:16.820] a
[06:16.820 --> 06:17.620] gang
[06:17.620 --> 06:18.460] [*]
[06:18.460 --> 06:18.660] um
[06:18.660 --> 06:19.500] but
[06:19.500 --> 06:19.840] there's
[06:19.840 --> 06:19.920] like
[06:19.920 --> 06:20.240] a
[06:20.240 --> 06:20.800] [*]
[06:20.800 --> 06:21.000] story
[06:21.000 --> 06:21.680] and
[06:21.680 --> 06:22.360] [*]
[06:22.360 --> 06:22.820] you
[06:22.820 --> 06:23.260] have
[06:23.260 --> 06:23.720] to
[06:23.720 --> 06:24.100] [*]
[06:24.100 --> 06:24.200] well
[06:24.200 --> 06:24.400] what
[06:24.400 --> 06:24.640] the
[06:24.640 --> 06:25.300] what
[06:25.300 --> 06:25.500] just
[06:25.500 --> 06:25.840] happened
[06:26.540 --> 06:26.540] um
[06:26.540 --> 06:26.820] it
[06:26.820 --> 06:27.080] says
[06:27.080 --> 06:27.280] an
[06:27.280 --> 06:27.560] update
[06:27.560 --> 06:27.760] is
[06:27.760 --> 06:28.160] available
[06:28.160 --> 06:28.400] for
[06:28.400 --> 06:28.620] my
[06:28.620 --> 06:28.920] mac
[06:28.920 --> 06:29.100] what
[06:29.100 --> 06:29.240] the
[06:29.240 --> 06:29.580] heck's
[06:29.580 --> 06:29.940] happening
[06:33.800 --> 06:33.800] uh
[06:33.800 --> 06:34.800] there
[06:34.800 --> 06:35.760] [*]
[06:35.760 --> 06:35.920] we
[06:35.920 --> 06:36.080] go
[06:36.080 --> 06:37.000] [*]
[06:37.000 --> 06:37.440] okay
[06:37.440 --> 06:38.000] [*]
[06:38.000 --> 06:38.520] um
[06:38.520 --> 06:38.600] [*]
[06:38.600 --> 06:39.200] but
[06:43.320 --> 06:43.320] yeah
[06:43.320 --> 06:44.120] um
[06:44.120 --> 06:45.220] and
[06:45.220 --> 06:45.520] [*]
[06:45.520 --> 06:45.660] the
[06:45.660 --> 06:46.060] first
[06:46.060 --> 06:46.540] couple
[06:46.540 --> 06:46.740] [*]
[06:46.740 --> 06:46.840] of
[06:46.840 --> 06:47.060] [*]
[06:47.060 --> 06:47.160] parts
[06:47.160 --> 06:47.340] of
[06:47.340 --> 06:47.680] it
[06:47.680 --> 06:48.880] [*]
[06:48.880 --> 06:49.080] you
[06:49.080 --> 06:50.220] [*]
[06:50.220 --> 06:50.960] kind
[06:50.960 --> 06:51.380] [*]
[06:51.380 --> 06:51.500] of
[06:51.500 --> 06:52.400] [*]
[06:52.400 --> 06:52.620] go
[06:52.620 --> 06:53.040] around
[06:53.040 --> 06:53.240] and
[06:53.240 --> 06:53.580] rob
[06:53.580 --> 06:53.960] [*]
[06:53.960 --> 06:54.100] banks
[06:54.100 --> 06:54.500] but
[06:56.180 --> 06:56.180] then
[06:56.180 --> 06:56.500] you
[06:56.500 --> 06:57.120] realize
[06:57.120 --> 06:57.860] that
[06:57.860 --> 06:58.660] [*]
[06:58.660 --> 06:58.780] like
[06:58.780 --> 07:00.160] [*]
[07:00.160 --> 07:00.440] the
[07:00.440 --> 07:01.760] [*]
[07:01.760 --> 07:02.400] gang's
[07:02.400 --> 07:02.700] [*]
[07:02.700 --> 07:02.880] boss
[07:02.880 --> 07:03.500] [*]
[07:03.500 --> 07:03.700] and
[07:03.700 --> 07:04.740] [*]
[07:04.740 --> 07:05.140] this
[07:05.140 --> 07:05.380] other
[07:05.380 --> 07:05.620] guy
