/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[01:52.320 --> 01:52.520] yeah
[01:58.980 --> 01:59.560] [*]
[01:59.560 --> 01:59.780] Yes
[02:04.620 --> 02:05.420] Yeah
[02:05.420 --> 02:05.520] Yeah
[02:11.220 --> 02:11.560] [*]
[02:11.560 --> 02:12.100] Hmm
[02:12.320 --> 02:12.580] [*]
[02:12.580 --> 02:13.040] I'd
[02:13.040 --> 02:13.160] say
[02:13.160 --> 02:13.480] they've
[02:13.480 --> 02:13.640] been
[02:13.640 --> 02:14.020] going
[02:14.020 --> 02:14.140] pretty
[02:14.140 --> 02:14.460] well
[02:22.300 --> 02:22.400] Yep
[02:30.080 --> 02:30.080] Okay
[02:40.700 --> 02:41.140] Mm-hmm
[02:44.660 --> 02:44.980] Mm-hmm
[02:44.980 --> 02:45.320] Mm-hmm
[02:45.500 --> 02:47.640] [*]
[02:47.640 --> 02:48.460] I
[02:48.460 --> 02:48.640] think
[02:48.640 --> 02:48.820] I
[02:48.820 --> 02:49.140] feel
[02:49.140 --> 02:49.320] slightly
[02:49.320 --> 02:49.840] more
[02:49.840 --> 02:50.180] mature
[02:53.080 --> 02:53.080] more
[02:53.080 --> 02:53.400] tired
[02:53.400 --> 02:53.900] by
[02:53.900 --> 02:54.260] things
[02:56.220 --> 02:56.220] that
[02:56.220 --> 02:56.740] as
[02:56.740 --> 02:57.300] tiring
[03:01.500 --> 03:01.500] yeah
[03:02.880 --> 03:03.520] that's
[03:03.520 --> 03:03.600] pretty
[03:03.600 --> 03:03.880] much
[03:03.880 --> 03:04.120] it
[03:41.140 --> 03:41.300] I'm
[03:41.300 --> 03:41.420] not
[03:41.420 --> 03:41.740] sure
[03:41.740 --> 03:42.080] honestly
[03:45.060 --> 03:45.060] I
[03:45.060 --> 03:45.460] I
[03:45.460 --> 03:45.720] I
[03:45.720 --> 03:45.900] I
[03:45.900 --> 03:46.060] I
[03:46.060 --> 03:46.500] I
[03:47.260 --> 03:47.260] I
[03:47.260 --> 03:47.280] I
[03:47.340 --> 03:47.400] I
[03:47.400 --> 03:47.420] I
[03:47.460 --> 03:47.580] know
[03:53.620 --> 03:53.740] yeah
[04:00.900 --> 04:00.900] true
[04:10.040 --> 04:10.040] yeah
[04:13.200 --> 04:13.200] they
[04:13.200 --> 04:13.420] move
[04:13.420 --> 04:13.660] on
[04:13.660 --> 04:13.780] to
[04:13.780 --> 04:13.980] like
[04:13.980 --> 04:14.200] different
[04:14.200 --> 04:14.260] [*]
[04:14.260 --> 04:14.760] interests
[04:14.760 --> 04:15.120] and
[04:15.120 --> 04:15.640] like
[04:15.640 --> 04:15.800] you
[04:15.800 --> 04:15.860] know
[04:15.860 --> 04:16.140] [*]
[04:16.140 --> 04:16.460] You
[04:16.460 --> 04:16.640] know
[04:16.740 --> 04:17.880] [*]
[04:17.880 --> 04:18.740] they
[04:18.740 --> 04:18.940] just
[04:18.940 --> 04:19.260] change
[04:28.160 --> 04:28.260] Hmm
[04:30.480 --> 04:31.460] Well
[04:31.560 --> 04:31.700] with
[04:31.700 --> 04:31.920] how
[04:31.920 --> 04:32.120] high
[04:32.120 --> 04:32.360] [*]
[04:32.360 --> 04:32.480] school
[04:32.480 --> 04:32.720] is
[04:32.720 --> 04:32.940] and
[04:32.940 --> 04:33.180] how
[04:33.180 --> 04:33.640] we
[04:33.640 --> 04:33.860] change
[04:33.860 --> 04:34.240] classes
[04:34.240 --> 04:34.580] and
[04:34.580 --> 04:34.940] stuff
[04:35.040 --> 04:35.360] So
[04:35.360 --> 04:37.560] [*]
[04:37.560 --> 04:37.680] sometimes
[04:37.680 --> 04:38.300] [*]
[04:38.300 --> 04:38.660] there's
[04:38.660 --> 04:38.860] less
[04:38.860 --> 04:39.160] time
[04:39.160 --> 04:39.380] to
[04:39.380 --> 04:39.540] see
[04:39.540 --> 04:39.940] people
[04:40.520 --> 04:40.840] And
[04:40.840 --> 04:41.940] [*]
[04:41.940 --> 04:42.160] yeah
[04:42.400 --> 04:43.140] so
[04:46.020 --> 04:46.020] Sometimes
[04:46.020 --> 04:46.520] [*]
[04:46.520 --> 04:46.880] So
[04:46.880 --> 04:47.060] it
[04:47.060 --> 04:47.220] [*]
[04:47.220 --> 04:47.400] changes
[04:47.400 --> 04:47.940] often
[04:48.220 --> 04:48.540] too
[04:48.660 --> 04:48.940] so
[04:50.560 --> 04:51.000] [*]
[04:51.000 --> 04:51.200] Like
[04:51.200 --> 04:51.700] very
[04:51.700 --> 04:52.080] [*]
[04:52.080 --> 04:52.220] flexible
[04:58.560 --> 04:58.800] [*]
[04:58.800 --> 04:59.520] Yeah
[05:01.160 --> 05:01.920] [*]
[05:01.920 --> 05:02.080] Still
[05:02.080 --> 05:02.160] [*]
[05:02.160 --> 05:02.480] talk
[05:02.480 --> 05:02.660] [*]
[05:02.660 --> 05:02.820] with
[05:02.820 --> 05:03.500] [*]
[05:03.500 --> 05:03.760] everybody
[05:03.760 --> 05:04.180] and
[05:04.180 --> 05:04.340] like
[05:04.340 --> 05:04.660] help
[05:04.660 --> 05:04.880] with
[05:04.880 --> 05:05.360] people
[05:05.480 --> 05:05.800] but
[05:06.960 --> 05:07.940] Not
[05:07.940 --> 05:08.180] as
[05:08.180 --> 05:08.500] much
[05:08.500 --> 05:08.640] when
[05:08.640 --> 05:08.720] we
[05:08.720 --> 05:08.900] have
[05:08.900 --> 05:09.060] the
[05:09.060 --> 05:09.280] same
[05:09.280 --> 05:09.620] classes
[05:09.620 --> 05:10.080] because
[05:10.080 --> 05:10.720] [*]
[05:10.720 --> 05:11.300] not
[05:11.300 --> 05:11.500] as
[05:11.500 --> 05:11.740] much
[05:11.740 --> 05:12.060] time
[05:12.900 --> 05:13.220] atisfaction
[05:13.220 --> 05:13.440] both
[05:13.440 --> 05:13.620] would
[05:13.620 --> 05:14.100] be
[05:14.100 --> 05:14.180] nice
[05:16.200 --> 05:16.540] But
[05:16.540 --> 05:16.600] I
[05:16.600 --> 05:16.840] don't
[05:16.840 --> 05:16.860] know
[05:16.860 --> 05:16.860] if
[05:16.860 --> 05:16.900] you
[05:16.900 --> 05:17.680] can
[05:17.680 --> 05:17.940] do
[05:17.940 --> 05:17.940] that
[05:17.940 --> 05:17.940] but
[05:20.540 --> 05:22.920] [*]
[05:22.920 --> 05:23.200] It
[05:23.200 --> 05:23.560] depends
[05:26.640 --> 05:26.900] Well
[05:27.020 --> 05:27.020] tell
[05:27.020 --> 05:27.020] me
[05:27.020 --> 05:27.360] how
[05:27.360 --> 05:27.860] [*]
[05:27.860 --> 05:28.720] to
[05:29.320 --> 05:29.600] I
[05:29.600 --> 05:29.720] got
[05:29.720 --> 05:29.720] to
[05:29.720 --> 05:30.260] figure
[05:30.260 --> 05:30.260] out
[05:30.260 --> 05:30.260] a
[05:30.260 --> 05:30.380] way
[05:30.380 --> 05:30.480] to
[05:30.480 --> 05:30.740] just
[05:30.840 --> 05:30.840] you
[05:30.840 --> 05:31.900] know
[05:31.900 --> 05:31.900] say
[05:32.540 --> 05:32.880] Yes
[05:33.400 --> 05:33.400] absolutely
[05:41.600 --> 05:41.880] [*]
[05:41.880 --> 05:42.320] Thank
[05:42.320 --> 05:42.360] you
[05:42.440 --> 05:42.720] Thank
[05:42.720 --> 05:42.720] you
[05:42.720 --> 05:42.740] so
[05:42.740 --> 05:42.740] much
[05:42.800 --> 05:43.300] Thank
[05:43.300 --> 05:43.300] you
[05:43.380 --> 05:43.520] cette
[05:43.520 --> 05:44.240] [*]
[05:44.240 --> 05:44.780] I
[05:44.780 --> 05:45.420] [*]
[05:45.420 --> 05:45.540] know
[05:45.540 --> 05:45.700] they
[05:45.700 --> 05:46.080] built
[05:46.080 --> 05:46.280] a
[05:46.280 --> 05:46.860] ton
[05:46.860 --> 05:47.260] [*]
[05:47.260 --> 05:47.460] of
[05:47.460 --> 05:47.640] new
[05:47.640 --> 05:47.860] [*]
[05:47.860 --> 05:48.020] stuff
[05:48.020 --> 05:48.400] in
[05:48.400 --> 05:48.720] Marion
[05:48.900 --> 05:49.220] but
[05:49.220 --> 05:50.420] [*]
[05:50.420 --> 05:50.600] other
[05:50.600 --> 05:50.840] than
[05:50.840 --> 05:51.120] that
[05:51.180 --> 05:51.400] not
[05:51.400 --> 05:51.820] really
[06:30.900 --> 06:30.900] I
[06:30.900 --> 06:31.180] don't
[06:31.180 --> 06:31.300] know
[06:32.900 --> 06:33.340] [*]
[06:33.340 --> 06:33.700] I
[06:33.700 --> 06:33.960] haven't
[06:33.960 --> 06:34.100] had
[06:34.100 --> 06:34.280] much
[06:34.280 --> 06:34.580] time
[06:34.580 --> 06:34.780] to
[06:34.780 --> 06:34.920] really
[06:34.920 --> 06:35.140] think
[06:35.140 --> 06:35.340] about
[06:35.340 --> 06:35.440] the
[06:35.440 --> 06:35.700] future
[06:35.700 --> 06:35.920] as
[06:35.920 --> 06:36.180] much
[06:36.340 --> 06:36.600] [*]
[06:36.600 --> 06:36.820] Just
[06:37.000 --> 06:37.240] like
[06:37.320 --> 06:38.380] [*]
[06:38.380 --> 06:39.080] you
[06:39.080 --> 06:39.220] [*]
[06:39.220 --> 06:39.340] know
[06:39.340 --> 06:39.720] focus
[06:39.720 --> 06:40.080] more
[06:40.080 --> 06:40.300] on
[06:40.380 --> 06:40.580] like
[06:40.660 --> 06:41.420] the
[06:41.420 --> 06:41.780] present
[06:42.020 --> 06:42.620] Like
[06:42.720 --> 06:43.060] what's
[06:43.060 --> 06:43.300] about
[06:43.300 --> 06:43.480] the
[06:43.480 --> 06:43.780] future
[06:43.780 --> 06:43.940] What's
[06:43.940 --> 06:43.940] about
[06:43.940 --> 06:43.980] to
[06:43.980 --> 06:44.040] happen
[06:44.900 --> 06:45.340] [*]
[06:45.340 --> 06:45.480] And
[06:45.600 --> 06:45.620] like
[06:45.700 --> 06:45.900] right
[06:45.900 --> 06:46.160] about
[06:46.160 --> 06:46.320] to
[06:46.320 --> 06:46.600] happen
[06:46.620 --> 06:46.740] And
[06:46.760 --> 06:47.320] yeah
[06:53.300 --> 06:53.680] [*]
[06:53.680 --> 06:54.140] Yeah
[06:54.140 --> 06:54.160] Yeah
[07:23.780 --> 07:23.780] Pretty
[07:23.780 --> 07:24.240] good
[07:24.240 --> 07:24.420] in
[07:24.420 --> 07:24.620] history
[07:24.620 --> 07:25.100] class
[07:30.580 --> 07:30.880] [*]
[07:30.880 --> 07:31.580] Let's
[07:31.580 --> 07:31.780] see
[07:32.440 --> 07:32.440] Let's
[07:32.440 --> 07:32.440] see
[07:38.460 --> 07:39.080] I'm
[07:39.080 --> 07:39.260] going
[07:39.260 --> 07:39.720] [*]
[07:39.720 --> 07:40.180] to
[07:40.180 --> 07:40.580] be
[07:40.580 --> 07:40.740] good
[07:40.740 --> 07:41.040] at
[07:41.100 --> 07:41.200] like
[07:41.260 --> 07:41.480] looking
[07:41.480 --> 07:41.560] at
[07:41.560 --> 07:41.840] stuff
[07:43.140 --> 07:43.140] Like
[07:43.300 --> 07:43.520] different
[07:43.520 --> 07:44.000] ways
[07:44.380 --> 07:44.980] That
[07:44.980 --> 07:45.160] may
[07:45.160 --> 07:45.440] be
[07:45.440 --> 07:45.800] just
[07:45.800 --> 07:46.120] more
[07:46.120 --> 07:46.500] my
[07:46.500 --> 07:46.860] ADHD
[07:46.860 --> 07:47.340] [*]
[07:47.340 --> 07:47.680] but
[07:47.680 --> 07:47.880] I
[07:47.880 --> 07:48.200] don't
[07:48.200 --> 07:48.300] know
[07:55.900 --> 07:56.600] I
[07:56.600 --> 07:56.880] like
[07:56.880 --> 07:57.180] thinking
[07:57.180 --> 07:57.480] of
[07:57.480 --> 07:57.660] different
[07:57.740 --> 07:57.900] like
[07:57.940 --> 07:58.300] solutions
[07:58.300 --> 07:58.680] for
[07:58.680 --> 07:58.920] [*]
[07:58.920 --> 07:59.040] stuff
[07:59.040 --> 07:59.320] and
[07:59.440 --> 07:59.680] like
[07:59.740 --> 08:01.760] [*]
[08:01.760 --> 08:01.880] that
[08:01.880 --> 08:02.040] would
[08:02.040 --> 08:02.240] be
[08:02.240 --> 08:02.500] harder
[08:02.500 --> 08:02.700] to
[08:02.700 --> 08:02.940] think
[08:02.940 --> 08:03.240] about
[08:03.240 --> 08:03.500] [*]
[08:03.500 --> 08:03.760] for
[08:03.760 --> 08:04.320] other
[08:04.320 --> 08:04.580] [*]
[08:04.580 --> 08:04.680] people
[08:04.680 --> 08:04.860] I
[08:04.860 --> 08:05.140] don't
[08:05.140 --> 08:05.260] know
[08:11.460 --> 08:12.280] [*]
[08:12.280 --> 08:12.420] Yeah
[08:12.420 --> 08:13.140] Creativity
[08:33.720 --> 08:33.720] I
[08:33.720 --> 08:33.880] know
[08:33.880 --> 08:34.100] it's
[08:34.120 --> 08:34.220] like
[08:34.320 --> 08:34.340] kind
[08:34.340 --> 08:34.540] of
[08:34.540 --> 08:34.860] like
[08:34.960 --> 08:35.120] a
[08:35.120 --> 08:35.380] big
[08:35.380 --> 08:35.580] part
[08:35.580 --> 08:35.680] of
[08:35.720 --> 08:35.820] like
[08:35.860 --> 08:36.000] my
[08:36.000 --> 08:36.280] [*]
[08:36.280 --> 08:36.420] personality
[08:36.420 --> 08:36.780] and
[08:36.780 --> 08:37.140] stuff
[08:37.140 --> 08:37.280] [*]
[08:37.280 --> 08:37.440] and
[08:37.600 --> 08:37.780] like
[08:37.860 --> 08:38.000] how
[08:38.000 --> 08:38.120] I
[08:38.120 --> 08:38.460] think
[08:38.460 --> 08:38.740] So
[08:40.140 --> 08:40.460] [*]
[08:40.460 --> 08:41.100] I'd
[08:41.100 --> 08:41.140] say
[08:41.140 --> 08:41.300] it
[08:41.300 --> 08:41.640] affects
[08:41.640 --> 08:41.680] I
[08:41.680 --> 08:41.860] just
[08:41.860 --> 08:42.140] felt
[08:42.140 --> 08:42.360] like
[08:42.360 --> 08:42.680] everything
[08:42.680 --> 08:43.000] I
[08:43.000 --> 08:43.400] do
[08:43.540 --> 08:44.320] [*]
[08:44.320 --> 08:44.500] just
[08:44.680 --> 08:44.880] like
[08:44.960 --> 08:45.060] how
[08:45.060 --> 08:45.220] I
[08:45.220 --> 08:45.360] go
[08:45.360 --> 08:45.600] about
[08:45.600 --> 08:45.900] [*]
[08:45.900 --> 08:46.100] things
[08:46.320 --> 08:47.580] [*]
[08:47.580 --> 08:47.960] like
[08:48.060 --> 08:48.220] what
[08:48.220 --> 08:48.320] I
[08:48.320 --> 08:48.660] say
[08:48.800 --> 08:49.060] how
[08:49.060 --> 08:49.200] I
[08:49.200 --> 08:49.500] think
[08:49.500 --> 08:49.800] about
[08:49.800 --> 08:50.260] problems
[08:50.260 --> 08:50.660] at
[08:50.660 --> 08:51.080] school
[08:51.260 --> 08:51.520] like
[08:51.740 --> 08:53.080] [*]
[08:53.080 --> 08:53.320] problems
[08:53.500 --> 08:53.760] like
[08:53.800 --> 08:54.100] you
[08:54.100 --> 08:54.260] know
[08:54.300 --> 08:54.420] like
[08:54.580 --> 08:54.680] test
[08:54.680 --> 08:55.020] questions
[08:55.020 --> 08:55.420] or
[08:55.480 --> 08:55.660] like
[08:55.720 --> 08:55.960] that
[08:55.960 --> 08:56.160] sort
[08:56.160 --> 08:56.260] of
[08:56.260 --> 08:56.580] problem
[08:58.840 --> 08:59.620] Yeah
[08:59.620 --> 08:59.740] Yeah
[09:21.200 --> 09:21.200] English
[09:21.520 --> 09:22.080] I
[09:22.080 --> 09:22.780] can't
[09:22.780 --> 09:23.060] write
[09:23.060 --> 09:23.420] [*]
[09:23.420 --> 09:23.560] a
[09:23.560 --> 09:23.880] [*]
[09:23.880 --> 09:24.140] paper
[09:24.140 --> 09:24.320] to
[09:24.320 --> 09:24.540] save
[09:24.540 --> 09:24.840] my
[09:24.840 --> 09:25.120] life
[09:25.940 --> 09:26.740] Like
[09:26.820 --> 09:27.000] I'm
[09:27.000 --> 09:27.280] really
[09:27.280 --> 09:27.620] bad
[09:27.620 --> 09:27.760] at
[09:27.760 --> 09:28.020] it
[09:29.300 --> 09:29.600] [*]
[09:29.600 --> 09:29.940] Um
[09:29.940 --> 09:30.260] Um
[09:39.900 --> 09:40.300] Um
[09:40.380 --> 09:41.020] I'm
[09:41.020 --> 09:41.060] not
[09:41.060 --> 09:41.420] very
[09:41.420 --> 09:41.620] [*]
[09:41.620 --> 09:41.740] good
[09:41.740 --> 09:42.760] [*]
[09:42.760 --> 09:43.140] At
[09:43.140 --> 09:44.380] socializing
[09:44.380 --> 09:44.640] as
[09:44.640 --> 09:44.820] other
[09:44.820 --> 09:45.180] people
[09:48.200 --> 09:48.680] Um
[09:53.360 --> 09:53.700] [*]
[09:53.700 --> 09:54.280] And
[09:54.280 --> 09:54.760] I'm
[09:54.760 --> 09:54.980] not
[09:54.980 --> 09:55.180] the
[09:55.180 --> 09:55.520] [*]
[09:55.520 --> 09:55.640] best
[09:55.640 --> 09:55.920] at
[09:55.920 --> 09:56.220] time
[09:56.220 --> 09:56.780] management
[09:59.740 --> 10:00.120] [*]
[10:00.120 --> 10:00.700] Which
[10:00.700 --> 10:00.840] is
[10:00.840 --> 10:01.180] also
[10:01.180 --> 10:01.660] somewhat
[10:01.660 --> 10:01.840] a
[10:01.840 --> 10:02.080] problem
[10:02.080 --> 10:02.420] since
[10:02.420 --> 10:02.600] my
[10:02.600 --> 10:02.800] whole
[10:02.800 --> 10:03.120] schedule
[10:03.120 --> 10:03.460] is
[10:03.460 --> 10:03.720] full
[10:03.720 --> 10:03.900] with
[10:03.900 --> 10:04.320] classes
[10:05.200 --> 10:05.540] [*]
[10:05.540 --> 10:06.140] So
[10:06.140 --> 10:06.280] this
[10:06.280 --> 10:06.480] is
[10:06.480 --> 10:06.580] the
[10:06.580 --> 10:06.860] second
[10:06.860 --> 10:07.060] year
[10:07.060 --> 10:07.160] in
[10:07.160 --> 10:07.260] a
[10:07.260 --> 10:07.380] row
[10:07.380 --> 10:07.520] I
[10:07.520 --> 10:07.840] haven't
[10:07.840 --> 10:08.020] had
[10:08.020 --> 10:08.320] gym
[10:10.140 --> 10:10.540] [*]
[10:10.540 --> 10:11.020] You
[10:11.020 --> 10:11.280] see
[10:11.280 --> 10:11.540] I
[10:11.540 --> 10:11.740] have
[10:11.740 --> 10:11.900] a
[10:11.900 --> 10:12.180] plan
[10:12.180 --> 10:12.440] I'm
[10:12.440 --> 10:12.560] going
[10:12.560 --> 10:12.640] to
[10:12.640 --> 10:12.860] avoid
[10:12.860 --> 10:13.200] gym
[10:13.200 --> 10:13.540] until
[10:13.540 --> 10:13.680] my
[10:13.680 --> 10:13.920] senior
[10:13.920 --> 10:14.240] year
[10:14.240 --> 10:14.460] And
[10:14.460 --> 10:14.740] I'm
[10:14.740 --> 10:14.760] going
[10:14.760 --> 10:14.860] to
[10:14.860 --> 10:14.940] take
[10:14.940 --> 10:15.020] it
[10:15.020 --> 10:15.200] all
[10:15.200 --> 10:15.560] year
[10:16.700 --> 10:17.320] I'm
[10:17.320 --> 10:17.580] probably
[10:17.580 --> 10:17.660] going
[10:17.660 --> 10:17.780] to
[10:17.780 --> 10:18.000] regret
[10:18.000 --> 10:18.320] it
[10:18.320 --> 10:18.560] But
[10:19.420 --> 10:20.200] You
[10:20.200 --> 10:20.420] know
[10:25.640 --> 10:26.100] [*]
[10:26.100 --> 10:26.420] Uh
[10:26.420 --> 10:26.680] Yes
[10:27.360 --> 10:27.880] [*]
[10:27.880 --> 10:28.040] If
[10:28.040 --> 10:28.180] you
[10:28.180 --> 10:28.380] get
[10:28.380 --> 10:28.560] the
[10:28.560 --> 10:28.740] waiver
[10:28.740 --> 10:29.220] three
[10:29.220 --> 10:29.680] times
[10:30.520 --> 10:30.600] [*]
[10:30.600 --> 10:31.300] Which
[10:31.300 --> 10:31.520] I've
[10:31.520 --> 10:31.720] gotten
[10:31.720 --> 10:31.920] two
[10:31.920 --> 10:32.280] times
[10:34.120 --> 10:34.860] Because
[10:34.860 --> 10:35.160] there's
[10:35.160 --> 10:35.280] no
[10:35.280 --> 10:35.480] room
[10:35.480 --> 10:35.580] for
[10:35.580 --> 10:35.780] it
[10:35.780 --> 10:36.120] in
[10:36.120 --> 10:36.400] my
[10:36.400 --> 10:36.660] [*]
[10:36.660 --> 10:36.780] schedule
[10:40.900 --> 10:42.740] [*]
[10:42.740 --> 10:43.260] Yes
[10:46.040 --> 10:46.040] With
[10:46.040 --> 10:46.260] other
[10:46.260 --> 10:46.540] [*]
[10:46.540 --> 10:46.680] classes
[10:46.680 --> 10:46.940] and
[10:46.940 --> 10:47.280] stuff
[10:47.280 --> 10:47.480] So
[10:52.220 --> 10:52.880] [*]
[10:52.880 --> 10:53.560] Very
[11:04.120 --> 11:05.140] [*]
[11:05.140 --> 11:05.340] Um
[11:05.340 --> 11:05.700] No
[11:05.800 --> 11:05.920] I
[11:05.920 --> 11:06.040] do
[11:06.040 --> 11:06.260] not
[11:07.860 --> 11:07.860] No
[11:10.960 --> 11:11.320] I
[11:11.320 --> 11:11.740] [*]
[11:11.740 --> 11:13.880] don't
[11:17.820 --> 11:18.460] [*]
[11:18.460 --> 11:18.800] Uh
[11:18.800 --> 11:19.180] [*]
[11:19.180 --> 11:19.580] So
[11:19.800 --> 11:22.560] [*]
[11:22.560 --> 11:22.900] Uh
[11:23.100 --> 11:23.440] at
[11:23.440 --> 11:23.900] the
[11:23.900 --> 11:24.220] [*]
[11:24.220 --> 11:24.480] DOT
[11:24.480 --> 11:25.040] building
[11:25.260 --> 11:25.540] I
[11:25.540 --> 11:25.640] went
[11:25.640 --> 11:25.800] to
[11:25.800 --> 11:25.920] go
[11:25.920 --> 11:26.120] get
[11:26.120 --> 11:26.380] my
[11:26.380 --> 11:26.800] permit
[11:27.140 --> 11:27.480] [*]
[11:27.480 --> 11:27.940] The
[11:27.940 --> 11:28.400] person
[11:28.400 --> 11:28.760] who
[11:28.760 --> 11:29.140] was
[11:29.140 --> 11:29.480] taking
[11:29.480 --> 11:29.760] the
[11:29.760 --> 11:29.940] picture
[11:29.940 --> 11:30.040] and
[11:30.040 --> 11:30.320] stuff
[11:30.660 --> 11:31.140] [*]
[11:31.140 --> 11:31.540] Talking
[11:31.540 --> 11:31.840] about
[11:31.840 --> 11:31.960] my
[11:31.960 --> 11:32.180] mom
[11:32.180 --> 11:32.340] and
[11:32.340 --> 11:32.620] stuff
[11:32.620 --> 11:32.860] And
[11:32.860 --> 11:33.220] they
[11:33.220 --> 11:34.060] were
[11:34.060 --> 11:34.420] [*]
[11:34.420 --> 11:34.900] also
[11:34.900 --> 11:35.420] [*]
[11:35.420 --> 11:35.640] a
[11:35.640 --> 11:36.120] [*]
[11:36.120 --> 11:36.340] parent
[11:36.340 --> 11:37.300] [*]
[11:37.300 --> 11:37.500] who
[11:37.500 --> 11:37.700] had
[11:37.700 --> 11:37.740] a
[11:37.740 --> 11:37.960] kid
[11:37.960 --> 11:38.200] at
[11:38.200 --> 11:38.440] Linmar
[11:38.840 --> 11:39.460] And
[11:39.460 --> 11:39.660] their
[11:39.660 --> 11:39.860] kid
[11:39.860 --> 11:40.000] was
[11:40.000 --> 11:40.140] on
[11:40.140 --> 11:40.280] the
[11:40.280 --> 11:40.500] robotics
[11:40.500 --> 11:40.900] team
[11:40.900 --> 11:41.100] And
[11:41.100 --> 11:41.220] so
[11:41.220 --> 11:41.360] their
[11:41.360 --> 11:41.520] kid
[11:41.520 --> 11:41.700] was
[11:41.700 --> 11:41.760] on
[11:41.760 --> 11:41.760] the
