/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[01:32.660 --> 01:32.800] show
[01:32.800 --> 01:33.160] band
[01:33.160 --> 01:33.580] [*]
[01:33.580 --> 01:34.300] and
[01:34.300 --> 01:35.020] the
[01:35.020 --> 01:35.420] three
[01:35.420 --> 01:35.640] AP
[01:35.640 --> 01:35.860] classes
[01:35.860 --> 01:36.000] [*]
[01:36.000 --> 01:36.220] that
[01:36.220 --> 01:36.420] I'm
[01:36.420 --> 01:36.660] taking
[01:36.660 --> 01:37.180] and
[01:37.180 --> 01:37.640] [*]
[01:37.640 --> 01:37.760] all
[01:37.760 --> 01:37.860] of
[01:37.860 --> 01:37.940] the
[01:37.940 --> 01:38.100] other
[01:38.100 --> 01:38.360] stuff
[01:42.000 --> 01:42.840] Yeah
[01:43.000 --> 01:43.240] this
[01:43.240 --> 01:43.480] year
[01:43.480 --> 01:43.820] it's
[01:43.820 --> 01:44.080] AP
[01:44.080 --> 01:44.420] Calc
[01:44.500 --> 01:44.660] A
[01:44.660 --> 01:44.920] World
[01:45.020 --> 01:45.160] and
[01:45.160 --> 01:45.260] AP
[01:45.260 --> 01:45.580] Bio
[01:55.240 --> 01:56.100] I
[01:56.100 --> 01:56.240] mean
[01:56.240 --> 01:56.380] I've
[01:56.380 --> 01:56.520] been
[01:56.520 --> 01:56.680] trying
[01:56.680 --> 01:56.840] my
[01:56.840 --> 01:57.060] best
[01:58.780 --> 01:59.140] [*]
[01:59.140 --> 01:59.700] Definitely
[01:59.700 --> 01:59.960] can't
[01:59.960 --> 02:00.060] wait
[02:00.060 --> 02:00.160] to
[02:00.160 --> 02:00.280] see
[02:00.280 --> 02:00.440] what
[02:00.440 --> 02:00.440] happens
[02:00.440 --> 02:00.440] next
[02:00.440 --> 02:00.560] Yeah
[02:00.560 --> 02:00.660] it's
[02:00.660 --> 02:00.660] been
[02:00.660 --> 02:00.660] pretty
[02:00.660 --> 02:00.660] good
[02:00.660 --> 02:00.660] compared
[02:00.660 --> 02:00.660] to
[02:00.660 --> 02:00.680] where
[02:00.680 --> 02:00.800] I
[02:00.800 --> 02:01.060] was
[02:01.060 --> 02:01.340] managing
[02:01.340 --> 02:02.260] things
[02:02.260 --> 02:02.620] during
[02:02.620 --> 02:02.740] the
[02:02.740 --> 02:02.860] swim
[02:02.860 --> 02:03.160] season
[02:03.160 --> 02:03.300] in
[02:03.300 --> 02:03.660] my
[02:03.660 --> 02:04.000] freshman
[02:04.000 --> 02:04.220] year
[02:04.220 --> 02:04.380] I've
[02:04.380 --> 02:04.460] been
[02:04.460 --> 02:04.620] doing
[02:04.620 --> 02:04.740] a
[02:04.740 --> 02:04.880] lot
[02:04.880 --> 02:05.060] better
[02:05.060 --> 02:05.220] this
[02:05.220 --> 02:05.500] year
[02:05.560 --> 02:06.200] [*]
[02:06.200 --> 02:06.420] but
[02:06.420 --> 02:06.600] I'm
[02:06.600 --> 02:06.760] still
[02:06.760 --> 02:07.040] getting
[02:07.040 --> 02:07.600] [*]
[02:07.600 --> 02:07.740] into
[02:07.740 --> 02:08.180] the
[02:08.180 --> 02:08.900] [*]
[02:08.900 --> 02:09.300] groove
[02:09.300 --> 02:09.480] sort
[02:09.480 --> 02:09.700] of
[02:09.700 --> 02:09.820] as
[02:09.820 --> 02:09.920] it
[02:09.920 --> 02:10.180] were
[02:10.180 --> 02:10.460] of
[02:10.460 --> 02:10.980] you
[02:10.980 --> 02:11.900] [*]
[02:11.900 --> 02:12.120] know
[02:12.120 --> 02:12.340] only
[02:12.340 --> 02:12.580] having
[02:12.580 --> 02:12.760] a
[02:12.760 --> 02:12.940] couple
[02:12.940 --> 02:13.200] hours
[02:13.200 --> 02:13.440] per
[02:13.440 --> 02:13.660] day
[02:13.660 --> 02:13.860] to
[02:13.860 --> 02:14.240] do
[02:14.240 --> 02:14.560] stuff
[02:16.060 --> 02:17.400] They've
[02:17.400 --> 02:17.580] been
[02:17.580 --> 02:17.900] [*]
[02:17.900 --> 02:18.660] pretty
[02:18.660 --> 02:20.240] [*]
[02:20.240 --> 02:21.060] good
[02:21.400 --> 02:21.760] Yeah
[02:22.240 --> 02:22.280] they've
[02:22.280 --> 02:22.320] been
[02:22.320 --> 02:22.340] pretty
[02:22.340 --> 02:24.860] [*]
[02:24.860 --> 02:24.980] good
[02:25.900 --> 02:25.900] Yeah
[02:28.820 --> 02:28.820] Yeah
[02:28.880 --> 02:29.040] Yeah
[02:29.120 --> 02:29.920] [*]
[02:29.920 --> 02:30.080] Aaron
[02:32.380 --> 02:33.680] [*]
[02:33.680 --> 02:35.020] On
[02:35.020 --> 02:35.920] [*]
[02:35.920 --> 02:36.160] weekends
[02:36.280 --> 02:36.400] it
[02:36.400 --> 02:36.480] can
[02:36.480 --> 02:36.640] vary
[02:36.640 --> 02:36.760] a
[02:36.760 --> 02:36.960] lot
[02:37.140 --> 02:37.340] Sometimes
[02:37.340 --> 02:37.620] [*]
[02:37.620 --> 02:38.180] I'll
[02:38.180 --> 02:38.300] [*]
[02:38.300 --> 02:38.780] go
[02:38.780 --> 02:39.000] out
[02:39.000 --> 02:39.080] and
[02:39.080 --> 02:39.220] do
[02:39.220 --> 02:39.420] things
[02:39.420 --> 02:39.580] with
[02:39.580 --> 02:39.880] friends
[02:40.100 --> 02:40.580] [*]
[02:40.580 --> 02:41.220] but
[02:41.220 --> 02:42.700] [*]
[02:42.700 --> 02:42.980] usually
[02:42.980 --> 02:43.260] that
[02:43.260 --> 02:43.620] I
[02:43.620 --> 02:44.260] spend
[02:44.260 --> 02:44.500] a
[02:44.500 --> 02:44.600] lot
[02:44.600 --> 02:44.680] of
[02:44.680 --> 02:44.920] time
[02:44.920 --> 02:45.420] [*]
[02:45.420 --> 02:45.740] just
[02:45.740 --> 02:45.880] sort
[02:45.880 --> 02:46.160] of
[02:46.160 --> 02:46.460] relaxing
[02:46.460 --> 02:46.760] [*]
[02:46.760 --> 02:46.860] and
[02:46.860 --> 02:47.420] recuperating
[02:47.420 --> 02:47.620] from
[02:47.620 --> 02:47.700] the
[02:47.700 --> 02:47.960] week
[02:47.960 --> 02:50.880] [*]
[02:50.880 --> 02:51.160] and
[02:51.160 --> 02:51.300] or
[02:51.300 --> 02:53.120] [*]
[02:53.120 --> 02:53.520] doing
[02:53.520 --> 02:53.920] homework
[02:53.920 --> 02:54.140] or
[02:54.140 --> 02:54.460] studying
[02:57.180 --> 02:57.620] Okay
[02:58.200 --> 02:58.800] Okay
[02:58.840 --> 03:03.860] [*]
[03:03.860 --> 03:04.400] I
[03:04.400 --> 03:04.800] don't
[03:04.800 --> 03:04.860] know
[03:04.860 --> 03:05.000] about
[03:05.000 --> 03:05.120] a
[03:05.120 --> 03:05.240] [*]
[03:05.240 --> 03:05.740] specific
[03:05.740 --> 03:06.100] favorite
[03:06.100 --> 03:06.400] because
[03:06.400 --> 03:06.560] how
[03:06.560 --> 03:06.760] much
[03:06.760 --> 03:06.940] I've
[03:06.940 --> 03:07.160] liked
[03:07.160 --> 03:07.420] each
[03:07.420 --> 03:07.680] one
[03:07.680 --> 03:07.860] is
[03:07.860 --> 03:08.020] sort
[03:08.020 --> 03:08.180] of
[03:08.180 --> 03:08.580] waxed
[03:08.580 --> 03:08.700] and
[03:08.700 --> 03:09.180] waned
[03:09.220 --> 03:09.620] [*]
[03:09.620 --> 03:10.060] and
[03:10.060 --> 03:10.520] [*]
[03:10.520 --> 03:11.120] I
[03:11.120 --> 03:11.280] kind
[03:11.280 --> 03:11.440] of
[03:11.440 --> 03:11.580] like
[03:11.580 --> 03:11.700] a
[03:11.700 --> 03:11.800] lot
[03:11.800 --> 03:11.860] of
[03:11.860 --> 03:12.000] them
[03:12.000 --> 03:12.080] for
[03:12.080 --> 03:12.320] different
[03:12.320 --> 03:12.640] reasons
[03:38.080 --> 03:45.460] [*]
[03:45.460 --> 03:45.700] Over
[03:45.700 --> 03:46.420] [*]
[03:46.420 --> 03:46.800] time
[03:46.940 --> 03:47.900] the
[03:47.900 --> 03:48.480] way
[03:48.480 --> 03:48.580] that
[03:48.580 --> 03:48.760] I've
[03:48.760 --> 03:48.960] changed
[03:48.960 --> 03:49.160] as
[03:49.160 --> 03:49.260] a
[03:49.260 --> 03:49.500] person
[03:49.580 --> 03:49.720] I
[03:49.720 --> 03:49.840] think
[03:49.860 --> 03:49.980] has
[03:49.980 --> 03:50.180] been
[03:50.180 --> 03:50.780] [*]
[03:50.780 --> 03:50.940] generally
[03:50.940 --> 03:51.260] [*]
[03:51.260 --> 03:51.480] positive
[03:51.480 --> 03:51.800] and
[03:51.800 --> 03:52.240] it's
[03:52.240 --> 03:52.920] [*]
[03:52.920 --> 03:53.280] generally
[03:53.280 --> 03:53.540] been
[03:53.540 --> 03:53.980] making
[03:53.980 --> 03:54.180] [*]
[03:54.180 --> 03:54.320] me
[03:54.320 --> 03:54.800] a
[03:54.800 --> 03:55.220] more
[03:55.220 --> 03:55.720] stable
[03:55.720 --> 03:55.940] and
[03:55.940 --> 03:56.620] well-rounded
[03:56.620 --> 03:56.980] person
[03:57.920 --> 03:58.300] [*]
[03:58.300 --> 03:59.000] I've
[03:59.000 --> 03:59.260] noticed
[03:59.260 --> 03:59.520] myself
[03:59.520 --> 04:00.220] [*]
[04:00.220 --> 04:00.540] over
[04:00.540 --> 04:00.720] the
[04:00.720 --> 04:00.980] years
[04:00.980 --> 04:01.400] becoming
[04:01.400 --> 04:02.180] more
[04:02.180 --> 04:02.620] social
[04:02.620 --> 04:03.040] and
[04:03.040 --> 04:03.480] more
[04:03.480 --> 04:04.060] resilient
[04:04.060 --> 04:04.160] [*]
[04:04.160 --> 04:04.460] to
[04:04.460 --> 04:05.020] challenges
[04:05.020 --> 04:05.300] and
[04:05.300 --> 04:05.740] stresses
[04:06.380 --> 04:06.840] [*]
[04:06.840 --> 04:07.180] in
[04:07.180 --> 04:07.520] large
[04:07.520 --> 04:07.780] part
[04:07.780 --> 04:08.080] because
[04:08.080 --> 04:08.360] I
[04:08.360 --> 04:08.520] have
[04:08.520 --> 04:08.580] a
[04:08.580 --> 04:08.720] [*]
[04:08.720 --> 04:08.900] lot
[04:08.900 --> 04:08.900] of
[04:08.900 --> 04:08.900] experience
[04:08.900 --> 04:09.040] with
[04:09.040 --> 04:09.040] people
[04:09.040 --> 04:09.060] I
[04:09.060 --> 04:09.060] have
[04:09.060 --> 04:09.060] a
[04:09.060 --> 04:09.060] lot
[04:09.060 --> 04:09.060] of
[04:09.060 --> 04:09.060] experience
[04:09.060 --> 04:09.060] with
[04:09.060 --> 04:09.060] people
[04:09.060 --> 04:09.160] I
[04:09.160 --> 04:09.160] have
[04:09.160 --> 04:09.160] experience
[04:09.160 --> 04:09.160] with
[04:09.160 --> 04:09.280] those
[04:09.280 --> 04:09.540] challenges
[04:09.540 --> 04:09.780] and
[04:09.780 --> 04:10.140] stresses
[04:10.140 --> 04:10.520] that
[04:10.520 --> 04:10.840] I've
[04:10.840 --> 04:11.100] learned
[04:11.100 --> 04:11.220] to
[04:11.220 --> 04:11.540] actually
[04:11.540 --> 04:11.740] deal
[04:11.740 --> 04:11.900] with
[04:11.900 --> 04:12.140] them
[04:15.020 --> 04:15.820] I'm
[04:15.820 --> 04:16.420] like
[04:16.420 --> 04:16.560] I
[04:16.560 --> 04:16.740] said
[04:16.800 --> 04:16.880] I
[04:16.880 --> 04:16.980] think
[04:16.980 --> 04:17.080] a
[04:17.080 --> 04:17.440] generally
[04:17.440 --> 04:18.680] [*]
[04:18.680 --> 04:18.960] more
[04:18.960 --> 04:19.700] well-rounded
[04:19.700 --> 04:19.940] [*]
[04:19.940 --> 04:20.040] person
[04:20.040 --> 04:20.580] [*]
[04:20.580 --> 04:20.880] because
[04:20.880 --> 04:21.440] [*]
[04:21.440 --> 04:22.400] I'm
[04:22.400 --> 04:22.680] smart
[04:22.680 --> 04:22.900] enough
[04:22.900 --> 04:23.000] to
[04:23.000 --> 04:23.140] do
[04:23.140 --> 04:23.360] things
[04:23.360 --> 04:23.620] I'm
[04:23.620 --> 04:23.780] also
[04:23.780 --> 04:24.080] in
[04:24.080 --> 04:24.480] athletics
[04:24.480 --> 04:24.840] and
[04:24.840 --> 04:25.200] music
[04:25.520 --> 04:25.820] [*]
[04:25.820 --> 04:26.120] and
[04:26.120 --> 04:26.400] [*]
[04:26.400 --> 04:27.000] I'm
[04:27.000 --> 04:27.300] more
[04:27.300 --> 04:27.680] social
[04:27.680 --> 04:27.840] than
[04:27.840 --> 04:27.920] I
[04:27.920 --> 04:28.100] used
[04:28.100 --> 04:28.260] to
[04:28.260 --> 04:28.420] be
[04:28.600 --> 04:29.160] Sorry
[04:29.300 --> 04:29.380] I
[04:29.380 --> 04:29.460] need
[04:29.460 --> 04:29.520] to
[04:29.520 --> 04:29.580] let
[04:29.580 --> 04:29.720] my
[04:29.720 --> 04:29.840] dog
[04:29.840 --> 04:29.960] out
[04:29.960 --> 04:30.060] for
[04:30.060 --> 04:30.140] one
[04:30.140 --> 04:30.320] sec
[04:38.080 --> 04:44.040] [*]
[04:44.040 --> 04:44.640] And
[04:44.640 --> 04:44.820] my
[04:44.820 --> 04:45.200] general
[04:45.200 --> 04:45.780] [*]
[04:45.780 --> 04:45.940] repertoire
[04:45.940 --> 04:46.300] of
[04:46.300 --> 04:46.720] skills
[04:46.720 --> 04:46.980] that
[04:46.980 --> 04:47.060] I
[04:47.060 --> 04:47.360] have
[04:47.360 --> 04:47.600] has
[04:47.600 --> 04:47.840] just
[04:47.840 --> 04:48.080] continued
[04:48.080 --> 04:48.380] [*]
[04:48.380 --> 04:48.520] to
[04:48.520 --> 04:48.960] expand
[04:48.960 --> 04:49.200] over
[04:49.200 --> 04:49.340] that
[04:49.340 --> 04:49.580] time
[04:50.380 --> 04:51.120] So
[04:51.300 --> 04:51.680] on
[04:51.680 --> 04:51.800] the
[04:51.800 --> 04:52.080] whole
[04:52.180 --> 04:52.920] like
[04:52.920 --> 04:53.360] [*]
[04:53.360 --> 04:53.640] I
[04:53.640 --> 04:53.920] said
[04:53.940 --> 04:54.060] [*]
[04:54.060 --> 04:54.360] changes
[04:54.360 --> 04:54.540] that
[04:54.540 --> 04:54.800] I've
[04:54.800 --> 04:54.880] seen
[04:54.880 --> 04:55.200] myself
[04:55.200 --> 04:55.520] have
[04:55.520 --> 04:55.740] been
[04:55.740 --> 04:56.080] [*]
[04:56.080 --> 04:56.240] generally
[04:56.240 --> 04:56.540] [*]
[04:56.540 --> 04:56.800] a
[04:56.800 --> 04:56.900] [*]
[04:56.900 --> 04:57.600] positive
[04:57.600 --> 04:58.180] trajectory
[04:58.440 --> 04:59.260] becoming
[04:59.260 --> 04:59.580] [*]
[04:59.580 --> 05:00.320] more
[05:00.320 --> 05:00.760] stable
[05:00.760 --> 05:00.960] and
[05:00.960 --> 05:01.140] more
[05:01.140 --> 05:01.640] well-rounded
[05:02.420 --> 05:02.420] And
[05:02.420 --> 05:02.760] I've
[05:02.760 --> 05:02.920] found
[05:02.920 --> 05:03.000] that
[05:03.000 --> 05:03.200] I've
[05:03.200 --> 05:03.360] also
[05:03.360 --> 05:03.600] been
[05:03.600 --> 05:03.880] [*]
[05:03.880 --> 05:04.160] better
[05:04.160 --> 05:04.420] able
[05:04.420 --> 05:04.600] to
[05:04.600 --> 05:04.800] deal
[05:04.800 --> 05:04.940] with
[05:04.940 --> 05:05.080] my
[05:05.080 --> 05:05.500] emotions
[05:06.220 --> 05:06.280] [*]
[05:06.280 --> 05:07.260] both
[05:07.260 --> 05:07.440] [*]
[05:07.440 --> 05:07.960] in
[05:07.960 --> 05:08.420] being
[05:08.420 --> 05:08.720] able
[05:08.720 --> 05:08.900] to
[05:08.900 --> 05:09.000] deal
[05:09.000 --> 05:09.040] with
[05:09.040 --> 05:09.040] my
[05:09.040 --> 05:09.040] emotions
[05:09.040 --> 05:09.040] but
[05:09.040 --> 05:09.040] also
[05:09.040 --> 05:09.040] in
[05:09.040 --> 05:09.040] being
[05:09.040 --> 05:09.040] able
[05:09.040 --> 05:09.040] to
[05:09.040 --> 05:09.040] deal
[05:09.040 --> 05:09.040] with
[05:09.040 --> 05:09.040] my
[05:09.040 --> 05:09.040] emotions
[05:09.040 --> 05:09.140] Being
[05:09.140 --> 05:09.140] able
[05:09.140 --> 05:09.140] to
[05:09.140 --> 05:09.160] deal
[05:09.160 --> 05:09.160] with
[05:09.160 --> 05:09.240] them
[05:09.240 --> 05:09.340] in
[05:09.340 --> 05:09.460] the
[05:09.460 --> 05:09.700] moment
[05:09.700 --> 05:09.920] and
[05:09.920 --> 05:10.520] long-term
[05:29.760 --> 05:30.480] I
[05:30.480 --> 05:30.700] think
[05:30.700 --> 05:30.840] that
[05:30.840 --> 05:30.900] a
[05:30.900 --> 05:31.080] lot
[05:31.080 --> 05:31.160] of
[05:31.160 --> 05:31.300] that
[05:31.300 --> 05:31.460] just
[05:31.460 --> 05:31.720] comes
[05:31.720 --> 05:31.980] from
[05:31.980 --> 05:32.620] [*]
[05:32.620 --> 05:32.760] experience
[05:32.820 --> 05:33.280] from
[05:33.280 --> 05:33.920] [*]
[05:33.920 --> 05:34.180] going
[05:34.180 --> 05:34.400] through
[05:34.400 --> 05:34.520] a
[05:34.520 --> 05:34.640] lot
[05:34.640 --> 05:34.720] of
[05:34.720 --> 05:34.980] harder
[05:34.980 --> 05:35.260] things
[05:35.260 --> 05:35.400] than
[05:35.400 --> 05:35.520] I
[05:35.520 --> 05:35.660] had
[05:35.660 --> 05:35.740] in
[05:35.740 --> 05:35.840] the
[05:35.840 --> 05:36.060] past
[05:36.060 --> 05:36.480] and
[05:36.480 --> 05:37.360] [*]
[05:37.360 --> 05:37.480] through
[05:37.480 --> 05:37.780] coming
[05:37.780 --> 05:38.000] out
[05:38.000 --> 05:38.260] better
[05:38.260 --> 05:38.380] On
[05:38.380 --> 05:38.460] the
[05:38.460 --> 05:38.640] other
[05:38.640 --> 05:38.960] side
[05:39.120 --> 05:40.040] [*]
[05:40.040 --> 05:40.320] I
[05:40.320 --> 05:42.240] [*]
[05:42.240 --> 05:42.500] think
[05:42.500 --> 05:42.760] that
[05:42.760 --> 05:43.780] [*]
[05:43.780 --> 05:44.160] with
[05:44.160 --> 05:45.200] [*]
[05:45.200 --> 05:45.440] emotions
[05:45.440 --> 05:46.060] specifically
[05:46.060 --> 05:46.920] it's
[05:46.920 --> 05:47.100] a
[05:47.100 --> 05:47.600] combination
[05:47.600 --> 05:47.980] of
[05:47.980 --> 05:48.320] [*]
[05:48.320 --> 05:48.560] having
[05:48.560 --> 05:48.940] more
[05:48.940 --> 05:49.240] experience
[05:49.240 --> 05:49.460] [*]
[05:49.460 --> 05:49.660] with
[05:49.660 --> 05:49.920] dealing
[05:49.920 --> 05:50.100] with
[05:50.100 --> 05:50.300] my
[05:50.300 --> 05:50.620] emotions
[05:50.620 --> 05:50.900] and
[05:50.900 --> 05:51.120] having
[05:51.120 --> 05:51.340] more
[05:51.340 --> 05:51.720] experience
[05:51.720 --> 05:51.940] with
[05:51.940 --> 05:52.240] myself
[05:52.240 --> 05:52.660] as
[05:52.660 --> 05:52.820] a
[05:52.820 --> 05:53.140] person
[05:53.440 --> 05:54.040] and
[05:54.040 --> 05:54.880] just
[05:54.880 --> 05:55.340] [*]
[05:55.340 --> 05:55.500] generally
[05:55.500 --> 05:56.520] [*]
[05:56.520 --> 05:56.780] having
[05:56.780 --> 05:57.460] [*]
[05:57.460 --> 05:57.600] a
[05:57.600 --> 05:57.860] better
[05:57.860 --> 05:58.160] idea
[05:58.160 --> 05:58.400] of
[05:58.400 --> 05:58.700] different
[05:58.700 --> 05:59.000] [*]
[05:59.000 --> 05:59.180] strategies
[05:59.180 --> 05:59.420] to
[05:59.420 --> 05:59.680] use
[05:59.680 --> 06:00.160] So
[06:00.260 --> 06:00.320] I
[06:00.320 --> 06:00.500] wouldn't
[06:00.500 --> 06:00.620] really
[06:00.620 --> 06:00.880] say
[06:00.880 --> 06:01.000] a
[06:01.000 --> 06:01.300] specific
[06:01.300 --> 06:01.720] resource
[06:01.720 --> 06:01.860] as
[06:01.860 --> 06:02.040] much
[06:02.040 --> 06:02.240] as
[06:02.240 --> 06:02.460] just
[06:02.460 --> 06:03.040] general
[06:03.040 --> 06:04.440] [*]
[06:04.440 --> 06:04.700] becoming
[06:04.700 --> 06:04.980] a
[06:04.980 --> 06:05.160] better
[06:05.160 --> 06:05.420] person
[06:05.420 --> 06:05.640] and
[06:05.640 --> 06:06.100] maturing
[06:06.100 --> 06:06.340] over
[06:06.340 --> 06:06.600] time
[06:07.860 --> 06:08.700] [*]
[06:08.700 --> 06:09.060] So
[06:09.060 --> 06:12.080] [*]
[06:12.080 --> 06:12.080] I
[06:12.080 --> 06:14.760] [*]
[06:14.760 --> 06:15.040] think
[06:15.040 --> 06:15.040] that
[06:15.040 --> 06:17.460] that's
[06:17.460 --> 06:17.600] definitely
[06:17.600 --> 06:17.820] been
[06:17.820 --> 06:18.020] one
[06:18.020 --> 06:18.140] of
[06:18.140 --> 06:18.360] the
[06:18.360 --> 06:18.580] more
[06:18.580 --> 06:18.860] important
[06:18.860 --> 06:19.260] strategies
[06:19.260 --> 06:19.480] that
[06:19.480 --> 06:19.720] I've
[06:19.720 --> 06:19.980] used
[06:19.980 --> 06:19.980] So
[06:19.980 --> 06:19.980] I
[06:19.980 --> 06:19.980] think
[06:19.980 --> 06:19.980] that's
[06:19.980 --> 06:19.980] definitely
[06:19.980 --> 06:19.980] been
[06:19.980 --> 06:19.980] one
[06:19.980 --> 06:19.980] of
[06:19.980 --> 06:20.020] the
[06:20.020 --> 06:20.020] more
[06:20.020 --> 06:20.040] important
[06:20.040 --> 06:20.060] strategies
[06:20.060 --> 06:20.220] that
[06:20.220 --> 06:20.240] I've
[06:20.240 --> 06:20.240] used
[06:32.180 --> 06:33.140] It
[06:33.140 --> 06:33.300] kind
[06:33.300 --> 06:33.460] of
[06:33.460 --> 06:33.680] varies
[06:33.680 --> 06:33.840] I
[06:33.840 --> 06:33.980] do
[06:33.980 --> 06:34.240] spend
[06:34.240 --> 06:34.400] a
[06:34.400 --> 06:34.560] lot
[06:34.560 --> 06:34.620] of
[06:34.620 --> 06:34.860] time
[06:34.860 --> 06:35.360] thinking
[06:35.360 --> 06:35.620] about
[06:35.620 --> 06:35.780] that
[06:35.780 --> 06:35.920] kind
[06:35.920 --> 06:36.080] of
[06:36.080 --> 06:36.280] thing
[06:37.860 --> 06:38.680] I
[06:38.680 --> 06:39.240] will
