/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[00:40.460 --> 00:40.700] there
[00:40.840 --> 00:41.480] and
[00:41.480 --> 00:42.000] [*]
[00:42.000 --> 00:42.140] for
[00:42.140 --> 00:42.320] the
[00:42.320 --> 00:42.500] past
[00:42.500 --> 00:42.740] couple
[00:42.740 --> 00:42.960] days
[00:42.960 --> 00:43.220] i've
[00:43.220 --> 00:43.360] just
[00:43.360 --> 00:43.480] [*]
[00:43.480 --> 00:43.580] been
[00:43.580 --> 00:44.100] [*]
[00:44.100 --> 00:44.700] living
[00:44.700 --> 00:44.940] life
[00:44.940 --> 00:45.060] to
[00:45.060 --> 00:45.200] the
[00:45.200 --> 00:45.500] fullest
[00:45.500 --> 00:45.780] with
[00:45.780 --> 00:46.000] my
[00:46.000 --> 00:46.560] roommate
[00:46.560 --> 00:46.820] and
[00:47.720 --> 00:48.380] [*]
[00:48.380 --> 00:48.500] enjoying
[00:48.500 --> 00:48.900] myself
[00:48.900 --> 00:49.420] until
[00:49.420 --> 00:49.780] i
[00:49.780 --> 00:49.980] go
[00:49.980 --> 00:50.180] back
[00:50.180 --> 00:50.300] to
[00:50.300 --> 00:50.480] work
[00:50.480 --> 00:50.760] tomorrow
[00:56.420 --> 00:57.060] i'm
[00:57.060 --> 00:57.280] working
[00:57.280 --> 00:57.480] at
[00:57.480 --> 00:57.660] care
[00:57.660 --> 00:58.160] ambulance
[00:58.160 --> 00:58.780] over
[00:58.780 --> 00:59.480] by
[00:59.480 --> 00:59.660] the
[00:59.660 --> 00:59.960] airport
[00:59.960 --> 01:00.720] it's
[01:00.720 --> 01:00.800] a
[01:00.800 --> 01:01.160] private
[01:01.160 --> 01:01.460] ambulance
[01:01.460 --> 01:02.080] company
[01:02.080 --> 01:02.540] they
[01:02.540 --> 01:02.960] um
[01:03.400 --> 01:03.640] [*]
[01:03.640 --> 01:04.040] they
[01:04.040 --> 01:04.160] do
[01:04.160 --> 01:04.460] mostly
[01:04.460 --> 01:04.880] organized
[01:04.880 --> 01:05.140] [*]
[01:05.140 --> 01:05.880] transports
[01:05.880 --> 01:06.260] so
[01:06.260 --> 01:06.480] [*]
[01:06.480 --> 01:06.880] since
[01:06.880 --> 01:07.400] johnson
[01:07.400 --> 01:07.620] county
[01:07.620 --> 01:07.940] handles
[01:07.940 --> 01:08.120] most
[01:08.120 --> 01:08.280] of
[01:08.280 --> 01:08.560] the
[01:08.560 --> 01:09.020] 911
[01:09.020 --> 01:09.580] calls
[01:09.580 --> 01:10.320] we
[01:10.320 --> 01:11.000] basically
[01:11.000 --> 01:11.940] [*]
[01:11.940 --> 01:12.220] only
[01:12.220 --> 01:12.980] [*]
[01:12.980 --> 01:13.100] handle
[01:13.100 --> 01:13.420] 911
[01:13.420 --> 01:13.880] calls
[01:13.880 --> 01:14.140] if
[01:14.140 --> 01:14.380] they're
[01:14.380 --> 01:14.600] overwhelmed
[01:14.600 --> 01:15.080] so
[01:15.080 --> 01:15.440] it's
[01:15.440 --> 01:15.760] as
[01:15.760 --> 01:16.160] as
[01:16.160 --> 01:16.360] far
[01:16.360 --> 01:16.640] [*]
[01:16.640 --> 01:16.740] as
[01:16.740 --> 01:17.240] ambulance
[01:17.240 --> 01:18.000] jobs
[01:18.000 --> 01:18.340] are
[01:18.340 --> 01:18.620] [*]
[01:18.620 --> 01:18.740] concerned
[01:18.740 --> 01:19.060] it's
[01:19.060 --> 01:19.100] a
[01:19.100 --> 01:19.360] fairly
[01:19.360 --> 01:19.620] low
[01:19.620 --> 01:19.940] stress
[01:19.940 --> 01:20.260] one
[01:20.260 --> 01:21.320] [*]
[01:21.320 --> 01:21.660] but
[01:21.660 --> 01:22.100] [*]
[01:22.100 --> 01:22.540] that's
[01:22.540 --> 01:22.940] that's
[01:22.940 --> 01:22.960] what
[01:22.960 --> 01:23.080] i
[01:23.080 --> 01:23.200] do
[01:23.200 --> 01:23.340] for
[01:23.340 --> 01:23.540] work
[01:32.740 --> 01:32.740] yeah
[01:32.740 --> 01:33.020] so
[01:33.020 --> 01:33.180] [*]
[01:33.180 --> 01:33.640] i'm
[01:33.640 --> 01:33.960] performing
[01:33.960 --> 01:34.180] [*]
[01:34.180 --> 01:34.640] well
[01:34.640 --> 01:35.060] don't
[01:35.060 --> 01:35.140] get
[01:35.140 --> 01:35.280] me
[01:35.280 --> 01:35.380] wrong
[01:35.380 --> 01:35.420] like
[01:35.420 --> 01:35.420] i
[01:35.420 --> 01:35.420] i
[01:35.420 --> 01:35.420] just
[01:35.420 --> 01:35.420] have
[01:35.420 --> 01:35.420] high
[01:35.420 --> 01:35.420] standards
[01:35.420 --> 01:35.420] for
[01:35.420 --> 01:35.420] myself
[01:35.420 --> 01:35.420] um
[01:35.420 --> 01:37.100] i'm
[01:37.100 --> 01:38.960] [*]
[01:38.960 --> 01:39.740] looking
[01:39.740 --> 01:39.880] [*]
[01:39.880 --> 01:40.060] to
[01:40.060 --> 01:40.220] get
[01:40.220 --> 01:40.400] into
[01:40.400 --> 01:40.540] med
[01:40.540 --> 01:40.740] school
[01:40.740 --> 01:41.180] eventually
[01:41.180 --> 01:41.760] [*]
[01:41.760 --> 01:42.020] so
[01:42.020 --> 01:42.220] that's
[01:42.220 --> 01:42.220] like
[01:42.220 --> 01:42.220] i
[01:42.220 --> 01:42.220] need
[01:42.220 --> 01:42.220] to
[01:42.220 --> 01:42.220] keep
[01:42.220 --> 01:42.220] my
[01:42.220 --> 01:42.220] grades
[01:42.220 --> 01:42.220] as
[01:42.220 --> 01:42.220] high
[01:42.220 --> 01:42.220] as
[01:45.420 --> 01:45.420] possible
[01:45.420 --> 01:45.780] [*]
[01:45.780 --> 01:46.640] um
[01:46.640 --> 01:46.680] [*]
[01:46.680 --> 01:47.240] it
[01:47.240 --> 01:47.460] was
[01:47.460 --> 01:47.680] just
[01:47.680 --> 01:48.000] five
[01:48.000 --> 01:48.140] very
[01:48.140 --> 01:48.140] challenging
[01:48.140 --> 01:48.140] courses
[01:48.140 --> 01:48.140] all
[01:48.140 --> 01:48.140] at
[01:48.140 --> 01:48.140] the
[01:48.140 --> 01:48.140] same
[01:48.140 --> 01:48.140] time
[01:48.140 --> 01:48.140] so
[01:48.140 --> 01:48.140] it
[01:48.140 --> 01:48.140] just
[01:48.140 --> 01:48.140] got
[01:48.140 --> 01:48.140] to
[01:48.140 --> 01:48.140] be
[01:53.080 --> 01:53.080] overwhelming
[01:53.080 --> 01:53.700] [*]
[01:53.700 --> 01:53.900] but
[01:53.900 --> 01:54.260] i
[01:54.260 --> 01:54.720] still
[01:54.720 --> 01:55.260] got
[01:55.260 --> 01:55.480] the
[01:55.480 --> 01:55.700] grades
[01:55.700 --> 01:55.820] that
[01:55.820 --> 01:55.820] i
[01:55.820 --> 01:55.820] that
[01:55.820 --> 01:55.820] i
[01:55.820 --> 01:55.820] needed
[01:55.820 --> 01:55.820] um
[01:55.820 --> 01:55.820] and
[01:55.820 --> 01:55.820] i
[01:55.820 --> 01:55.820] i
[01:55.820 --> 01:55.820] just
[01:55.820 --> 01:55.820] i
[01:55.820 --> 01:55.820] just
[01:55.820 --> 01:55.820] kept
[01:55.820 --> 01:55.820] trying
[01:57.160 --> 01:57.160] um
[01:57.160 --> 01:57.340] hold
[01:57.340 --> 01:57.560] myself
[01:57.560 --> 01:57.900] [*]
[01:57.900 --> 01:58.040] responsible
[01:58.040 --> 01:58.300] to
[01:58.300 --> 01:58.440] get
[01:58.440 --> 01:58.500] it
[01:58.500 --> 01:58.740] so
[01:58.740 --> 01:59.800] [*]
[01:59.800 --> 02:00.340] not
[02:00.340 --> 02:00.680] terribly
[02:07.720 --> 02:07.720] um
[02:07.720 --> 02:08.120] [*]
[02:08.120 --> 02:08.940] i've
[02:08.940 --> 02:09.280] really
[02:09.280 --> 02:09.480] [*]
[02:09.480 --> 02:09.700] enjoyed
[02:09.700 --> 02:10.060] the
[02:10.060 --> 02:10.660] transition
[02:10.660 --> 02:11.240] i
[02:11.240 --> 02:11.520] [*]
[02:11.520 --> 02:11.780] feel
[02:11.780 --> 02:12.220] like
[02:12.220 --> 02:12.480] [*]
[02:12.480 --> 02:12.780] in
[02:12.780 --> 02:13.160] high
[02:13.160 --> 02:13.460] school
[02:13.460 --> 02:13.900] i
[02:13.900 --> 02:14.400] was
[02:14.400 --> 02:14.680] brought
[02:14.680 --> 02:15.080] down
[02:15.080 --> 02:15.420] by
[02:15.420 --> 02:15.620] a
[02:15.620 --> 02:15.960] [*]
[02:15.960 --> 02:16.100] lot
[02:16.100 --> 02:16.280] of
[02:16.280 --> 02:16.540] my
[02:16.540 --> 02:16.980] peers
[02:16.980 --> 02:17.300] who
[02:17.300 --> 02:17.500] kind
[02:17.500 --> 02:17.740] of
[02:17.740 --> 02:17.960] felt
[02:17.960 --> 02:18.220] that
[02:18.220 --> 02:18.400] it
[02:18.400 --> 02:18.560] was
[02:18.560 --> 02:18.720] all
[02:18.720 --> 02:18.880] just
[02:18.880 --> 02:19.000] kind
[02:19.000 --> 02:19.140] of
[02:19.140 --> 02:19.260] a
[02:19.260 --> 02:19.500] joke
[02:19.500 --> 02:19.840] [*]
[02:19.840 --> 02:20.360] and
[02:20.360 --> 02:20.940] sometimes
[02:20.940 --> 02:21.300] the
[02:24.380 --> 02:24.380] the
[02:24.380 --> 02:24.580] lack
[02:24.580 --> 02:24.740] [*]
[02:24.740 --> 02:25.140] of
[02:25.140 --> 02:25.300] drive
[02:25.300 --> 02:25.600] and
[02:25.600 --> 02:25.860] others
[02:25.860 --> 02:26.120] can
[02:26.120 --> 02:26.320] be
[02:26.320 --> 02:26.440] kind
[02:26.440 --> 02:26.560] of
[02:26.560 --> 02:27.020] contagious
[02:27.020 --> 02:27.860] it's
[02:27.860 --> 02:28.000] um
[02:28.000 --> 02:28.980] [*]
[02:28.980 --> 02:29.240] it
[02:29.240 --> 02:29.600] sucks
[02:29.600 --> 02:29.780] when
[02:29.780 --> 02:29.900] all
[02:29.900 --> 02:30.080] of
[02:30.080 --> 02:30.160] your
[02:30.160 --> 02:30.340] peers
[02:30.340 --> 02:30.660] are
[02:30.660 --> 02:31.060] [*]
[02:31.060 --> 02:31.360] feeling
[02:31.360 --> 02:31.580] what
[02:31.580 --> 02:31.780] you're
[02:31.780 --> 02:32.020] learning
[02:32.020 --> 02:32.180] is
[02:32.180 --> 02:32.440] useless
[02:32.440 --> 02:32.720] but
[02:32.720 --> 02:32.980] in
[02:32.980 --> 02:33.420] college
[02:33.420 --> 02:34.100] everyone's
[02:34.100 --> 02:34.300] paying
[02:34.300 --> 02:34.500] to
[02:34.500 --> 02:34.680] be
[02:34.680 --> 02:34.940] there
[02:34.940 --> 02:35.120] if
[02:35.120 --> 02:35.260] they
[02:35.260 --> 02:35.640] if
[02:35.640 --> 02:35.840] they
[02:35.840 --> 02:36.060] don't
[02:36.060 --> 02:36.100] want
[02:36.100 --> 02:36.240] to
[02:36.240 --> 02:36.360] go
[02:36.360 --> 02:36.500] they
[02:36.500 --> 02:36.800] don't
[02:36.800 --> 02:37.060] go
[02:37.060 --> 02:37.900] [*]
[02:37.900 --> 02:38.160] and
[02:38.160 --> 02:38.420] um
[02:38.420 --> 02:39.520] i
[02:39.520 --> 02:39.680] do
[02:39.680 --> 02:40.000] enjoy
[02:40.000 --> 02:40.240] the
[02:40.240 --> 02:40.560] environment
[02:40.560 --> 02:40.760] a
[02:40.760 --> 02:40.880] lot
[02:40.880 --> 02:41.000] [*]
[02:41.000 --> 02:41.120] better
[02:41.120 --> 02:41.380] i'm
[02:41.380 --> 02:41.560] learning
[02:41.560 --> 02:41.700] at
[02:41.700 --> 02:41.800] a
[02:41.800 --> 02:42.000] much
[02:42.000 --> 02:42.360] [*]
[02:42.360 --> 02:42.560] faster
[02:42.560 --> 02:42.940] pace
[02:42.940 --> 02:43.240] which
[02:43.240 --> 02:43.400] i
[02:43.400 --> 02:43.840] appreciate
[02:43.840 --> 02:44.620] and
[02:44.620 --> 02:44.920] um
[02:44.920 --> 02:45.960] [*]
[02:45.960 --> 02:46.160] i
[02:46.160 --> 02:46.400] feel
[02:46.400 --> 02:46.700] like
[02:46.700 --> 02:47.100] my
[02:47.100 --> 02:47.440] time
[02:47.440 --> 02:47.840] isn't
[02:47.840 --> 02:48.020] being
[02:48.020 --> 02:48.240] [*]
[02:48.240 --> 02:48.380] wasted
[02:48.380 --> 02:48.580] nearly
[02:48.580 --> 02:48.900] as
[02:48.900 --> 02:49.140] much
[02:49.140 --> 02:49.360] here
[02:49.360 --> 02:49.580] so
[02:49.580 --> 02:50.240] i
[02:50.240 --> 02:50.460] enjoy
[02:50.460 --> 02:50.720] it
[02:51.060 --> 02:55.780] [*]
[02:55.780 --> 02:56.060] socially
[02:56.060 --> 02:56.360] [*]
[02:56.360 --> 02:57.100] i'm
[02:57.100 --> 02:57.300] doing
[02:57.300 --> 02:57.480] very
[02:57.480 --> 02:57.780] well
[02:57.780 --> 02:58.180] um
[02:58.180 --> 02:58.640] i
[02:58.640 --> 02:59.240] i've
[02:59.240 --> 02:59.460] never
[02:59.460 --> 02:59.620] been
[02:59.620 --> 02:59.820] one
[02:59.820 --> 03:00.000] to
[03:00.000 --> 03:00.480] struggle
[03:00.480 --> 03:00.680] too
[03:00.680 --> 03:00.880] much
[03:00.880 --> 03:01.020] with
[03:01.020 --> 03:01.240] making
[03:01.240 --> 03:01.620] friends
[03:01.620 --> 03:02.060] [*]
[03:02.060 --> 03:02.420] but
[03:02.420 --> 03:03.520] [*]
[03:03.520 --> 03:03.680] i
[03:03.680 --> 03:04.900] [*]
[03:04.900 --> 03:05.000] think
[03:05.000 --> 03:05.200] [*]
[03:05.200 --> 03:05.400] one
[03:05.400 --> 03:05.840] even
[03:05.840 --> 03:06.140] better
[03:06.140 --> 03:06.260] than
[03:06.260 --> 03:06.320] i
[03:06.320 --> 03:06.400] could
[03:06.400 --> 03:06.520] have
[03:06.520 --> 03:06.820] expected
[03:06.820 --> 03:07.140] coming
[03:07.140 --> 03:07.440] to
[03:07.440 --> 03:07.800] college
[03:07.800 --> 03:08.100] i
[03:08.100 --> 03:08.620] have
[03:08.620 --> 03:08.820] a
[03:08.820 --> 03:09.060] nice
[03:09.060 --> 03:09.660] solid
[03:09.660 --> 03:09.820] group
[03:09.820 --> 03:10.080] of
[03:10.080 --> 03:10.320] friends
[03:10.320 --> 03:10.660] they're
[03:10.660 --> 03:10.780] all
[03:10.780 --> 03:11.060] great
[03:11.060 --> 03:11.500] i've
[03:11.500 --> 03:11.780] got
[03:11.780 --> 03:12.040] an
[03:12.040 --> 03:12.820] [*]
[03:12.820 --> 03:12.980] excellent
[03:12.980 --> 03:13.300] [*]
[03:13.300 --> 03:13.480] supportive
[03:13.480 --> 03:13.880] girlfriend
[03:13.880 --> 03:14.440] and
[03:14.440 --> 03:14.720] [*]
[03:14.720 --> 03:15.180] couldn't
[03:15.180 --> 03:15.300] ask
[03:15.300 --> 03:15.420] for
[03:15.420 --> 03:15.560] much
[03:15.560 --> 03:15.780] more
[03:21.060 --> 03:23.620] [*]
[03:23.620 --> 03:24.180] um
[03:24.180 --> 03:25.560] broadly
[03:25.560 --> 03:28.080] [*]
[03:28.080 --> 03:28.220] speaking
[03:28.220 --> 03:29.240] i
[03:29.240 --> 03:30.020] [*]
[03:30.020 --> 03:30.440] think
[03:30.440 --> 03:31.540] [*]
[03:31.540 --> 03:31.760] that
[03:31.760 --> 03:32.240] i
[03:32.240 --> 03:32.960] have
[03:32.960 --> 03:34.180] [*]
[03:34.180 --> 03:34.800] become
[03:34.800 --> 03:35.340] a
[03:35.340 --> 03:35.780] lot
[03:35.780 --> 03:36.200] more
[03:36.200 --> 03:38.360] aware
[03:38.360 --> 03:38.640] [*]
[03:38.640 --> 03:39.140] of
[03:39.140 --> 03:39.460] the
[03:39.460 --> 03:39.780] ways
[03:39.780 --> 03:39.940] in
[03:39.940 --> 03:40.180] which
[03:40.180 --> 03:40.320] my
[03:40.320 --> 03:40.500] [*]
[03:40.500 --> 03:40.620] past
[03:40.620 --> 03:40.960] affects
[03:40.960 --> 03:41.160] [*]
[03:41.160 --> 03:41.400] me
[03:41.400 --> 03:42.100] [*]
[03:42.100 --> 03:42.260] um
[03:42.260 --> 03:42.360] [*]
[03:42.360 --> 03:42.820] i
[03:42.820 --> 03:43.060] grew
[03:43.060 --> 03:43.300] up
[03:43.300 --> 03:43.500] in
[03:43.500 --> 03:43.940] the
[03:43.940 --> 03:44.340] mormon
[03:44.340 --> 03:44.580] faith
[03:44.580 --> 03:44.760] i
[03:44.760 --> 03:45.020] was
[03:45.020 --> 03:45.300] raised
[03:45.300 --> 03:45.600] in
[03:45.600 --> 03:46.000] utah
[03:46.000 --> 03:46.640] it's
[03:46.640 --> 03:46.820] um
[03:46.820 --> 03:47.400] it's
[03:47.400 --> 03:47.480] a
[03:47.480 --> 03:47.720] very
[03:47.720 --> 03:48.340] [*]
[03:48.340 --> 03:49.020] intense
[03:49.020 --> 03:49.320] [*]
[03:49.320 --> 03:49.420] faith
[03:49.420 --> 03:49.740] i
[03:49.740 --> 03:49.880] have
[03:49.880 --> 03:49.980] a
[03:49.980 --> 03:50.200] lot
[03:50.200 --> 03:50.380] of
[03:51.060 --> 03:51.880] [*]
[03:51.880 --> 03:52.920] i
[03:52.920 --> 03:53.540] wouldn't
[03:53.540 --> 03:53.720] say
[03:53.720 --> 03:53.840] i
[03:53.840 --> 03:54.100] had
[03:54.100 --> 03:54.500] any
[03:54.500 --> 03:55.000] [*]
[03:55.000 --> 03:55.140] like
[03:55.140 --> 03:55.520] bad
[03:55.520 --> 03:55.800] [*]
[03:55.800 --> 03:56.020] experiences
[03:56.020 --> 03:56.520] there
[03:56.520 --> 03:56.640] but
[03:56.640 --> 03:56.960] it's
[03:56.960 --> 03:57.260] interesting
[03:57.260 --> 03:57.460] to
[03:57.460 --> 03:57.640] see
[03:57.640 --> 03:57.740] how
[03:57.740 --> 03:57.900] that
[03:57.900 --> 03:58.040] affects
[03:58.040 --> 03:58.320] your
[03:58.320 --> 03:58.780] standards
[03:58.780 --> 03:59.040] and
[03:59.040 --> 03:59.160] [*]
[03:59.160 --> 03:59.360] morals
[03:59.360 --> 03:59.820] growing
[03:59.820 --> 04:00.040] [*]
[04:00.040 --> 04:00.160] up
[04:00.160 --> 04:00.600] [*]
[04:00.600 --> 04:01.020] and
[04:01.020 --> 04:01.420] then
[04:01.420 --> 04:01.860] my
[04:01.860 --> 04:02.120] my
[04:02.120 --> 04:04.760] [*]
[04:04.760 --> 04:04.880] family
[04:04.880 --> 04:05.040] [*]
[04:05.040 --> 04:05.440] members
[04:05.440 --> 04:05.840] i
[04:05.840 --> 04:06.320] [*]
[04:06.320 --> 04:06.500] i
[04:06.500 --> 04:06.720] lost
[04:06.720 --> 04:06.960] my
[04:06.960 --> 04:07.220] dad
[04:07.220 --> 04:07.420] when
[04:07.420 --> 04:07.520] i
[04:07.520 --> 04:07.660] was
[04:07.660 --> 04:07.980] 12
[04:07.980 --> 04:08.680] [*]
[04:08.680 --> 04:08.780] um
[04:08.780 --> 04:09.460] and
[04:09.460 --> 04:09.920] [*]
[04:09.920 --> 04:10.480] he
[04:10.480 --> 04:10.680] was
[04:10.680 --> 04:10.780] a
[04:10.780 --> 04:11.020] great
[04:11.020 --> 04:11.380] model
[04:11.380 --> 04:11.520] in
[04:11.520 --> 04:11.660] my
[04:11.660 --> 04:11.900] life
[04:11.900 --> 04:12.240] he
[04:12.240 --> 04:12.820] always
[04:12.820 --> 04:13.300] was
[04:13.300 --> 04:13.420] an
[04:13.420 --> 04:13.680] excellent
[04:13.680 --> 04:14.080] person
[04:14.080 --> 04:14.280] my
[04:14.280 --> 04:14.600] mom
[04:14.600 --> 04:14.740] is
[04:14.740 --> 04:14.980] a
[04:14.980 --> 04:15.540] [*]
[04:15.540 --> 04:15.740] saint
[04:15.740 --> 04:16.180] she's
[04:16.180 --> 04:16.280] a
[04:16.280 --> 04:16.500] very
[04:16.500 --> 04:16.780] excellent
[04:16.780 --> 04:17.120] person
[04:17.120 --> 04:17.500] too
[04:17.500 --> 04:18.720] um
[04:18.720 --> 04:19.200] [*]
[04:19.200 --> 04:19.500] and
[04:19.500 --> 04:19.800] my
[04:19.800 --> 04:20.300] [*]
[04:20.300 --> 04:21.160] stepdad
[04:21.160 --> 04:21.460] and
[04:21.460 --> 04:21.720] my
[04:21.720 --> 04:21.960] mom
[04:21.960 --> 04:22.020] and
[04:22.020 --> 04:22.020] my
[04:22.020 --> 04:22.020] stepdad
[04:22.020 --> 04:22.020] and
[04:22.020 --> 04:22.020] my
[04:22.020 --> 04:22.020] stepdad
[04:22.020 --> 04:22.020] and
[04:22.020 --> 04:22.020] my
[04:22.020 --> 04:22.020] stepdad
[04:22.020 --> 04:22.020] and
[04:22.020 --> 04:22.020] my
[04:22.020 --> 04:22.020] stepdad
[04:22.020 --> 04:22.020] and
[04:22.020 --> 04:22.020] my
[04:22.020 --> 04:22.040] stepdad
[04:22.040 --> 04:22.040] and
[04:22.040 --> 04:22.040] i
[04:22.040 --> 04:22.040] have
[04:22.040 --> 04:22.040] a
[04:22.040 --> 04:22.080] lot
[04:22.080 --> 04:22.200] of
[04:22.200 --> 04:22.400] tension
[04:22.400 --> 04:22.780] so
[04:22.780 --> 04:22.900] i
[04:22.900 --> 04:23.780] [*]
[04:23.780 --> 04:24.380] him
[04:24.380 --> 04:24.600] and
[04:24.600 --> 04:24.880] i
[04:24.880 --> 04:25.380] um
[04:25.380 --> 04:26.620] [*]
[04:26.620 --> 04:26.980] i've
[04:26.980 --> 04:27.140] been
[04:27.140 --> 04:27.360] able
[04:27.360 --> 04:27.540] to
[04:27.540 --> 04:27.800] see
[04:27.800 --> 04:28.100] all
[04:28.100 --> 04:28.240] the
[04:28.240 --> 04:28.400] [*]
[04:28.400 --> 04:28.500] ways
[04:28.500 --> 04:28.760] that
[04:28.760 --> 04:29.060] his
[04:29.060 --> 04:29.800] pressure
[04:29.800 --> 04:30.280] in
[04:30.280 --> 04:30.560] life
[04:30.560 --> 04:30.880] has
[04:30.880 --> 04:31.040] kind
[04:31.040 --> 04:31.300] of
[04:31.300 --> 04:32.860] [*]
[04:32.860 --> 04:33.040] impacted
[04:33.040 --> 04:33.420] the
[04:33.420 --> 04:33.680] ways
[04:33.680 --> 04:33.900] i
[04:33.900 --> 04:34.220] behave
[04:34.220 --> 04:34.740] [*]
[04:34.740 --> 04:35.160] in
[04:35.160 --> 04:35.500] life
[04:35.500 --> 04:35.980] but
[04:35.980 --> 04:36.140] um
[04:36.140 --> 04:37.360] [*]
[04:37.360 --> 04:37.500] trying
[04:37.500 --> 04:37.640] to
[04:37.640 --> 04:37.780] think
[04:37.780 --> 04:37.860] of
[04:37.860 --> 04:38.040] more
[04:38.040 --> 04:38.220] examples
[04:38.220 --> 04:38.840] [*]
[04:38.840 --> 04:39.020] related
[04:39.020 --> 04:39.200] [*]
[04:39.200 --> 04:39.420] to
[04:39.420 --> 04:39.520] the
[04:39.520 --> 04:39.820] question
[04:39.820 --> 04:39.980] of
[04:39.980 --> 04:40.180] how
[04:40.180 --> 04:40.640] i've
[04:40.640 --> 04:41.280] [*]
[04:41.280 --> 04:41.820] changed
[04:41.820 --> 04:42.200] over
[04:42.200 --> 04:42.240] [*]
[04:42.240 --> 04:42.560] time
[04:42.560 --> 04:43.480] [*]
[04:43.480 --> 04:43.740] um
[04:43.740 --> 04:46.260] [*]
[04:46.260 --> 04:47.020] especially
[04:47.020 --> 04:47.980] regarding
[04:47.980 --> 04:48.680] [*]
[04:48.680 --> 04:48.840] my
[04:48.840 --> 04:49.200] [*]
[04:49.200 --> 04:49.620] social
[04:49.620 --> 04:49.860] [*]
[04:49.860 --> 04:50.380] intelligence
[04:50.380 --> 04:50.920] i
[04:50.920 --> 04:51.240] think
[04:51.240 --> 04:51.520] that
[04:51.520 --> 04:51.880] i've
[04:51.880 --> 04:51.880] been
[04:51.880 --> 04:51.880] able
[04:51.880 --> 04:51.880] to
[04:51.880 --> 04:51.900] see
[04:51.900 --> 04:51.900] all
[04:51.900 --> 04:52.000] the
[04:52.000 --> 04:52.020] ways
[04:52.020 --> 04:52.020] that
[04:52.020 --> 04:52.020] i've
[04:52.020 --> 04:52.020] been
[04:52.020 --> 04:52.020] able
[04:52.020 --> 04:52.020] to
[04:52.020 --> 04:52.080] feel
[04:52.080 --> 04:52.080] and
[04:52.080 --> 04:52.080] i
[04:52.080 --> 04:52.080] think
[04:52.080 --> 04:52.080] that
[04:52.080 --> 04:52.100] that
[04:52.100 --> 04:52.100] took
[04:52.100 --> 04:52.100] a
[04:52.100 --> 04:52.420] pretty
[04:52.420 --> 04:53.640] [*]
[04:53.640 --> 04:53.960] sharp
[04:53.960 --> 04:54.440] curve
[04:54.440 --> 04:54.760] once
[04:54.760 --> 04:54.960] i
[04:54.960 --> 04:55.100] got
[04:55.100 --> 04:55.220] to
