/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[00:40.480 --> 00:40.920] I'm
[00:40.920 --> 00:41.060] so
[00:41.060 --> 00:41.480] familiar
[00:41.480 --> 00:41.680] with
[00:41.680 --> 00:41.760] the
[00:41.760 --> 00:42.100] area
[00:42.100 --> 00:42.420] [*]
[00:42.420 --> 00:42.600] already
[00:42.600 --> 00:43.100] [*]
[00:43.100 --> 00:43.480] and
[00:43.480 --> 00:45.000] [*]
[00:45.000 --> 00:45.300] partially
[00:45.300 --> 00:45.540] just
[00:45.540 --> 00:45.660] [*]
[00:45.660 --> 00:45.800] because
[00:46.340 --> 00:46.860] I
[00:46.860 --> 00:47.220] think
[00:47.220 --> 00:47.400] I
[00:47.400 --> 00:47.500] was
[00:47.500 --> 00:47.800] ready
[00:47.800 --> 00:48.080] [*]
[00:48.080 --> 00:48.340] to
[00:48.340 --> 00:48.900] be
[00:48.900 --> 00:49.040] done
[00:49.040 --> 00:49.200] with
[00:49.200 --> 00:49.300] high
[00:49.300 --> 00:49.540] school
[00:56.820 --> 01:00.520] [*]
[01:00.520 --> 01:01.460] It's
[01:01.460 --> 01:01.600] at
[01:01.600 --> 01:01.700] the
[01:01.700 --> 01:02.040] Boba
[01:02.040 --> 01:02.260] shop
[01:02.260 --> 01:02.500] in
[01:02.500 --> 01:02.760] the
[01:02.760 --> 01:03.020] old
[01:03.020 --> 01:03.300] Capitol
[01:03.300 --> 01:03.660] Center
[01:03.660 --> 01:04.100] and
[01:04.100 --> 01:04.440] I
[01:04.440 --> 01:04.600] [*]
[01:04.600 --> 01:05.000] really
[01:05.000 --> 01:05.280] like
[01:05.280 --> 01:05.600] it
[01:05.660 --> 01:07.520] [*]
[01:07.520 --> 01:07.720] Yeah
[01:07.900 --> 01:09.640] [*]
[01:09.640 --> 01:10.120] The
[01:10.120 --> 01:10.580] Boba
[01:10.580 --> 01:10.820] shop
[01:18.600 --> 01:18.600] the
[01:18.600 --> 01:18.600] bubble
[01:18.600 --> 01:18.600] tea
[01:18.600 --> 01:18.600] shop
[01:18.640 --> 01:25.640] [*]
[01:25.640 --> 01:26.080] Good
[01:26.380 --> 01:26.900] I
[01:26.900 --> 01:30.300] don't
[01:30.300 --> 01:30.460] speak
[01:30.460 --> 01:30.640] with
[01:30.640 --> 01:30.760] a
[01:30.760 --> 01:30.900] lot
[01:30.900 --> 01:31.020] of
[01:31.020 --> 01:31.200] my
[01:31.200 --> 01:31.420] high
[01:31.420 --> 01:31.640] school
[01:31.640 --> 01:31.960] friends
[01:31.960 --> 01:32.560] [*]
[01:32.560 --> 01:32.820] anymore
[01:33.060 --> 01:33.820] except
[01:33.820 --> 01:33.980] for
[01:33.980 --> 01:34.120] the
[01:34.120 --> 01:34.340] ones
[01:34.340 --> 01:34.580] that
[01:34.580 --> 01:34.860] I
[01:34.860 --> 01:35.200] have
[01:35.200 --> 01:35.380] like
[01:35.380 --> 01:35.680] three
[01:35.680 --> 01:35.880] that
[01:35.880 --> 01:35.960] I
[01:35.960 --> 01:36.120] keep
[01:36.120 --> 01:36.260] in
[01:36.260 --> 01:36.520] contact
[01:36.520 --> 01:36.860] with
[01:36.940 --> 01:37.600] And
[01:37.600 --> 01:37.820] [*]
[01:37.820 --> 01:37.980] then
[01:37.980 --> 01:38.600] I
[01:38.600 --> 01:39.460] [*]
[01:39.460 --> 01:39.800] think
[01:39.800 --> 01:40.220] having
[01:40.220 --> 01:40.700] roommates
[01:40.700 --> 01:41.440] [*]
[01:41.440 --> 01:41.920] is
[01:41.920 --> 01:42.400] [*]
[01:42.400 --> 01:42.620] like
[01:42.620 --> 01:42.740] the
[01:42.740 --> 01:43.180] biggest
[01:46.620 --> 01:47.180] reason
[01:47.180 --> 01:47.560] I
[01:47.560 --> 01:47.940] have
[01:47.940 --> 01:48.660] [*]
[01:48.660 --> 01:49.180] like
[01:49.180 --> 01:49.800] a
[01:49.800 --> 01:50.120] social
[01:50.120 --> 01:50.500] network
[01:50.500 --> 01:50.760] in
[01:50.760 --> 01:51.160] college
[01:51.340 --> 01:51.520] I
[01:51.520 --> 01:51.740] think
[01:51.780 --> 01:52.260] I
[01:52.260 --> 01:52.520] think
[01:52.520 --> 01:52.980] I
[01:52.980 --> 01:53.180] don't
[01:53.180 --> 01:53.280] think
[01:53.280 --> 01:53.380] I
[01:53.380 --> 01:53.500] would
[01:53.500 --> 01:53.760] know
[01:53.820 --> 01:54.140] or
[01:54.140 --> 01:54.740] be
[01:54.740 --> 01:55.000] with
[01:55.000 --> 01:55.180] as
[01:55.180 --> 01:55.360] many
[01:55.360 --> 01:55.660] people
[01:55.660 --> 01:55.880] if
[01:55.880 --> 01:55.980] I
[01:55.980 --> 01:56.300] didn't
[01:56.300 --> 01:56.560] have
[02:05.600 --> 02:05.600] roommates
[02:05.600 --> 02:05.600] that
[02:05.600 --> 02:05.600] I
[02:05.600 --> 02:05.600] liked
[02:05.600 --> 02:05.680] Well
[02:05.680 --> 02:05.680] this
[02:05.680 --> 02:05.680] is
[02:05.680 --> 02:05.680] my
[02:05.680 --> 02:05.820] first
[02:05.820 --> 02:06.020] year
[02:06.080 --> 02:06.180] so
[02:06.180 --> 02:06.520] I'm
[02:06.520 --> 02:07.120] I'm
[02:07.120 --> 02:07.160] in
[02:07.160 --> 02:07.320] the
[02:07.320 --> 02:07.860] dorms
[02:07.860 --> 02:08.160] now
[02:08.340 --> 02:08.920] [*]
[02:08.920 --> 02:09.640] but
[02:09.640 --> 02:09.880] like
[02:09.880 --> 02:10.080] I
[02:10.080 --> 02:10.380] also
[02:10.380 --> 02:11.020] like
[02:11.020 --> 02:11.280] my
[02:11.280 --> 02:11.620] my
[02:11.620 --> 02:11.760] family
[02:11.760 --> 02:12.280] lives
[02:12.280 --> 02:12.640] in
[02:12.640 --> 02:13.220] [*]
[02:13.220 --> 02:13.400] like
[02:13.400 --> 02:13.800] the
[02:13.800 --> 02:14.240] next
[02:14.240 --> 02:14.540] town
[02:14.540 --> 02:14.780] over
[02:14.900 --> 02:15.400] [*]
[02:15.400 --> 02:15.600] so
[02:15.600 --> 02:15.880] I
[02:15.880 --> 02:16.120] could
[02:16.120 --> 02:16.260] have
[02:16.260 --> 02:16.380] just
[02:16.380 --> 02:16.540] stayed
[02:16.540 --> 02:16.640] at
[02:16.640 --> 02:16.840] home
[02:16.840 --> 02:16.940] with
[02:16.940 --> 02:17.200] them
[02:17.200 --> 02:17.340] but
[02:17.340 --> 02:17.460] I
[02:17.460 --> 02:17.720] wanted
[02:17.720 --> 02:17.860] to
[02:17.860 --> 02:18.020] move
[02:18.020 --> 02:18.300] out
[02:18.400 --> 02:18.780] [*]
[02:18.780 --> 02:19.000] I
[02:19.000 --> 02:19.180] think
[02:19.180 --> 02:19.260] it
[02:19.260 --> 02:19.380] was
[02:19.380 --> 02:19.440] a
[02:19.440 --> 02:19.580] good
[02:19.580 --> 02:19.840] decision
[02:19.840 --> 02:20.080] so
[02:20.080 --> 02:20.200] I
[02:20.200 --> 02:20.460] could
[02:20.460 --> 02:20.740] [*]
[02:20.740 --> 02:20.880] make
[02:20.880 --> 02:21.080] those
[02:21.080 --> 02:21.240] kind
[02:21.240 --> 02:21.400] of
[02:21.400 --> 02:21.560] connections
[02:23.480 --> 02:23.480] Yeah
[02:23.480 --> 02:23.600] Yeah
[02:26.820 --> 02:28.440] [*]
[02:28.440 --> 02:29.060] I'm
[02:29.060 --> 02:29.200] [*]
[02:29.200 --> 02:29.540] good
[02:29.720 --> 02:30.040] I
[02:30.040 --> 02:30.460] think
[02:30.460 --> 02:31.040] it
[02:31.040 --> 02:31.240] took
[02:31.240 --> 02:31.380] some
[02:31.380 --> 02:31.600] getting
[02:31.600 --> 02:31.780] used
[02:31.780 --> 02:32.000] to
[02:32.000 --> 02:32.200] for
[02:32.200 --> 02:32.840] everybody
[02:34.620 --> 02:34.900] [*]
[02:34.900 --> 02:35.420] And
[02:35.420 --> 02:35.680] it's
[02:35.680 --> 02:35.800] weird
[02:35.800 --> 02:36.080] sometimes
[02:36.080 --> 02:36.420] because
[02:36.420 --> 02:36.580] I
[02:36.580 --> 02:36.720] go
[02:36.720 --> 02:37.020] back
[02:37.020 --> 02:37.200] and
[02:37.200 --> 02:37.520] there's
[02:37.520 --> 02:37.660] been
[02:37.660 --> 02:37.820] like
[02:37.880 --> 02:38.340] like
[02:38.340 --> 02:38.540] a
[02:38.540 --> 02:38.780] big
[02:38.780 --> 02:39.060] change
[02:39.060 --> 02:39.820] in
[02:40.260 --> 02:40.660] the
[02:40.660 --> 02:40.820] way
[02:40.820 --> 02:41.020] that
[02:41.020 --> 02:41.140] they
[02:41.140 --> 02:41.280] do
[02:41.280 --> 02:41.640] things
[02:41.640 --> 02:41.980] but
[02:41.980 --> 02:42.600] [*]
[02:42.600 --> 02:43.140] it
[02:43.140 --> 02:43.420] feels
[02:43.420 --> 02:43.760] normal
[02:43.860 --> 02:44.100] like
[02:44.100 --> 02:44.240] when
[02:44.240 --> 02:44.420] I'm
[02:44.420 --> 02:44.540] back
[02:44.540 --> 02:44.760] [*]
[02:44.760 --> 02:44.900] home
[02:45.060 --> 02:46.000] [*]
[02:46.000 --> 02:46.180] except
[02:46.180 --> 02:46.320] that
[02:46.320 --> 02:46.440] I
[02:46.440 --> 02:46.660] don't
[02:46.660 --> 02:46.780] have
[02:46.780 --> 02:46.900] my
[02:46.900 --> 02:47.100] room
[02:47.100 --> 02:47.480] anymore
[02:47.700 --> 02:47.960] [*]
[02:47.960 --> 02:48.500] But
[02:48.500 --> 02:48.780] [*]
[02:48.780 --> 02:49.340] that's
[02:49.340 --> 02:49.480] it
[02:49.660 --> 02:50.220] [*]
[02:50.220 --> 02:50.440] Yeah
[02:50.560 --> 02:50.800] I
[02:50.920 --> 02:51.160] [*]
[02:51.160 --> 02:51.340] I
[02:51.340 --> 02:51.620] think
[02:51.620 --> 02:51.760] it's
[02:51.760 --> 02:51.920] good
[02:51.980 --> 02:52.200] [*]
[02:52.200 --> 02:52.400] Yeah
[02:56.820 --> 02:56.820] I
[02:56.820 --> 02:56.820] think
[02:56.820 --> 02:57.460] I've
[02:57.460 --> 02:57.460] become
[02:57.460 --> 02:57.460] a
[02:57.460 --> 02:57.460] lot
[02:57.460 --> 03:04.620] [*]
[03:04.620 --> 03:05.400] more
[03:05.400 --> 03:14.660] [*]
[03:14.660 --> 03:15.020] Not
[03:15.020 --> 03:18.320] [*]
[03:18.320 --> 03:18.720] I
[03:18.720 --> 03:19.100] don't
[03:19.100 --> 03:19.160] know
[03:19.160 --> 03:19.240] if
[03:19.240 --> 03:19.520] risky
[03:19.520 --> 03:19.680] is
[03:19.680 --> 03:19.800] a
[03:19.800 --> 03:19.900] way
[03:19.900 --> 03:19.980] to
[03:19.980 --> 03:20.100] put
[03:20.100 --> 03:20.240] it
[03:20.240 --> 03:20.340] but
[03:20.340 --> 03:20.580] like
[03:20.580 --> 03:21.360] [*]
[03:21.360 --> 03:21.880] more
[03:21.880 --> 03:22.340] willing
[03:22.340 --> 03:22.660] to
[03:22.660 --> 03:23.020] take
[03:23.020 --> 03:23.340] [*]
[03:23.340 --> 03:23.900] risks
[03:23.900 --> 03:24.200] [*]
[03:24.200 --> 03:24.480] and
[03:24.480 --> 03:24.880] just
[03:24.880 --> 03:25.100] do
[03:25.100 --> 03:25.380] things
[03:25.380 --> 03:25.500] that
[03:25.500 --> 03:25.600] are
[03:25.600 --> 03:25.740] like
[03:25.740 --> 03:25.860] a
[03:25.860 --> 03:26.060] little
[03:26.060 --> 03:26.280] outside
[03:26.280 --> 03:26.540] my
[03:26.540 --> 03:26.760] comfort
[03:26.760 --> 03:27.060] zone
[03:39.980 --> 03:39.980] I
[03:39.980 --> 03:40.640] [*]
[03:40.640 --> 03:40.760] feel
[03:40.760 --> 03:40.960] like
[03:40.960 --> 03:41.140] I'm
[03:41.140 --> 03:41.180] a
[03:41.180 --> 03:41.320] little
[03:41.320 --> 03:41.440] more
[03:41.440 --> 03:41.680] [*]
[03:41.680 --> 03:41.800] patient
[03:41.800 --> 03:43.100] [*]
[03:43.100 --> 03:43.200] with
[03:43.200 --> 03:44.320] [*]
[03:44.320 --> 03:44.420] kind
[03:44.420 --> 03:44.660] of
[03:44.660 --> 03:44.960] everything
[03:45.200 --> 03:45.640] [*]
[03:45.640 --> 03:46.140] or
[03:46.140 --> 03:46.280] like
[03:46.280 --> 03:46.540] I've
[03:46.540 --> 03:46.680] grown
[03:46.680 --> 03:46.880] more
[03:46.880 --> 03:47.140] patient
[03:47.140 --> 03:47.720] over
[03:47.720 --> 03:47.900] the
[03:47.900 --> 03:48.280] years
[03:53.560 --> 03:53.560] I
[03:53.560 --> 03:53.700] think
[03:53.700 --> 03:53.920] my
[03:53.920 --> 03:54.600] procrastinating
[03:54.600 --> 03:54.780] has
[03:54.780 --> 03:55.040] gotten
[03:55.040 --> 03:55.220] [*]
[03:55.220 --> 03:55.340] worse
[03:56.620 --> 04:01.520] [*]
[04:01.520 --> 04:02.280] Yeah
[04:02.380 --> 04:02.480] I
[04:02.480 --> 04:02.820] haven't
[04:02.820 --> 04:02.960] really
[04:02.960 --> 04:03.180] thought
[04:03.180 --> 04:03.340] about
[04:03.340 --> 04:03.500] it
[04:03.500 --> 04:03.620] all
[04:03.620 --> 04:03.760] too
[04:03.760 --> 04:03.980] much
[04:03.980 --> 04:04.200] like
[04:04.200 --> 04:04.320] it
[04:04.320 --> 04:04.460] [*]
[04:04.460 --> 04:04.580] is
[04:18.400 --> 04:18.400] I
[04:18.400 --> 04:18.400] just
[04:18.400 --> 04:18.400] kind
[04:18.400 --> 04:18.400] of
[04:18.400 --> 04:18.400] live
[04:18.400 --> 04:18.400] with
[04:18.400 --> 04:18.400] it
[04:18.400 --> 04:18.400] Um
[04:18.400 --> 04:18.600] I
[04:18.600 --> 04:18.880] think
[04:18.880 --> 04:19.160] since
[04:19.160 --> 04:19.460] it's
[04:19.460 --> 04:19.540] kind
[04:19.540 --> 04:19.720] of
[04:19.720 --> 04:19.820] like
[04:19.820 --> 04:19.920] a
[04:19.920 --> 04:20.280] slow
[04:20.480 --> 04:21.260] gradual
[04:21.260 --> 04:21.420] [*]
[04:21.420 --> 04:21.840] thing
[04:21.980 --> 04:22.260] I
[04:22.260 --> 04:22.600] don't
[04:22.600 --> 04:22.880] notice
[04:22.880 --> 04:23.180] it
[04:23.180 --> 04:23.300] as
[04:23.300 --> 04:23.380] a
[04:23.380 --> 04:23.820] big
[04:23.820 --> 04:24.680] [*]
[04:24.680 --> 04:25.120] change
[04:25.460 --> 04:25.840] but
[04:25.840 --> 04:26.400] it's
[04:26.400 --> 04:26.680] just
[04:26.680 --> 04:26.840] like
[04:26.840 --> 04:27.060] little
[04:27.060 --> 04:27.280] things
[04:27.280 --> 04:27.420] I
[04:27.420 --> 04:27.480] have
[04:27.480 --> 04:27.640] to
[04:27.640 --> 04:27.800] do
[04:27.800 --> 04:27.940] in
[04:27.940 --> 04:28.120] my
[04:28.120 --> 04:28.380] everyday
[04:28.380 --> 04:28.700] life
[04:28.700 --> 04:29.520] So
[04:29.520 --> 04:30.080] like
[04:30.300 --> 04:31.300] [*]
[04:31.300 --> 04:31.480] I
[04:31.480 --> 04:32.060] feel
[04:32.060 --> 04:32.180] like
[04:32.180 --> 04:32.360] I'm
[04:34.220 --> 04:34.680] I
[04:34.680 --> 04:34.840] get
[04:34.840 --> 04:35.180] [*]
[04:35.180 --> 04:35.300] out
[04:35.300 --> 04:35.880] or
[04:35.880 --> 04:36.180] not
[04:36.220 --> 04:36.360] Not
[04:36.360 --> 04:36.400] I
[04:36.400 --> 04:36.920] get
[04:36.920 --> 04:37.120] out
[04:37.120 --> 04:37.240] but
[04:37.240 --> 04:37.400] like
[04:37.400 --> 04:37.620] I
[04:37.620 --> 04:37.820] get
[04:37.820 --> 04:38.060] around
[04:38.060 --> 04:38.440] more
[04:38.440 --> 04:38.680] [*]
[04:38.680 --> 04:39.080] because
[04:39.080 --> 04:39.360] of
[04:39.360 --> 04:39.520] the
[04:39.520 --> 04:39.760] things
[04:39.760 --> 04:40.140] I'm
[04:40.140 --> 04:40.160] [*]
[04:40.160 --> 04:40.540] more
[04:40.540 --> 04:40.820] involved
[04:40.820 --> 04:41.100] with
[04:41.100 --> 04:41.380] like
[04:41.380 --> 04:41.640] I
[04:41.640 --> 04:42.600] kind
[04:42.600 --> 04:42.840] of
[04:42.840 --> 04:43.080] jumped
[04:43.080 --> 04:43.500] headfirst
[04:43.500 --> 04:43.780] into
[04:43.780 --> 04:44.040] a
[04:44.040 --> 04:44.380] few
[04:44.380 --> 04:44.680] things
[04:44.840 --> 04:45.600] especially
[04:45.600 --> 04:45.900] once
[04:45.900 --> 04:46.060] I
[04:46.060 --> 04:46.260] started
[04:46.260 --> 04:46.460] [*]
[04:46.460 --> 04:46.600] college
[04:46.600 --> 04:46.760] but
[04:46.760 --> 04:46.860] I
[04:46.860 --> 04:47.100] think
[04:47.100 --> 04:47.280] [*]
[04:47.280 --> 04:48.080] that's
[04:48.080 --> 04:48.380] like
[04:48.380 --> 04:48.540] in
[04:48.540 --> 04:48.680] a
[04:48.680 --> 04:48.820] good
[04:48.820 --> 04:49.000] way
[04:49.000 --> 04:49.200] so
[04:49.200 --> 04:49.420] I'm
[04:49.420 --> 04:49.460] a
[04:49.460 --> 04:49.640] lot
[04:49.640 --> 04:50.080] busier
[04:50.080 --> 04:50.240] than
[04:50.240 --> 04:50.300] I
[04:50.300 --> 04:50.600] thought
[04:50.600 --> 04:50.840] [*]
[04:50.840 --> 04:51.620] I
[04:51.620 --> 04:51.860] would
[04:51.860 --> 04:52.080] be
[04:52.080 --> 04:53.020] [*]
[04:53.020 --> 04:53.360] Um
[04:53.640 --> 04:54.420] [*]
[04:54.420 --> 04:54.880] I
[04:54.880 --> 04:55.200] really
[04:55.200 --> 04:55.460] had
[04:55.460 --> 04:55.660] to
[04:55.660 --> 04:55.780] like
[04:55.780 --> 04:55.960] push
[04:55.960 --> 04:56.200] myself
[04:56.200 --> 04:56.200] to
[04:56.200 --> 04:56.360] [*]
[04:56.360 --> 04:56.720] Not
[04:56.720 --> 04:57.960] procrastinate
[04:57.960 --> 04:58.440] But
[04:58.440 --> 04:58.980] [*]
[04:58.980 --> 04:59.600] I
[04:59.600 --> 04:59.880] did
[04:59.880 --> 05:00.200] that
[05:00.240 --> 05:00.880] probably
[05:00.880 --> 05:01.120] all
[05:01.120 --> 05:01.280] through
[05:01.280 --> 05:01.460] high
[05:01.460 --> 05:01.820] school
[05:01.960 --> 05:02.440] [*]
[05:02.440 --> 05:02.740] and
[05:02.740 --> 05:02.940] my
[05:02.940 --> 05:03.160] first
[05:03.160 --> 05:03.500] semester
[05:03.500 --> 05:04.260] [*]
[05:04.260 --> 05:04.480] of
[05:04.480 --> 05:04.980] college
[05:04.980 --> 05:05.240] [*]
[05:05.240 --> 05:05.700] so
[05:05.700 --> 05:06.180] [*]
[05:06.180 --> 05:06.760] that's
[05:06.760 --> 05:06.880] probably
[05:06.880 --> 05:07.040] the
[05:07.040 --> 05:07.220] biggest
[05:07.220 --> 05:07.400] thing
[05:07.400 --> 05:07.500] that
[05:07.500 --> 05:07.680] I'm
[05:07.680 --> 05:07.820] working
[05:07.820 --> 05:08.000] on
[05:08.000 --> 05:08.120] right
[05:08.120 --> 05:08.320] now
[05:08.320 --> 05:08.480] is
[05:08.480 --> 05:08.640] just
[05:08.640 --> 05:08.840] like
[05:08.840 --> 05:09.140] finding
[05:09.140 --> 05:09.320] the
[05:09.320 --> 05:09.660] motivation
[05:09.660 --> 05:09.880] to
[05:09.880 --> 05:10.100] just
[05:10.100 --> 05:10.240] do
[05:10.240 --> 05:10.520] it
[05:10.520 --> 05:10.720] right
[05:10.720 --> 05:10.940] away
[05:21.000 --> 05:21.000] Yeah
[05:25.220 --> 05:31.080] [*]
[05:31.080 --> 05:31.260] Um
[05:31.680 --> 05:31.820] a
[05:31.820 --> 05:31.980] lot
[05:31.980 --> 05:32.180] of
[05:32.180 --> 05:32.380] it
[05:32.380 --> 05:32.500] is
[05:32.500 --> 05:32.820] like
[05:32.940 --> 05:33.340] trying
[05:33.340 --> 05:33.540] to
[05:33.540 --> 05:33.740] keep
[05:33.740 --> 05:34.220] myself
[05:34.220 --> 05:34.460] more
[05:34.460 --> 05:34.700] [*]
[05:34.700 --> 05:34.840] organized
[05:35.020 --> 05:35.700] So
[05:35.700 --> 05:36.140] using
[05:36.560 --> 05:37.080] um
[05:37.400 --> 05:39.160] [*]
[05:39.160 --> 05:39.260] like
[05:39.260 --> 05:40.000] notion
[05:40.300 --> 05:40.680] and
[05:40.680 --> 05:41.340] [*]
[05:41.340 --> 05:41.700] other
[05:41.700 --> 05:42.060] such
[05:42.060 --> 05:42.340] [*]
[05:42.340 --> 05:42.540] organizational
[05:42.540 --> 05:43.040] apps
[05:43.040 --> 05:43.240] that
[05:43.240 --> 05:43.340] can
[05:43.340 --> 05:43.460] help
[05:43.460 --> 05:43.620] me
[05:43.620 --> 05:43.820] just
[05:43.820 --> 05:44.020] [*]
[05:44.020 --> 05:44.320] like
[05:44.320 --> 05:44.480] [*]
[05:44.480 --> 05:44.580] keep
[05:44.580 --> 05:44.780] track
[05:44.780 --> 05:44.940] of
[05:44.940 --> 05:45.080] what
[05:45.080 --> 05:45.220] I
[05:45.220 --> 05:45.360] need
[05:45.360 --> 05:45.520] to
[05:45.520 --> 05:45.680] do
[05:45.680 --> 05:45.840] and
[05:45.840 --> 05:46.180] when
[05:46.260 --> 05:46.620] [*]
[05:46.620 --> 05:46.840] and
[05:46.840 --> 05:47.160] then
[05:47.160 --> 05:47.620] trying
[05:47.620 --> 05:47.880] to
[05:47.880 --> 05:48.080] like
[05:48.180 --> 05:48.480] [*]
[05:48.480 --> 05:48.800] if
[05:48.800 --> 05:48.940] I
[05:48.940 --> 05:49.100] get
[05:49.100 --> 05:49.240] an
[05:49.240 --> 05:49.580] assignment
[05:49.580 --> 05:49.900] and
[05:49.900 --> 05:50.140] I
[05:50.140 --> 05:50.420] have
[05:50.420 --> 05:50.540] like
[05:50.540 --> 05:50.640] a
[05:50.640 --> 05:50.800] whole
[05:50.800 --> 05:50.960] week
[05:50.960 --> 05:51.120] before
[05:51.120 --> 05:51.360] it's
[05:51.360 --> 05:51.540] due
[05:51.640 --> 05:52.280] like
[05:52.360 --> 05:52.620] just
[05:52.620 --> 05:52.980] doing
[05:52.980 --> 05:53.120] it
[05:53.120 --> 05:53.260] as
[05:53.260 --> 05:53.460] soon
[05:53.460 --> 05:53.580] as
[05:53.580 --> 05:53.940] possible
[05:54.120 --> 05:54.380] if
[05:54.380 --> 05:54.500] I
[05:54.500 --> 05:54.620] [*]
[05:54.620 --> 05:54.860] can
[05:54.860 --> 05:55.820] Which
[05:55.820 --> 05:56.080] is
[05:56.080 --> 05:56.320] worse
[05:56.380 --> 05:56.760] like
[05:56.900 --> 05:57.360] I
[05:57.360 --> 05:57.540] mean
[05:57.540 --> 05:57.620] I
[05:57.620 --> 05:57.760] know
[05:57.760 --> 05:57.940] it's
[05:57.940 --> 05:58.020] only
[05:58.020 --> 05:58.120] the
[05:58.120 --> 05:58.320] first
[05:58.320 --> 05:58.600] week
[05:58.600 --> 05:58.980] of
[05:58.980 --> 05:59.340] this
[05:59.340 --> 05:59.800] semester
[06:00.060 --> 06:00.560] but
[06:00.560 --> 06:00.800] it's
[06:00.800 --> 06:00.980] worse
[06:00.980 --> 06:01.320] well
[06:01.320 --> 06:01.620] so
[06:01.620 --> 06:01.960] far
[06:01.960 --> 06:02.460] So
[06:02.680 --> 06:03.080] [*]
[06:03.080 --> 06:03.700] just
[06:03.700 --> 06:04.180] keep
[06:04.240 --> 06:04.580] keep
[06:04.580 --> 06:04.800] doing
[06:04.800 --> 06:04.800] that
[06:16.420 --> 06:16.420] Um
[06:17.380 --> 06:19.500] [*]
[06:19.500 --> 06:20.580] it's
[06:20.580 --> 06:20.660] had
[06:20.660 --> 06:20.800] a
[06:20.800 --> 06:20.980] lot
[06:20.980 --> 06:21.080] of
[06:21.080 --> 06:21.240] ups
[06:21.240 --> 06:21.360] and
[06:21.360 --> 06:21.620] downs
[06:21.620 --> 06:21.760] but
[06:21.760 --> 06:21.860] I
[06:21.860 --> 06:22.120] think
[06:22.120 --> 06:22.460] it's
[06:22.460 --> 06:22.720] improved
[06:22.780 --> 06:22.860] Yeah
[06:23.820 --> 06:24.480] It's
[06:24.480 --> 06:24.720] improved
[06:24.720 --> 06:25.220] in
[06:25.220 --> 06:25.460] [*]
[06:25.460 --> 06:26.200] quality
[06:26.560 --> 06:27.440] but
[06:27.440 --> 06:27.660] all
[06:27.660 --> 06:28.140] this
[06:28.140 --> 06:28.440] like
[06:28.440 --> 06:28.680] [*]
[06:28.680 --> 06:28.820] the
[06:28.820 --> 06:29.100] [*]
[06:29.100 --> 06:29.320] quantity
[06:29.320 --> 06:29.560] has
[06:29.560 --> 06:29.720] gone
[06:29.720 --> 06:30.120] down
[06:30.120 --> 06:30.680] So
[06:30.680 --> 06:31.000] people
[06:31.000 --> 06:31.140] are
[06:31.140 --> 06:31.240] like
[06:31.240 --> 06:31.540] quality
[06:31.540 --> 06:31.820] over
