/opt/sge/default/spool/argon-lc-g14-37/job_scripts/652661: line 6: on/2E_090: No such file or directory
/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[00:48.300 --> 00:48.660] during
[00:48.660 --> 00:48.880] the
[00:48.880 --> 00:49.200] on
[00:49.200 --> 00:49.520] Iowa
[00:49.520 --> 00:49.840] week
[00:49.840 --> 00:50.560] and
[00:50.560 --> 00:51.360] [*]
[00:51.360 --> 00:52.240] they've
[00:52.240 --> 00:52.540] been
[00:52.540 --> 00:52.840] like
[00:52.840 --> 00:53.180] [*]
[00:53.180 --> 00:53.480] I've
[00:53.480 --> 00:53.560] had
[00:53.560 --> 00:53.720] my
[00:55.060 --> 00:55.060] new
[00:55.060 --> 00:55.400] group
[00:55.400 --> 00:55.700] of
[00:55.700 --> 00:55.960] friends
[00:55.960 --> 00:56.380] [*]
[00:56.380 --> 00:56.720] since
[00:56.720 --> 00:56.980] then
[00:56.980 --> 00:57.200] [*]
[00:57.200 --> 00:57.380] so
[00:59.500 --> 01:06.240] [*]
[01:06.240 --> 01:07.360] um
[01:07.360 --> 01:07.820] good
[01:07.820 --> 01:08.380] I
[01:08.380 --> 01:08.660] talked
[01:08.660 --> 01:08.780] to
[01:08.780 --> 01:08.880] my
[01:08.880 --> 01:09.180] parents
[01:09.180 --> 01:09.480] pretty
[01:09.480 --> 01:09.920] regularly
[01:09.920 --> 01:11.120] [*]
[01:11.120 --> 01:11.460] my
[01:11.460 --> 01:11.820] brother
[01:11.820 --> 01:12.120] is
[01:12.120 --> 01:12.500] also
[01:12.500 --> 01:12.760] a
[01:12.760 --> 01:13.020] student
[01:23.720 --> 01:23.720] down
[01:23.720 --> 01:23.720] here
[01:23.720 --> 01:23.720] so
[01:23.720 --> 01:25.380] I've
[01:25.380 --> 01:25.540] been
[01:25.540 --> 01:25.780] looking
[01:25.780 --> 01:25.940] for
[01:25.940 --> 01:26.100] a
[01:26.100 --> 01:26.320] job
[01:26.320 --> 01:26.560] but
[01:26.560 --> 01:26.740] I
[01:26.740 --> 01:27.020] haven't
[01:27.020 --> 01:27.160] found
[01:27.160 --> 01:27.380] one
[01:29.500 --> 01:43.340] [*]
[01:43.340 --> 01:43.720] um
[01:43.720 --> 01:43.980] [*]
[01:43.980 --> 01:44.700] in
[01:44.700 --> 01:44.860] the
[01:44.860 --> 01:45.160] short
[01:45.160 --> 01:45.420] term
[01:45.420 --> 01:45.640] I've
[01:45.640 --> 01:45.900] definitely
[01:45.900 --> 01:46.180] [*]
[01:46.180 --> 01:46.280] had
[01:46.280 --> 01:46.540] to
[01:46.540 --> 01:47.080] [*]
[01:47.080 --> 01:47.800] adjust
[01:47.800 --> 01:48.160] my
[01:48.160 --> 01:49.220] [*]
[01:49.220 --> 01:49.960] like
[01:49.960 --> 01:50.540] [*]
[01:50.540 --> 01:51.280] habits
[01:51.280 --> 01:51.840] I
[01:51.840 --> 01:52.180] have
[01:52.180 --> 01:52.280] to
[01:52.280 --> 01:52.380] be
[01:52.380 --> 01:52.500] more
[01:52.500 --> 01:52.780] [*]
[01:52.780 --> 01:53.100] responsible
[01:53.100 --> 01:53.720] [*]
[01:53.720 --> 01:54.060] with
[01:54.060 --> 01:54.660] [*]
[01:54.660 --> 01:55.120] schoolwork
[01:55.120 --> 01:55.340] and
[01:55.340 --> 01:55.800] [*]
[01:55.800 --> 01:56.300] living
[01:56.300 --> 01:57.000] [*]
[01:57.000 --> 01:57.200] more
[01:57.200 --> 01:57.760] independently
[01:59.500 --> 01:59.820] [*]
[01:59.820 --> 02:00.360] so
[02:00.360 --> 02:06.520] I've
[02:06.520 --> 02:06.780] gotten
[02:06.780 --> 02:07.140] older
[02:07.140 --> 02:07.640] I've
[02:07.640 --> 02:07.840] gotten
[02:07.840 --> 02:08.260] more
[02:08.260 --> 02:09.060] [*]
[02:09.060 --> 02:09.200] responsible
[02:09.200 --> 02:09.760] [*]
[02:09.760 --> 02:10.040] and
[02:10.040 --> 02:11.200] [*]
[02:11.200 --> 02:11.580] I
[02:11.580 --> 02:11.900] think
[02:11.900 --> 02:12.180] I've
[02:12.180 --> 02:12.420] grown
[02:12.420 --> 02:12.540] a
[02:12.540 --> 02:12.860] lot
[02:24.320 --> 02:24.740] um
[02:24.740 --> 02:25.680] I
[02:25.680 --> 02:25.920] mean
[02:25.920 --> 02:26.040] when
[02:26.040 --> 02:26.160] I
[02:26.160 --> 02:26.300] was
[02:26.300 --> 02:26.540] born
[02:26.540 --> 02:26.680] I
[02:26.680 --> 02:26.820] think
[02:26.820 --> 02:26.900] I
[02:26.900 --> 02:27.060] was
[02:27.060 --> 02:27.340] like
[02:27.340 --> 02:27.960] [*]
[02:27.960 --> 02:28.480] eight
[02:28.480 --> 02:28.720] [*]
[02:28.720 --> 02:28.880] pounds
[02:28.880 --> 02:29.240] and
[02:29.240 --> 02:29.540] now
[02:29.540 --> 02:29.920] I'm
[02:29.920 --> 02:30.520] [*]
[02:30.520 --> 02:31.500] a
[02:31.500 --> 02:31.600] lot
[02:31.600 --> 02:31.860] bigger
[02:31.860 --> 02:35.160] [*]
[02:35.160 --> 02:35.360] oh
[02:35.360 --> 02:37.520] [*]
[02:37.520 --> 02:37.720] um
[02:42.400 --> 02:42.400] i
[02:42.400 --> 02:42.560] guess
[02:42.560 --> 02:42.760] i
[02:42.760 --> 02:42.960] don't
[02:42.960 --> 02:43.140] really
[02:43.140 --> 02:43.380] know
[02:56.500 --> 02:57.040] [*]
[02:57.040 --> 02:57.680] um
[02:57.680 --> 02:57.900] i've
[02:57.900 --> 02:58.120] moved
[02:58.120 --> 02:58.300] away
[02:58.300 --> 02:58.580] from
[02:58.580 --> 02:58.840] people
[02:58.840 --> 02:59.060] that
[02:59.060 --> 02:59.240] are
[02:59.240 --> 02:59.820] a
[02:59.820 --> 03:00.020] [*]
[03:00.020 --> 03:00.180] lot
[03:00.180 --> 03:00.440] [*]
[03:00.440 --> 03:00.560] like
[03:00.560 --> 03:00.760] [*]
[03:00.760 --> 03:00.880] me
[03:00.880 --> 03:01.240] to
[03:01.240 --> 03:01.560] people
[03:01.560 --> 03:01.780] that
[03:01.780 --> 03:01.960] are
[03:01.960 --> 03:02.060] a
[03:02.060 --> 03:02.280] lot
[03:02.280 --> 03:02.460] more
[03:02.460 --> 03:02.780] different
[03:02.780 --> 03:03.020] than
[03:03.020 --> 03:03.140] i
[03:03.140 --> 03:03.380] am
[03:07.980 --> 03:09.240] um
[03:09.240 --> 03:10.360] i
[03:10.360 --> 03:10.580] think
[03:10.580 --> 03:10.940] it's
[03:10.940 --> 03:11.260] [*]
[03:11.260 --> 03:11.400] interesting
[03:11.400 --> 03:11.600] [*]
[03:11.600 --> 03:12.180] to
[03:12.180 --> 03:12.460] see
[03:12.460 --> 03:12.720] how
[03:12.720 --> 03:13.140] [*]
[03:13.140 --> 03:13.340] other
[03:13.340 --> 03:13.620] people
[03:13.620 --> 03:13.860] are
[03:13.860 --> 03:14.000] how
[03:14.000 --> 03:14.200] they
[03:14.200 --> 03:14.580] experience
[03:14.580 --> 03:14.800] the
[03:14.800 --> 03:15.080] world
[03:27.020 --> 03:28.040] [*]
[03:28.040 --> 03:28.520] um
[03:28.520 --> 03:30.000] [*]
[03:30.000 --> 03:30.140] well
[03:30.140 --> 03:30.620] [*]
[03:30.620 --> 03:30.840] obviously
[03:30.840 --> 03:31.200] i've
[03:31.200 --> 03:31.280] been
[03:31.280 --> 03:31.500] given
[03:31.500 --> 03:31.600] a
[03:31.600 --> 03:31.700] lot
[03:31.700 --> 03:31.860] more
[03:31.860 --> 03:32.180] independence
[03:32.180 --> 03:32.420] [*]
[03:32.420 --> 03:32.920] from
[03:32.920 --> 03:33.100] my
[03:33.100 --> 03:33.520] parents
[03:33.520 --> 03:34.140] [*]
[03:34.140 --> 03:34.620] um
[03:34.620 --> 03:35.520] [*]
[03:35.520 --> 03:36.000] my
[03:36.000 --> 03:36.420] relationships
[03:36.420 --> 03:36.860] with
[03:36.860 --> 03:36.980] all
[03:36.980 --> 03:37.160] my
[03:37.160 --> 03:37.480] siblings
[03:37.480 --> 03:37.880] have
[03:37.880 --> 03:38.200] grown
[03:38.200 --> 03:38.580] [*]
[03:38.580 --> 03:38.920] since
[03:38.920 --> 03:39.220] i've
[03:39.220 --> 03:39.420] gotten
[03:39.420 --> 03:39.780] older
[03:56.620 --> 03:56.980] um
[03:56.980 --> 03:57.080] um
[03:57.080 --> 03:57.980] i've
[03:57.980 --> 03:57.980] been
[03:57.980 --> 03:57.980] given
[03:57.980 --> 03:57.980] a
[03:57.980 --> 03:57.980] lot
[03:57.980 --> 03:57.980] more
[03:57.980 --> 03:57.980] independence
[03:57.980 --> 03:57.980] from
[03:57.980 --> 03:57.980] my
[03:57.980 --> 03:57.980] parents
[03:57.980 --> 03:58.600] [*]
[03:58.600 --> 03:59.020] um
[03:59.020 --> 03:59.820] i'd
[03:59.820 --> 03:59.960] [*]
[03:59.960 --> 04:00.100] say
[04:00.100 --> 04:00.780] [*]
[04:00.780 --> 04:00.900] um
[04:00.900 --> 04:01.500] the
[04:01.500 --> 04:02.080] growth
[04:02.080 --> 04:02.200] in
[04:02.200 --> 04:02.360] my
[04:02.360 --> 04:02.780] relationships
[04:02.780 --> 04:03.220] and
[04:03.220 --> 04:03.420] my
[04:03.420 --> 04:03.820] independence
[04:03.820 --> 04:04.240] has
[04:04.240 --> 04:04.420] been
[04:04.420 --> 04:04.500] a
[04:04.500 --> 04:04.700] lot
[04:04.700 --> 04:05.060] has
[04:05.060 --> 04:05.300] been
[04:05.300 --> 04:05.500] really
[04:05.500 --> 04:05.980] [*]
[04:05.980 --> 04:06.180] fulfilling
[04:06.180 --> 04:06.660] [*]
[04:06.660 --> 04:07.100] and
[04:07.100 --> 04:07.720] [*]
[04:07.720 --> 04:07.980] um
[04:07.980 --> 04:09.540] [*]
[04:09.540 --> 04:10.160] what
[04:10.160 --> 04:10.700] as
[04:10.700 --> 04:11.760] [*]
[04:11.760 --> 04:12.040] i've
[04:12.040 --> 04:12.240] become
[04:12.240 --> 04:12.460] more
[04:12.460 --> 04:12.760] fulfilled
[04:12.760 --> 04:13.500] i've
[04:13.500 --> 04:13.940] been
[04:13.940 --> 04:14.260] more
[04:14.260 --> 04:14.600] happy
[04:27.020 --> 04:28.180] [*]
[04:28.180 --> 04:28.820] um
[04:28.820 --> 04:29.640] [*]
[04:29.640 --> 04:30.100] hopefully
[04:30.100 --> 04:30.280] i
[04:30.280 --> 04:30.460] can
[04:30.460 --> 04:30.840] graduate
[04:30.840 --> 04:31.380] college
[04:31.380 --> 04:32.100] [*]
[04:32.100 --> 04:32.280] get
[04:32.280 --> 04:32.720] accepted
[04:32.720 --> 04:32.960] to
[04:32.960 --> 04:33.100] a
[04:33.100 --> 04:33.500] good
[04:33.500 --> 04:33.700] law
[04:33.700 --> 04:34.080] school
[04:34.080 --> 04:34.400] [*]
[04:34.400 --> 04:34.680] and
[04:34.680 --> 04:35.280] start
[04:35.280 --> 04:35.600] a
[04:35.600 --> 04:35.840] career
[04:44.700 --> 04:44.700] um
[04:48.860 --> 04:48.860] i
[04:48.860 --> 04:49.120] don't
[04:49.120 --> 04:49.260] really
[04:49.260 --> 04:49.580] know
[04:50.980 --> 04:51.640] [*]
[04:51.640 --> 04:52.360] yeah
[04:52.360 --> 04:53.160] a
[04:53.160 --> 04:53.920] [*]
[04:53.920 --> 04:54.260] lawyer
[04:54.260 --> 04:54.800] probably
[04:56.180 --> 04:56.180] in
[04:56.180 --> 04:56.300] a
[04:57.960 --> 04:57.960] in
[04:57.960 --> 04:57.960] a
[04:57.960 --> 04:57.960] some
[04:57.960 --> 04:58.160] sort
[04:58.160 --> 04:58.220] of
[04:58.220 --> 04:58.220] small
[04:58.220 --> 04:58.480] town
[04:59.480 --> 04:59.480] in
[04:59.480 --> 04:59.600] the
[04:59.600 --> 05:00.020] midwest
[05:00.020 --> 05:04.680] [*]
[05:04.680 --> 05:05.360] um
[05:05.360 --> 05:06.060] well
[05:06.060 --> 05:06.420] i'm
[05:06.420 --> 05:06.560] from
[05:06.560 --> 05:06.700] a
[05:06.700 --> 05:06.940] small
[05:06.940 --> 05:07.280] town
[05:07.280 --> 05:07.600] and
[05:07.600 --> 05:07.760] i
[05:07.760 --> 05:08.000] really
[05:08.000 --> 05:08.360] enjoy
[05:08.360 --> 05:08.760] the
[05:08.760 --> 05:09.420] feeling
[05:09.420 --> 05:09.740] [*]
[05:09.740 --> 05:09.980] of
[05:09.980 --> 05:10.200] like
[05:10.200 --> 05:10.520] everybody
[05:10.520 --> 05:10.880] knows
[05:10.880 --> 05:11.220] everybody
[05:11.220 --> 05:11.780] and
[05:11.780 --> 05:12.080] it's
[05:12.080 --> 05:12.260] all
[05:12.260 --> 05:12.960] interconnected
[05:26.120 --> 05:26.120] um
[05:26.980 --> 05:32.140] [*]
[05:32.140 --> 05:33.080] i
[05:33.080 --> 05:33.280] guess
[05:33.280 --> 05:33.460] i
[05:33.460 --> 05:33.680] don't
[05:33.680 --> 05:33.780] really
[05:33.780 --> 05:34.000] know
[05:35.560 --> 05:35.560] with
[05:35.560 --> 05:35.860] my
[05:35.860 --> 05:36.800] [*]
[05:36.800 --> 05:36.920] existing
[05:36.920 --> 05:37.540] family
[05:37.540 --> 05:37.800] it'll
[05:37.800 --> 05:38.020] probably
[05:38.020 --> 05:38.600] stay
[05:38.600 --> 05:39.200] [*]
[05:39.200 --> 05:39.640] about
[05:39.640 --> 05:39.860] the
[05:39.860 --> 05:40.140] same
[05:40.140 --> 05:40.340] as
[05:40.340 --> 05:40.400] it
[05:40.400 --> 05:40.540] is
[05:40.540 --> 05:40.760] now
[05:40.760 --> 05:41.180] [*]
[05:41.180 --> 05:41.320] and
[05:41.320 --> 05:41.600] then
[05:41.600 --> 05:42.040] [*]
[05:42.040 --> 05:42.580] hopefully
[05:42.580 --> 05:42.720] i
[05:42.720 --> 05:42.940] can
[05:42.940 --> 05:43.300] start
[05:43.300 --> 05:43.560] my
[05:43.560 --> 05:43.780] own
[05:43.780 --> 05:44.060] family
[05:45.720 --> 05:45.720] um
[05:45.780 --> 05:48.860] [*]
[05:48.860 --> 05:49.200] um
[05:49.260 --> 05:50.500] [*]
[05:50.500 --> 05:51.140] um
[05:51.200 --> 05:51.780] [*]
[05:51.780 --> 05:52.380] um
[05:52.440 --> 05:54.200] [*]
[05:54.200 --> 05:54.320] um
[05:54.380 --> 05:54.760] um
[05:54.820 --> 05:55.580] um
[05:55.620 --> 05:55.620] um
[05:55.680 --> 05:55.760] um
[05:55.760 --> 05:55.820] um
[05:55.860 --> 05:55.860] um
[05:55.900 --> 05:55.940] um
[05:55.940 --> 05:56.000] um
[05:56.000 --> 05:56.040] um
[05:56.080 --> 05:56.080] um
[05:56.080 --> 05:56.100] um
[05:56.100 --> 05:56.140] um
[05:56.200 --> 05:56.200] um
[05:56.200 --> 05:56.220] um
[05:56.260 --> 05:56.300] um
[05:56.360 --> 05:56.380] um
[05:56.380 --> 05:56.400] um
[05:56.400 --> 05:56.440] um
[05:56.480 --> 05:56.480] um
[05:56.480 --> 05:56.540] um
[05:56.540 --> 05:56.560] um
[05:56.600 --> 05:56.600] um
[05:56.680 --> 05:56.720] um
[05:56.780 --> 05:56.900] um
[05:56.980 --> 05:57.100] um
[05:57.140 --> 05:57.760] um
[05:58.420 --> 05:58.420] um
[05:58.420 --> 05:58.540] i
[05:58.540 --> 05:58.700] think
[05:58.700 --> 05:59.040] most
[05:59.040 --> 05:59.140] of
[05:59.140 --> 05:59.300] the
[05:59.300 --> 05:59.540] friendships
[05:59.540 --> 05:59.760] i
[05:59.760 --> 05:59.940] have
[05:59.940 --> 06:00.160] now
[06:00.160 --> 06:00.460] will
[06:01.520 --> 06:01.520] stay
[06:01.520 --> 06:02.060] [*]
[06:02.060 --> 06:02.820] around
[06:02.820 --> 06:03.080] for
[06:03.080 --> 06:03.220] the
[06:03.220 --> 06:03.440] long
[06:03.440 --> 06:03.640] [*]
[06:03.640 --> 06:03.760] term
[06:09.580 --> 06:09.580] um
[06:10.780 --> 06:10.780] because
[06:10.780 --> 06:11.060] i
[06:11.060 --> 06:11.300] have
[06:11.300 --> 06:11.520] like
[06:11.520 --> 06:11.800] a
[06:11.800 --> 06:12.520] a
[06:12.520 --> 06:13.420] [*]
[06:13.420 --> 06:13.720] feeling
[06:13.720 --> 06:13.900] that
[06:13.900 --> 06:14.080] my
[06:14.080 --> 06:14.320] friends
[06:14.320 --> 06:14.400] and
[06:14.400 --> 06:14.600] i
[06:14.600 --> 06:14.760] just
[06:14.760 --> 06:15.040] like
[06:15.040 --> 06:15.680] click
[06:27.040 --> 06:27.300] [*]
[06:27.300 --> 06:27.420] i
[06:27.420 --> 06:27.480] can
[06:27.480 --> 06:28.100] make
[06:28.100 --> 06:28.200] more
[06:28.200 --> 06:32.940] [*]
[06:32.940 --> 06:33.500] friends
[06:39.960 --> 06:39.960] um
[06:39.960 --> 06:40.340] so
[06:40.360 --> 06:40.500] so
[06:42.580 --> 06:42.580] so
[06:42.580 --> 06:46.720] [*]
[06:46.720 --> 06:47.400] um
[06:48.960 --> 06:49.560] [*]
[06:49.560 --> 06:50.340] i
[06:50.340 --> 06:51.160] [*]
[06:51.160 --> 06:51.380] play
[06:51.380 --> 06:51.500] a
[06:51.500 --> 06:51.660] lot
[06:51.660 --> 06:51.740] of
[06:51.740 --> 06:51.900] guitar
[06:51.900 --> 06:52.260] hero
[06:54.340 --> 06:54.340] i
[06:54.340 --> 06:54.340] play
[06:54.340 --> 06:54.340] a
[06:54.340 --> 06:54.340] lot
[06:54.340 --> 06:54.340] of
[06:54.340 --> 06:54.340] guitar
[06:54.340 --> 06:54.340] hero
[06:54.340 --> 06:54.360] so
[06:54.420 --> 06:54.600] um
[06:54.640 --> 06:54.680] um
[06:54.680 --> 06:54.700] um
[06:54.780 --> 06:55.100] [*]
[06:55.100 --> 06:55.540] um
[06:55.600 --> 06:55.840] um
[06:55.940 --> 06:56.580] um
[06:56.660 --> 06:57.000] um
[06:57.000 --> 06:57.060] uh
[06:57.140 --> 06:57.220] um
[06:57.300 --> 06:57.320] um
[06:57.360 --> 06:57.380] um
[06:57.460 --> 06:57.500] um
[06:57.500 --> 07:07.060] [*]
[07:07.060 --> 07:07.840] um
[07:07.840 --> 07:07.960] [*]
[07:07.960 --> 07:08.520] i
[07:08.520 --> 07:09.140] [*]
[07:09.140 --> 07:09.340] expect
[07:09.340 --> 07:10.020] it
[07:10.020 --> 07:10.220] to
[07:10.220 --> 07:10.420] be
[07:10.420 --> 07:10.720] pretty
[07:10.720 --> 07:10.980] good
[07:10.980 --> 07:11.260] i
[07:11.260 --> 07:11.600] know
[07:11.600 --> 07:11.720] it
[07:11.720 --> 07:11.980] won't
[07:11.980 --> 07:12.260] always
[07:12.260 --> 07:12.540] be
[07:12.540 --> 07:12.780] like
[07:12.780 --> 07:13.120] [*]
[07:13.120 --> 07:13.260] perfect
[07:13.260 --> 07:13.720] but
[07:23.860 --> 07:24.000] i'd
[07:24.000 --> 07:24.120] say
[07:24.120 --> 07:24.340] i'm
[07:24.340 --> 07:24.640] pretty
[07:24.640 --> 07:24.940] happy
[07:24.940 --> 07:25.240] now
[07:25.240 --> 07:25.760] [*]
[07:25.760 --> 07:26.340] but
[07:26.340 --> 07:26.780] i
[07:26.780 --> 07:27.520] [*]
[07:27.520 --> 07:27.780] don't
[07:27.780 --> 07:27.920] know
[07:27.920 --> 07:28.100] i
[07:28.100 --> 07:28.280] [*]
[07:28.280 --> 07:28.460] guess
[07:28.460 --> 07:28.700] it
[07:28.700 --> 07:29.040] [*]
[07:29.040 --> 07:29.400] could
[07:29.400 --> 07:29.560] be
[07:29.560 --> 07:29.900] possible
[07:43.360 --> 07:43.560] um
[07:43.560 --> 07:44.660] [*]
[07:44.660 --> 07:45.300] i
[07:45.300 --> 07:45.520] like
[07:45.520 --> 07:45.920] to
[07:45.920 --> 07:47.340] i'd
[07:47.340 --> 07:47.480] say
[07:47.480 --> 07:47.940] [*]
[07:47.940 --> 07:48.300] probably
[07:48.300 --> 07:48.620] my
[07:48.620 --> 07:48.820] [*]
[07:48.820 --> 07:48.940] biggest
[07:48.940 --> 07:49.300] is
[07:49.300 --> 07:49.560] [*]
[07:49.560 --> 07:49.740] listening
[07:49.740 --> 07:50.500] [*]
[07:50.500 --> 07:50.640] and
[07:50.640 --> 07:51.240] [*]
[07:51.240 --> 07:51.760] like
[07:51.760 --> 07:52.240] applying
[07:52.240 --> 07:52.640] things
[07:52.640 --> 07:52.780] that
[07:52.780 --> 07:53.020] i've
[08:04.960 --> 08:04.960] learned
[08:04.960 --> 08:04.960] um
[08:04.960 --> 08:05.220] [*]
[08:05.220 --> 08:06.380] i've
[08:06.380 --> 08:06.520] always
[08:06.520 --> 08:06.680] been
[08:06.680 --> 08:06.940] told
[08:06.940 --> 08:07.180] i
[08:07.180 --> 08:07.400] am
[08:07.400 --> 08:07.660] [*]
[08:07.660 --> 08:07.800] a
[08:07.800 --> 08:07.980] good
[08:07.980 --> 08:08.300] listener
[08:08.300 --> 08:08.920] [*]
[08:08.920 --> 08:09.540] i
[08:09.540 --> 08:09.800] like
[08:09.800 --> 08:10.140] to
[08:10.140 --> 08:10.760] [*]
[08:10.760 --> 08:11.320] like
[08:11.320 --> 08:11.580] take
[08:11.580 --> 08:11.920] in
[08:11.920 --> 08:12.220] information
[08:12.220 --> 08:12.480] that
[08:12.480 --> 08:12.480] i
[08:12.480 --> 08:12.480] think
[08:12.480 --> 08:12.480] is
[08:12.480 --> 08:12.480] important
[08:12.480 --> 08:12.480] and
[08:12.480 --> 08:12.480] i
[08:12.480 --> 08:12.480] like
[08:12.480 --> 08:12.480] to
[08:12.480 --> 08:12.480] take
[08:12.480 --> 08:12.480] in
[08:12.480 --> 08:12.480] information
[08:12.480 --> 08:13.280] that
[08:13.280 --> 08:13.600] i
[08:13.600 --> 08:13.860] think
[08:13.860 --> 08:14.060] is
[08:14.060 --> 08:14.260] important
[08:14.260 --> 08:14.320] and
[08:14.320 --> 08:14.540] i
[08:14.540 --> 08:14.540] think
[08:14.540 --> 08:14.540] would
[08:14.540 --> 08:14.540] be
[08:14.540 --> 08:14.540] useful
[08:14.540 --> 08:14.600] to
[08:14.600 --> 08:14.840] me
[08:14.840 --> 08:15.480] and
[08:15.480 --> 08:15.700] [*]
[08:15.700 --> 08:16.180] use
[08:16.180 --> 08:16.580] it
[08:34.740 --> 08:34.740] i
[08:34.740 --> 08:34.900] think
[08:34.900 --> 08:35.200] sometimes
[08:35.200 --> 08:35.560] i
[08:35.560 --> 08:35.720] can
[08:35.720 --> 08:35.880] be
[08:35.880 --> 08:36.120] like
[08:36.120 --> 08:36.760] [*]
[08:36.760 --> 08:37.660] awkward
[08:37.660 --> 08:38.200] [*]
[08:38.200 --> 08:38.600] in
[08:38.600 --> 08:39.560] [*]
[08:39.560 --> 08:40.280] some
[08:40.280 --> 08:40.900] scenarios
[08:40.900 --> 08:41.440] i
[08:41.440 --> 08:41.720] guess
[08:43.400 --> 08:49.100] [*]
[08:49.100 --> 08:49.440] um
[08:49.440 --> 08:50.160] [*]
[08:50.160 --> 08:50.280] i
[08:50.280 --> 08:50.920] mean
[08:50.920 --> 08:51.420] [*]
[08:51.420 --> 08:52.420] it's
[08:52.420 --> 08:54.220] [*]
[08:54.220 --> 08:54.600] i
[08:54.600 --> 08:54.820] i
[08:54.820 --> 08:55.200] don't
[08:55.200 --> 08:55.380] really
[08:55.380 --> 08:55.620] care
[08:55.620 --> 08:55.960] [*]
[08:55.960 --> 08:56.100] honestly
[09:07.820 --> 09:08.200] um
[09:08.200 --> 09:08.700] [*]
[09:08.700 --> 09:09.340] i
[09:09.340 --> 09:09.620] mean
[09:09.620 --> 09:10.880] [*]
[09:10.880 --> 09:11.360] it's
[09:11.360 --> 09:12.220] i
[09:12.220 --> 09:12.400] feel
[09:12.400 --> 09:12.700] like
[09:12.700 --> 09:13.040] some
[09:13.040 --> 09:13.340] people
[09:13.340 --> 09:13.540] um
[09:13.540 --> 09:13.540] i
[09:13.540 --> 09:13.540] mean
[09:13.540 --> 09:13.560] it's
[09:13.560 --> 09:13.780] i
[09:13.780 --> 09:14.060] don't
[09:14.060 --> 09:14.160] really
[09:14.160 --> 09:14.160] care
[09:14.160 --> 09:14.300] honestly
[09:14.300 --> 09:14.400] interpret
[09:14.400 --> 09:14.400] it
[09:14.400 --> 09:14.480] a
[09:14.480 --> 09:14.720] certain
[09:14.720 --> 09:15.000] way
[09:15.000 --> 09:16.860] [*]
[09:16.860 --> 09:17.340] you
[09:17.340 --> 09:17.880] know
[09:17.880 --> 09:18.200] like
[09:18.200 --> 09:18.620] [*]
[09:18.620 --> 09:18.740] some
