/Users/msmuhammad/workbench/miniconda3/envs/whisper/lib/python3.10/site-packages/torch/cuda/__init__.py:138: UserWarning: CUDA initialization: The NVIDIA driver on your system is too old (found version 11040). Please update your GPU driver by downloading and installing a new version from the URL: http://www.nvidia.com/Download/index.aspx Alternatively, go to: https://pytorch.org to install a PyTorch version that has been compiled with your version of the CUDA driver. (Triggered internally at ../c10/cuda/CUDAFunctions.cpp:108.)
  return torch._C._cuda_getDeviceCount() > 0
[01:23.440 --> 01:23.840] Wisconsin
[01:23.840 --> 01:24.380] [*]
[01:24.380 --> 01:24.540] that
[01:24.540 --> 01:24.840] I
[01:24.840 --> 01:25.040] don't
[01:25.040 --> 01:25.240] normally
[01:25.240 --> 01:25.420] get
[01:25.420 --> 01:25.540] to
[01:25.540 --> 01:25.740] see
[01:25.740 --> 01:25.860] a
[01:25.860 --> 01:26.020] [*]
[01:26.020 --> 01:26.120] lot
[01:26.260 --> 01:26.520] So
[01:26.520 --> 01:26.760] just
[01:26.760 --> 01:26.980] being
[01:26.980 --> 01:27.220] able
[01:27.220 --> 01:27.360] to
[01:27.360 --> 01:27.580] see
[01:27.580 --> 01:27.780] them
[01:27.780 --> 01:27.940] was
[01:27.940 --> 01:28.160] really
[01:28.160 --> 01:28.500] nice
[01:29.180 --> 01:29.940] And
[01:29.940 --> 01:30.040] And
[01:30.040 --> 01:30.300] then
[01:30.300 --> 01:30.580] I
[01:30.580 --> 01:30.880] just
[01:30.880 --> 01:31.000] kind
[01:31.000 --> 01:31.220] of
[01:31.220 --> 01:31.360] hung
[01:31.360 --> 01:31.580] out
[01:31.580 --> 01:31.680] at
[01:31.680 --> 01:32.000] home
[01:32.000 --> 01:32.680] for
[01:32.680 --> 01:32.800] a
[01:32.800 --> 01:33.040] week
[01:33.040 --> 01:33.140] or
[01:33.140 --> 01:33.540] so
[01:33.540 --> 01:33.900] [*]
[01:33.900 --> 01:34.340] between
[01:34.340 --> 01:34.580] my
[01:34.580 --> 01:34.840] dad's
[01:34.840 --> 01:35.000] house
[01:35.000 --> 01:35.100] and
[01:35.100 --> 01:35.220] my
[01:35.220 --> 01:35.600] mom's
[01:35.600 --> 01:35.820] house
[01:35.960 --> 01:36.580] [*]
[01:36.580 --> 01:36.980] But
[01:36.980 --> 01:37.240] [*]
[01:37.240 --> 01:37.360] yeah
[01:37.440 --> 01:37.580] it's
[01:37.580 --> 01:37.700] always
[01:37.760 --> 01:38.060] it's
[01:38.060 --> 01:38.200] always
[01:38.200 --> 01:38.400] nice
[01:38.400 --> 01:38.620] to
[01:38.620 --> 01:38.780] see
[01:38.780 --> 01:39.080] family
[01:39.080 --> 01:39.260] around
[01:39.260 --> 01:39.440] the
[01:39.440 --> 01:39.760] holidays
[01:44.720 --> 01:45.500] I
[01:45.500 --> 01:45.780] try
[01:45.780 --> 01:45.960] to
[01:45.960 --> 01:46.120] see
[01:46.120 --> 01:46.360] them
[01:46.360 --> 01:46.560] [*]
[01:46.560 --> 01:46.720] once
[01:46.720 --> 01:46.940] a
[01:46.940 --> 01:47.220] month
[01:47.380 --> 01:47.660] I
[01:47.660 --> 01:47.860] live
[01:47.860 --> 01:48.060] about
[01:48.060 --> 01:48.180] an
[01:48.180 --> 01:48.440] hour
[01:48.440 --> 01:48.740] away
[01:48.740 --> 01:48.980] from
[01:48.980 --> 01:49.300] Iowa
[01:49.300 --> 01:49.620] City
[01:49.700 --> 01:49.980] so
[01:49.980 --> 01:50.300] it's
[01:50.300 --> 01:50.480] not
[01:50.480 --> 01:50.620] that
[01:50.620 --> 01:50.800] difficult
[01:50.800 --> 01:51.100] [*]
[01:51.100 --> 01:51.460] to
[01:51.460 --> 01:51.700] go
[01:51.700 --> 01:52.000] home
[01:52.120 --> 01:52.420] But
[01:52.420 --> 01:53.200] [*]
[01:53.200 --> 01:53.780] just
[01:53.780 --> 01:54.060] kind
[01:54.060 --> 01:54.320] of
[01:54.320 --> 01:54.340] [*]
[01:54.340 --> 01:54.660] balancing
[01:55.020 --> 01:55.280] like
[01:55.280 --> 01:55.660] in
[01:55.660 --> 01:55.960] the
[01:55.960 --> 01:56.360] during
[01:56.360 --> 01:56.520] the
[01:56.520 --> 01:56.720] school
[01:56.720 --> 01:56.920] year
[01:57.000 --> 01:57.440] I'm
[01:57.440 --> 01:57.580] [*]
[01:57.580 --> 01:57.680] really
[01:57.680 --> 01:57.840] busy
[01:57.840 --> 01:58.000] [*]
[01:58.000 --> 01:58.380] with
[01:58.380 --> 01:58.920] schoolwork
[01:58.920 --> 01:59.060] and
[01:59.060 --> 01:59.300] work
[01:59.300 --> 01:59.560] and
[01:59.560 --> 01:59.780] student
[01:59.780 --> 02:00.200] orgs
[02:00.240 --> 02:00.460] So
[02:00.460 --> 02:00.840] [*]
[02:00.840 --> 02:00.960] I
[02:00.960 --> 02:01.280] don't
[02:01.280 --> 02:01.540] normally
[02:01.540 --> 02:01.980] have
[02:01.980 --> 02:02.180] the
[02:02.180 --> 02:02.540] time
[02:02.540 --> 02:02.760] to
[02:02.760 --> 02:02.940] go
[02:02.940 --> 02:03.200] home
[02:03.280 --> 02:03.580] So
[02:04.280 --> 02:04.280] over
[02:04.280 --> 02:04.660] break
[02:04.740 --> 02:04.900] I
[02:04.900 --> 02:05.020] try
[02:05.020 --> 02:05.160] to
[02:05.160 --> 02:05.240] go
[02:05.240 --> 02:05.420] home
[02:05.420 --> 02:05.560] a
[02:05.560 --> 02:05.720] lot
[02:05.760 --> 02:05.960] but
[02:05.960 --> 02:06.140] I'd
[02:06.140 --> 02:06.340] say
[02:06.340 --> 02:06.580] about
[02:06.580 --> 02:07.000] once
[02:07.000 --> 02:07.160] a
[02:07.160 --> 02:07.380] month
[02:17.340 --> 02:17.660] [*]
[02:17.660 --> 02:18.120] I
[02:18.120 --> 02:18.340] think
[02:18.340 --> 02:18.540] things
[02:18.540 --> 02:18.640] are
[02:18.640 --> 02:18.820] going
[02:18.820 --> 02:19.060] pretty
[02:19.060 --> 02:19.300] well
[02:19.360 --> 02:19.660] My
[02:19.660 --> 02:19.940] [*]
[02:19.940 --> 02:20.260] best
[02:20.260 --> 02:20.560] [*]
[02:20.560 --> 02:20.720] friend
[02:20.800 --> 02:21.040] we
[02:21.040 --> 02:21.280] roomed
[02:21.280 --> 02:21.460] together
[02:21.460 --> 02:21.840] last
[02:21.840 --> 02:22.220] year
[02:22.220 --> 02:22.640] in
[02:22.640 --> 02:22.820] the
[02:22.820 --> 02:23.320] dorms
[02:23.340 --> 02:23.640] but
[02:23.640 --> 02:24.060] she
[02:24.060 --> 02:24.460] transferred
[02:24.460 --> 02:24.740] to
[02:24.740 --> 02:24.940] Iowa
[02:24.940 --> 02:25.140] [*]
[02:25.140 --> 02:25.260] State
[02:25.400 --> 02:26.240] [*]
[02:26.240 --> 02:26.580] So
[02:26.580 --> 02:27.020] that
[02:27.020 --> 02:27.300] was
[02:27.300 --> 02:27.460] very
[02:27.460 --> 02:27.940] I
[02:27.940 --> 02:28.220] [*]
[02:28.220 --> 02:28.840] don't
[02:28.840 --> 02:28.920] get
[02:28.920 --> 02:29.020] to
[02:29.020 --> 02:29.180] see
[02:29.180 --> 02:29.320] her
[02:29.320 --> 02:29.380] a
[02:29.380 --> 02:29.560] lot
[02:29.640 --> 02:29.820] So
[02:29.820 --> 02:30.140] going
[02:30.140 --> 02:30.420] [*]
[02:30.420 --> 02:30.520] from
[02:30.540 --> 02:30.700] you
[02:30.700 --> 02:30.860] know
[02:30.860 --> 02:31.120] living
[02:31.120 --> 02:31.380] [*]
[02:31.380 --> 02:31.540] together
[02:31.540 --> 02:32.080] and
[02:32.080 --> 02:32.400] seeing
[02:32.400 --> 02:32.580] each
[02:32.580 --> 02:32.780] other
[02:32.780 --> 02:33.000] every
[02:33.000 --> 02:33.440] second
[02:33.440 --> 02:33.560] of
[02:33.560 --> 02:33.700] the
[02:33.700 --> 02:33.960] day
[02:33.960 --> 02:34.340] to
[02:34.340 --> 02:34.860] [*]
[02:34.860 --> 02:35.280] living
[02:35.280 --> 02:35.680] two
[02:35.680 --> 02:36.020] hours
[02:36.020 --> 02:36.300] away
[02:36.300 --> 02:36.480] is
[02:36.480 --> 02:36.640] kind
[02:36.640 --> 02:36.820] of
[02:36.820 --> 02:37.100] hard
[02:37.220 --> 02:37.700] [*]
[02:37.700 --> 02:38.040] But
[02:38.040 --> 02:38.260] we've
[02:38.260 --> 02:38.400] been
[02:38.400 --> 02:38.660] friends
[02:38.660 --> 02:38.820] [*]
[02:38.820 --> 02:38.940] since
[02:38.940 --> 02:39.200] sixth
[02:39.200 --> 02:39.560] grade
[02:39.640 --> 02:39.920] So
[02:39.920 --> 02:40.740] we're
[02:40.740 --> 02:40.920] doing
[02:40.920 --> 02:41.160] pretty
[02:41.160 --> 02:41.380] good
[02:41.460 --> 02:41.580] We
[02:41.580 --> 02:41.700] try
[02:41.700 --> 02:41.880] to
[02:41.880 --> 02:42.020] see
[02:42.020 --> 02:42.220] each
[02:42.220 --> 02:42.380] [*]
[02:42.380 --> 02:42.520] other
[02:42.520 --> 02:43.320] [*]
[02:43.320 --> 02:43.720] every
[02:43.720 --> 02:44.160] [*]
[02:44.160 --> 02:44.320] once
[02:44.320 --> 02:44.620] in
[02:44.620 --> 02:44.740] a
[02:44.740 --> 02:44.960] while
[02:45.100 --> 02:45.260] Like
[02:45.260 --> 02:45.480] she'll
[02:45.480 --> 02:45.640] come
[02:45.640 --> 02:45.840] to
[02:45.840 --> 02:46.000] Iowa
[02:46.000 --> 02:46.280] City
[02:46.360 --> 02:46.520] you're
[02:46.520 --> 02:46.600] all
[02:46.600 --> 02:46.720] going
[02:46.720 --> 02:46.840] to
[02:46.840 --> 02:47.240] Ames
[02:47.240 --> 02:47.420] But
[02:47.420 --> 02:47.620] then
[02:47.620 --> 02:47.800] I
[02:47.800 --> 02:48.100] also
[02:48.100 --> 02:48.300] live
[02:48.300 --> 02:48.420] with
[02:48.420 --> 02:48.580] two
[02:48.580 --> 02:48.800] other
[02:48.800 --> 02:49.000] [*]
[02:49.000 --> 02:49.160] girls
[02:49.160 --> 02:50.100] and
[02:50.100 --> 02:50.720] [*]
[02:50.720 --> 02:51.100] one
[02:51.100 --> 02:51.260] of
[02:51.260 --> 02:51.480] them
[02:51.480 --> 02:51.660] I've
[02:51.660 --> 02:51.800] been
[02:51.800 --> 02:52.020] friends
[02:52.020 --> 02:52.280] with
[02:52.280 --> 02:52.460] for
[02:52.460 --> 02:52.580] a
[02:52.580 --> 02:52.840] while
[02:52.940 --> 02:53.100] but
[02:53.100 --> 02:53.240] then
[02:53.240 --> 02:53.340] the
[02:53.340 --> 02:53.480] [*]
[02:53.480 --> 02:53.600] other
[02:53.620 --> 02:53.760] we
[02:53.760 --> 02:53.860] just
[02:53.860 --> 02:54.000] kind
[02:54.000 --> 02:54.220] of
[02:54.220 --> 02:54.560] randomly
[02:54.560 --> 02:54.940] met
[02:55.060 --> 02:55.460] [*]
[02:55.460 --> 02:55.900] So
[02:55.900 --> 02:56.660] I
[02:56.660 --> 02:56.880] was
[02:56.880 --> 02:57.220] worried
[02:57.220 --> 02:57.600] that
[02:57.600 --> 02:57.800] I
[02:57.800 --> 02:58.220] wouldn't
[02:58.220 --> 02:58.400] like
[02:58.400 --> 02:58.660] her
[02:58.680 --> 02:58.860] but
[02:58.860 --> 02:59.120] she's
[02:59.120 --> 02:59.460] amazing
[02:59.600 --> 02:59.820] I
[02:59.820 --> 02:59.940] get
[02:59.940 --> 03:00.180] along
[03:00.180 --> 03:00.340] with
[03:00.340 --> 03:00.520] them
[03:00.520 --> 03:00.720] both
[03:00.720 --> 03:00.940] very
[03:00.940 --> 03:01.200] well
[03:13.040 --> 03:13.760] Yeah
[03:13.960 --> 03:14.700] we
[03:14.700 --> 03:15.100] [*]
[03:15.100 --> 03:15.440] call
[03:15.440 --> 03:15.720] each
[03:15.720 --> 03:15.940] other
[03:15.940 --> 03:16.060] a
[03:16.060 --> 03:16.220] lot
[03:16.220 --> 03:16.360] and
[03:16.360 --> 03:16.540] we
[03:16.540 --> 03:16.820] [*]
[03:16.820 --> 03:16.980] definitely
[03:16.980 --> 03:17.400] Snapchat
[03:17.400 --> 03:17.700] a
[03:17.700 --> 03:18.020] lot
[03:18.100 --> 03:18.920] We
[03:18.920 --> 03:19.180] both
[03:19.180 --> 03:19.380] are
[03:19.380 --> 03:19.580] from
[03:19.580 --> 03:19.740] the
[03:19.740 --> 03:19.920] same
[03:19.920 --> 03:20.200] hometown
[03:20.460 --> 03:20.680] So
[03:20.680 --> 03:21.440] [*]
[03:21.440 --> 03:21.540] whenever
[03:21.540 --> 03:21.760] we
[03:21.760 --> 03:21.960] go
[03:21.960 --> 03:22.300] home
[03:22.400 --> 03:22.700] we
[03:22.700 --> 03:22.840] try
[03:22.840 --> 03:23.100] to
[03:23.100 --> 03:23.520] meet
[03:23.520 --> 03:24.200] [*]
[03:24.200 --> 03:24.400] up
[03:24.400 --> 03:24.540] [*]
[03:24.540 --> 03:24.680] and
[03:24.680 --> 03:24.840] like
[03:24.840 --> 03:25.020] get
[03:25.020 --> 03:25.080] [*]
[03:25.080 --> 03:25.340] together
[03:25.500 --> 03:25.800] So
[03:25.800 --> 03:26.100] over
[03:26.100 --> 03:26.400] winter
[03:26.400 --> 03:26.640] break
[03:26.640 --> 03:26.800] when
[03:26.800 --> 03:26.920] I
[03:26.920 --> 03:27.080] was
[03:27.080 --> 03:27.260] home
[03:27.320 --> 03:27.420] I
[03:27.420 --> 03:27.520] got
[03:27.520 --> 03:27.700] to
[03:27.700 --> 03:27.800] see
[03:27.800 --> 03:27.980] her
[03:28.020 --> 03:28.200] So
[03:28.200 --> 03:28.240] I'm
[03:28.240 --> 03:28.240] really
[03:28.240 --> 03:28.240] excited
[03:28.240 --> 03:28.240] about
[03:28.240 --> 03:28.240] that
[03:28.240 --> 03:28.300] I
[03:28.300 --> 03:28.300] got
[03:28.300 --> 03:28.300] to
[03:28.300 --> 03:28.300] see
[03:28.300 --> 03:28.300] her
[03:28.300 --> 03:28.300] a
[03:28.300 --> 03:28.300] couple
[03:28.300 --> 03:28.380] of
[03:28.380 --> 03:28.640] times
[03:28.840 --> 03:29.280] And
[03:29.280 --> 03:29.420] then
[03:29.420 --> 03:29.540] we
[03:29.540 --> 03:29.780] made
[03:29.780 --> 03:29.920] some
[03:29.920 --> 03:30.320] plans
[03:30.320 --> 03:30.540] for
[03:30.540 --> 03:30.680] the
[03:30.680 --> 03:31.000] next
[03:31.000 --> 03:31.280] couple
[03:31.280 --> 03:31.380] of
[03:31.380 --> 03:31.580] months
[03:31.580 --> 03:31.740] of
[03:31.740 --> 03:31.960] like
[03:32.060 --> 03:32.440] I'll
[03:32.440 --> 03:32.560] go
[03:32.560 --> 03:32.680] to
[03:32.680 --> 03:33.200] Ames
[03:33.200 --> 03:33.340] or
[03:33.340 --> 03:33.660] she'll
[03:33.660 --> 03:33.820] come
[03:33.820 --> 03:33.960] up
[03:33.960 --> 03:34.120] to
[03:34.120 --> 03:34.280] Iowa
[03:34.280 --> 03:34.580] City
[03:34.580 --> 03:34.740] and
[03:34.740 --> 03:35.020] hang
[03:35.020 --> 03:35.360] out
[03:35.380 --> 03:35.720] So
[03:35.720 --> 03:36.440] I'm
[03:36.440 --> 03:36.600] excited
[03:42.620 --> 03:43.260] Yeah
[03:43.500 --> 03:43.880] [*]
[03:43.880 --> 03:44.340] but
[03:44.340 --> 03:44.880] her
[03:44.880 --> 03:45.220] family
[03:45.220 --> 03:45.400] is
[03:45.400 --> 03:45.540] a
[03:45.540 --> 03:45.860] very
[03:45.860 --> 03:46.160] big
[03:46.160 --> 03:46.460] Iowa
[03:46.460 --> 03:46.720] State
[03:46.720 --> 03:47.160] family
[03:47.220 --> 03:47.400] So
[03:47.400 --> 03:47.520] I
[03:47.520 --> 03:47.680] kind
[03:47.680 --> 03:47.960] of
[03:47.960 --> 03:48.140] it
[03:48.140 --> 03:48.280] was
[03:48.280 --> 03:48.400] kind
[03:48.400 --> 03:48.580] of
[03:48.580 --> 03:48.980] inevitable
[03:48.980 --> 03:49.320] for
[03:49.320 --> 03:49.520] her
[03:49.520 --> 03:49.600] to
[03:49.600 --> 03:49.780] go
[03:49.780 --> 03:49.920] to
[03:49.920 --> 03:50.160] Iowa
[03:50.160 --> 03:50.420] State
[03:50.520 --> 03:50.780] but
[03:50.780 --> 03:51.320] she
[03:51.320 --> 03:51.660] liked
[03:51.660 --> 03:52.060] Iowa
[03:52.220 --> 03:52.840] [*]
[03:52.840 --> 03:53.320] but
[03:53.320 --> 03:53.600] just
[03:53.600 --> 03:53.840] liked
[03:53.840 --> 03:53.980] Iowa
[03:53.980 --> 03:54.220] State
[03:54.220 --> 03:54.500] better
[04:13.000 --> 04:13.080] I
[04:13.080 --> 04:14.240] [*]
[04:14.240 --> 04:14.360] feel
[04:14.360 --> 04:14.720] [*]
[04:14.720 --> 04:14.940] like
[04:15.020 --> 04:15.540] [*]
[04:15.540 --> 04:15.680] especially
[04:15.680 --> 04:16.400] since
[04:16.400 --> 04:16.720] the
[04:16.720 --> 04:16.840] end
[04:16.840 --> 04:16.920] of
[04:16.920 --> 04:17.100] high
[04:17.100 --> 04:17.460] school
[04:17.520 --> 04:17.840] [*]
[04:17.840 --> 04:18.200] I
[04:18.200 --> 04:19.320] matured
[04:19.320 --> 04:19.380] a
[04:19.380 --> 04:19.720] lot
[04:19.720 --> 04:20.100] [*]
[04:20.100 --> 04:20.260] and
[04:20.260 --> 04:20.520] I
[04:20.520 --> 04:20.840] felt
[04:20.840 --> 04:21.120] more
[04:21.120 --> 04:21.540] comfortable
[04:21.540 --> 04:21.780] being
[04:21.780 --> 04:22.260] myself
[04:22.660 --> 04:23.060] I
[04:23.060 --> 04:23.320] feel
[04:23.320 --> 04:23.440] like
[04:23.440 --> 04:23.560] in
[04:23.560 --> 04:23.720] high
[04:23.720 --> 04:24.000] school
[04:24.040 --> 04:24.180] I
[04:24.180 --> 04:24.280] was
[04:24.280 --> 04:24.420] kind
[04:24.420 --> 04:24.640] of
[04:24.640 --> 04:25.080] quiet
[04:25.140 --> 04:25.580] Like
[04:25.580 --> 04:26.060] [*]
[04:26.060 --> 04:26.400] I
[04:26.400 --> 04:26.780] had
[04:26.780 --> 04:27.020] a
[04:27.020 --> 04:27.280] lot
[04:27.280 --> 04:27.460] of
[04:27.460 --> 04:27.800] friends
[04:27.800 --> 04:28.220] but
[04:28.220 --> 04:28.520] I
[04:28.520 --> 04:28.680] [*]
[04:28.680 --> 04:28.800] was
[04:28.800 --> 04:29.200] just
[04:29.200 --> 04:29.340] kind
[04:29.340 --> 04:29.600] of
[04:29.600 --> 04:29.700] like
[04:29.700 --> 04:29.860] the
[04:29.860 --> 04:30.140] quiet
[04:30.200 --> 04:30.400] shy
[04:30.400 --> 04:30.620] one
[04:30.620 --> 04:30.880] until
[04:30.880 --> 04:31.020] I
[04:31.020 --> 04:31.200] got
[04:31.200 --> 04:31.400] to
[04:31.400 --> 04:31.660] meet
[04:31.660 --> 04:32.240] [*]
[04:32.240 --> 04:32.640] the
[04:32.640 --> 04:32.820] [*]
[04:32.820 --> 04:32.980] people
[04:32.980 --> 04:33.140] and
[04:33.140 --> 04:33.360] that
[04:33.360 --> 04:33.440] I
[04:33.440 --> 04:33.580] could
[04:33.580 --> 04:33.780] [*]
[04:33.780 --> 04:34.200] kind
[04:34.200 --> 04:34.500] of
[04:34.500 --> 04:34.680] be
[04:34.680 --> 04:35.020] myself
[04:35.360 --> 04:35.740] But
[04:35.740 --> 04:36.380] I
[04:36.380 --> 04:36.660] feel
[04:36.660 --> 04:36.900] like
[04:36.900 --> 04:37.920] [*]
[04:37.920 --> 04:38.160] being
[04:38.160 --> 04:38.360] in
[04:38.360 --> 04:38.660] [*]
[04:38.660 --> 04:38.780] college
[04:38.780 --> 04:39.040] and
[04:39.040 --> 04:39.380] having
[04:39.380 --> 04:39.580] to
[04:39.580 --> 04:39.760] meet
[04:39.760 --> 04:39.860] so
[04:39.860 --> 04:40.100] many
[04:40.100 --> 04:40.220] new
[04:40.220 --> 04:40.520] people
[04:40.600 --> 04:40.860] I've
[04:40.860 --> 04:41.060] just
[04:41.060 --> 04:41.380] started
[04:41.380 --> 04:41.520] to
[04:41.520 --> 04:41.680] be
[04:41.680 --> 04:41.960] myself
[04:41.960 --> 04:42.740] sooner
[04:42.880 --> 04:43.540] I
[04:43.540 --> 04:43.800] guess
[04:43.820 --> 04:44.000] in
[04:44.000 --> 04:44.080] that
[04:44.080 --> 04:44.220] kind
[04:44.220 --> 04:44.380] of
[04:44.380 --> 04:44.800] relationship
[04:44.840 --> 04:45.240] Like
[04:45.240 --> 04:45.600] [*]
[04:45.600 --> 04:45.860] I
[04:45.860 --> 04:46.180] don't
[04:46.180 --> 04:46.200] have
[04:46.200 --> 04:46.400] to
[04:46.400 --> 04:46.700] trust
[04:46.700 --> 04:46.900] [*]
[04:46.900 --> 04:47.060] people
[04:47.060 --> 04:47.360] to
[04:47.360 --> 04:49.080] [*]
[04:49.080 --> 04:49.360] act
[04:49.360 --> 04:49.940] like
[04:49.940 --> 04:50.260] myself
[04:50.520 --> 04:50.700] if
[04:50.700 --> 04:50.820] that
[04:50.820 --> 04:50.980] makes
[04:50.980 --> 04:51.280] sense
[04:51.420 --> 04:52.480] [*]
[04:52.480 --> 04:52.700] So
[04:52.700 --> 04:52.840] I
[04:52.840 --> 04:53.060] feel
[04:53.060 --> 04:53.220] like
[04:53.220 --> 04:53.360] just
[04:53.360 --> 04:53.560] [*]
[04:53.560 --> 04:53.760] being
[04:53.760 --> 04:54.000] more
[04:54.000 --> 04:54.400] comfortable
[04:54.400 --> 04:54.660] with
[04:54.660 --> 04:54.760] who
[04:54.760 --> 04:54.920] I
[04:54.920 --> 04:55.220] am
[04:55.220 --> 04:55.320] and
[04:55.320 --> 04:55.520] trying
[04:55.520 --> 04:55.800] to
[04:55.800 --> 04:55.980] [*]
[04:55.980 --> 04:56.100] find
[04:56.100 --> 04:56.320] who
[04:56.320 --> 04:56.480] I
[04:56.480 --> 04:56.640] [*]
[04:56.640 --> 04:56.820] am
[04:57.260 --> 04:57.740] Has
[04:57.740 --> 04:58.700] definitely
[04:58.700 --> 04:59.160] [*]
[04:59.160 --> 04:59.760] changed
[04:59.760 --> 05:00.040] a
[05:00.040 --> 05:00.260] lot
[05:00.260 --> 05:00.560] since
[05:00.560 --> 05:01.040] I've
[05:01.040 --> 05:01.160] gone
[05:01.160 --> 05:01.420] to
[05:01.420 --> 05:01.700] college
[05:10.140 --> 05:10.500] [*]
[05:10.500 --> 05:10.980] I
[05:10.980 --> 05:11.360] think
[05:11.360 --> 05:11.640] [*]
[05:11.640 --> 05:11.820] just
[05:11.820 --> 05:12.200] kind
[05:12.200 --> 05:12.600] of
[05:12.600 --> 05:13.480] [*]
[05:13.480 --> 05:14.060] college
[05:14.060 --> 05:14.620] was
[05:14.620 --> 05:15.060] [*]
[05:15.060 --> 05:15.420] a
